fase,region,lokasi,sumber,pred3_ridge,pred3_lgbm
2,Karawang,4_Rengasdengklok03,Drone (50x50),vegetative,vegetative
2,Karawang,2_Rengasdengklok01,Field Survey,vegetative,vegetative
2,Karawang,2_Rengasdengklok01,Drone (50x50),vegetative,vegetative
2,Karawang,4_Rengasdengklok03,Drone (50x50),bare,vegetative
2,Karawang,4_Rengasdengklok03,Drone (50x50),vegetative,vegetative
2,Karawang,2_Rengasdengklok01,Field Survey,vegetative,vegetative
2,Karawang,2_Rengasdengklok01,Drone (50x50),vegetative,vegetative
2,Karawang,2_Rengasdengklok01,Drone (50x50),vegetative,vegetative
2,Karawang,4_Rengasdengklok03,Field Survey,bare,vegetative
2,Karawang,4_Rengasdengklok03,Drone (50x50),vegetative,vegetative
2,Karawang,4_Rengasdengklok03,Drone (50x50),vegetative,bare
2,Karawang,2_Rengasdengklok01,Drone (50x50),vegetative,vegetative
1,Karawang,4_Rengasdengklok03,Field Survey,generative,bare
2,Karawang,3_Rengasdengklok02,Field Survey,vegetative,vegetative
2,Karawang,2_Rengasdengklok01,Drone (50x50),bare,vegetative
2,Karawang,2_Rengasdengklok01,Drone (50x50),vegetative,vegetative
2,Karawang,3_Rengasdengklok02,Drone (50x50),vegetative,vegetative
2,Karawang,2_Rengasdengklok01,Drone (50x50),vegetative,vegetative
2,Karawang,2_Rengasdengklok01,Drone (50x50),vegetative,vegetative
2,Karawang,3_Rengasdengklok02,Field Survey,vegetative,vegetative
2,Karawang,2_Rengasdengklok01,Field Survey,vegetative,vegetative
2,Karawang,2_Rengasdengklok01,Drone (50x50),vegetative,vegetative
2,Karawang,2_Rengasdengklok01,Drone (50x50),vegetative,vegetative
2,Karawang,2_Rengasdengklok01,Drone (50x50),vegetative,vegetative
2,Karawang,2_Rengasdengklok01,Field Survey,vegetative,vegetative
2,Karawang,2_Rengasdengklok01,Field Survey,vegetative,vegetative
2,Karawang,2_Rengasdengklok01,Drone (50x50),vegetative,vegetative
2,Karawang,2_Rengasdengklok01,Drone (50x50),vegetative,vegetative
2,Karawang,2_Rengasdengklok01,Field Survey,bare,vegetative
2,Karawang,2_Rengasdengklok01,Drone (50x50),bare,vegetative
2,Karawang,2_Rengasdengklok01,Drone (50x50),vegetative,vegetative
2,Karawang,2_Rengasdengklok01,Drone (50x50),vegetative,vegetative
2,Karawang,4_Rengasdengklok03,Drone (50x50),generative,bare
2,Karawang,2_Rengasdengklok01,Drone (50x50),vegetative,vegetative
2,Karawang,2_Rengasdengklok01,Drone (50x50),vegetative,vegetative
2,Karawang,3_Rengasdengklok02,Drone (50x50),vegetative,vegetative
2,Karawang,2_Rengasdengklok01,Drone (50x50),vegetative,vegetative
2,Karawang,2_Rengasdengklok01,Drone (50x50),vegetative,vegetative
2,Karawang,2_Rengasdengklok01,Drone (50x50),vegetative,vegetative
2,Karawang,2_Rengasdengklok01,Drone (50x50),bare,vegetative
1,Karawang,4_Rengasdengklok03,Drone (50x50),bare,vegetative
2,Karawang,2_Rengasdengklok01,Drone (50x50),vegetative,vegetative
2,Karawang,2_Rengasdengklok01,Drone (50x50),vegetative,vegetative
2,Karawang,3_Rengasdengklok02,Drone (50x50),vegetative,vegetative
2,Karawang,4_Rengasdengklok03,Drone (50x50),bare,vegetative
2,Karawang,2_Rengasdengklok01,Drone (50x50),vegetative,vegetative
2,Karawang,2_Rengasdengklok01,Field Survey,vegetative,vegetative
2,Karawang,3_Rengasdengklok02,Field Survey,vegetative,vegetative
2,Karawang,2_Rengasdengklok01,Field Survey,vegetative,vegetative
1,Karawang,4 Rengasdengklok3,Field Survey,bare,vegetative
2,Karawang,3_Rengasdengklok02,Drone (50x50),bare,vegetative
2,Karawang,4_Rengasdengklok03,Field Survey,vegetative,vegetative
2,Karawang,3_Rengasdengklok02,Field Survey,vegetative,vegetative
2,Karawang,3_Rengasdengklok02,Drone (50x50),vegetative,vegetative
2,Karawang,2_Rengasdengklok01,Drone (50x50),vegetative,vegetative
2,Karawang,2_Rengasdengklok01,Drone (50x50),vegetative,vegetative
2,Karawang,3_Rengasdengklok02,Drone (50x50),bare,vegetative
2,Karawang,3_Rengasdengklok02,Field Survey,vegetative,vegetative
2,Karawang,2_Rengasdengklok01,Field Survey,vegetative,vegetative
2,Karawang,2_Rengasdengklok01,Drone (50x50),vegetative,vegetative
2,Karawang,3_Rengasdengklok02,Drone (50x50),vegetative,vegetative
2,Karawang,3_Rengasdengklok02,Drone (50x50),vegetative,vegetative
2,Karawang,3_Rengasdengklok02,Drone (50x50),vegetative,vegetative
2,Karawang,2_Rengasdengklok01,Drone (50x50),vegetative,vegetative
2,Karawang,3_Rengasdengklok02,Drone (50x50),vegetative,vegetative
2,Karawang,,Drone (50x50),bare,vegetative
2,Karawang,3_Rengasdengklok02,Field Survey,vegetative,vegetative
2,Karawang,3_Rengasdengklok02,Drone (50x50),vegetative,vegetative
2,Karawang,3_Rengasdengklok02,Drone (50x50),vegetative,vegetative
2,Karawang,2_Rengasdengklok01,Drone (50x50),vegetative,vegetative
2,Karawang,3_Rengasdengklok02,Drone (50x50),vegetative,vegetative
2,Karawang,3_Rengasdengklok02,Drone (50x50),vegetative,vegetative
2,Karawang,2_Rengasdengklok01,Drone (50x50),vegetative,vegetative
2,Karawang,3_Rengasdengklok02,Field Survey,vegetative,vegetative
2,Karawang,3_Rengasdengklok02,Field Survey,bare,vegetative
2,Karawang,3_Rengasdengklok02,Drone (50x50),vegetative,vegetative
2,Karawang,3_Rengasdengklok02,Drone (50x50),vegetative,vegetative
2,Karawang,4_Rengasdengklok03,Field Survey,vegetative,vegetative
2,Karawang,3_Rengasdengklok02,Drone (50x50),vegetative,vegetative
2,Karawang,3_Rengasdengklok02,Field Survey,vegetative,vegetative
2,Karawang,3_Rengasdengklok02,Drone (50x50),vegetative,vegetative
2,Karawang,3_Rengasdengklok02,Field Survey,vegetative,vegetative
2,Karawang,3_Rengasdengklok02,Field Survey,vegetative,vegetative
2,Karawang,4_Rengasdengklok03,Drone (50x50),vegetative,vegetative
3,Karawang,,Drone (50x50),vegetative,vegetative
3,Karawang,,Drone (rice field),vegetative,vegetative
2,Karawang,3_Rengasdengklok02,Drone (50x50),vegetative,vegetative
3,Karawang,4_Kutajaya,Drone (50x50),generative,vegetative
3,Karawang,4_Kutajaya,Drone (50x50),vegetative,vegetative
3,Karawang,4_Kutajaya,Drone (50x50),vegetative,vegetative
2,Karawang,4_Kutajaya,Drone (50x50),generative,vegetative
2,Karawang,4_Kutajaya,Drone (50x50),vegetative,vegetative
2,Karawang,4_Kutajaya,Drone (50x50),vegetative,vegetative
3,Karawang,4_Kutajaya,Field Survey,vegetative,vegetative
3,Karawang,4_Kutajaya,Drone (50x50),generative,vegetative
3,Karawang,4_Kutajaya,Drone (50x50),generative,vegetative
2,Karawang,4_Kutajaya,Drone (50x50),vegetative,vegetative
3,Karawang,4_Kutajaya,Drone (50x50),vegetative,vegetative
3,Karawang,4_Kutajaya,Drone (50x50),vegetative,vegetative
3,Karawang,4_Kutajaya,Drone (50x50),generative,vegetative
3,Karawang,4_Kutajaya,Drone (50x50),generative,vegetative
3,Karawang,4_Kutajaya,Drone (50x50),vegetative,vegetative
2,Karawang,4_Kutajaya,Drone (50x50),vegetative,vegetative
3,Karawang,4_Kutajaya,Field Survey,generative,vegetative
3,Karawang,4_Kutajaya,Drone (50x50),generative,vegetative
2,Karawang,4_Kutajaya,Drone (50x50),vegetative,vegetative
3,Karawang,4_Kutajaya,Drone (50x50),vegetative,vegetative
3,Karawang,4_Kutajaya,Drone (50x50),generative,vegetative
3,Karawang,4_Kutajaya,Drone (50x50),generative,vegetative
2,Karawang,4_Kutajaya,Drone (50x50),vegetative,vegetative
2,Karawang,4_Kutajaya,Drone (50x50),vegetative,vegetative
3,Karawang,4_Kutajaya,Drone (50x50),generative,vegetative
3,Karawang,4_Kutajaya,Drone (50x50),vegetative,vegetative
3,Karawang,4_Kutajaya,Drone (50x50),generative,vegetative
3,Karawang,4_Kutajaya,Drone (50x50),generative,vegetative
3,Karawang,4_Kutajaya,Drone (50x50),vegetative,vegetative
3,Karawang,4_Kutajaya,Drone (50x50),vegetative,vegetative
3,Karawang,4_Kutajaya,Drone (50x50),vegetative,vegetative
3,Karawang,4_Kutajaya,Drone (50x50),vegetative,vegetative
3,Karawang,4_Kutajaya,Drone (50x50),generative,vegetative
3,Karawang,4_Kutajaya,Drone (50x50),vegetative,vegetative
3,Karawang,4_Kutajaya,Drone (50x50),vegetative,vegetative
3,Karawang,4_Kutajaya,Drone (50x50),vegetative,vegetative
3,Karawang,4_Kutajaya,Drone (50x50),generative,vegetative
3,Karawang,4_Kutajaya,Drone (50x50),vegetative,vegetative
3,Karawang,4_Kutajaya,Drone (50x50),vegetative,vegetative
2,Karawang,4_Kutajaya,Drone (50x50),generative,vegetative
2,Karawang,4_Kutajaya,Field Survey,vegetative,vegetative
2,Karawang,4_Kutajaya,Drone (50x50),vegetative,vegetative
2,Karawang,4_Kutajaya,Drone (50x50),vegetative,vegetative
3,Karawang,4_Kutajaya,Drone (50x50),generative,vegetative
2,Karawang,4_Kutajaya,Drone (50x50),vegetative,vegetative
2,Karawang,4_Kutajaya,Drone (50x50),vegetative,vegetative
3,Karawang,4_Kutajaya,Drone (50x50),vegetative,vegetative
2,Karawang,4_Kutajaya,Drone (50x50),vegetative,vegetative
3,Karawang,4_Kutajaya,Drone (50x50),vegetative,vegetative
3,Karawang,4_Kutajaya,Drone (50x50),vegetative,vegetative
2,Karawang,4_Kutajaya,Drone (50x50),vegetative,vegetative
3,Karawang,4_Kutajaya,Drone (50x50),vegetative,vegetative
2,Karawang,4_Kutajaya,Drone (50x50),vegetative,vegetative
2,Karawang,4_Kutajaya,Drone (50x50),generative,vegetative
3,Karawang,4_Kutajaya,Drone (50x50),generative,vegetative
3,Karawang,4_Kutajaya,Drone (50x50),vegetative,vegetative
2,Karawang,4_Kutajaya,Drone (50x50),vegetative,vegetative
2,Karawang,4_Kutajaya,Drone (50x50),vegetative,vegetative
3,Karawang,4_Kutajaya,Drone (50x50),generative,vegetative
3,Karawang,4_Kutajaya,Drone (50x50),vegetative,vegetative
2,Karawang,4_Kutajaya,Drone (50x50),vegetative,vegetative
3,Karawang,4_Kutajaya,Drone (50x50),vegetative,vegetative
2,Karawang,4_Kutajaya,Drone (50x50),vegetative,vegetative
3,Karawang,4_Kutajaya,Drone (50x50),vegetative,vegetative
3,Karawang,4_Kutajaya,Drone (50x50),vegetative,vegetative
2,Indramayu,14 Jatimulya,Drone (rice field),bare,vegetative
2,Indramayu,14_Jatimulya,Drone (rice field),vegetative,vegetative
2,Indramayu,14_Jatimulya,Drone (rice field),vegetative,vegetative
2,Indramayu,14_Jatimulya,Drone (rice field),vegetative,vegetative
2,Indramayu,14_Jatimulya,Drone (rice field),vegetative,vegetative
2,Indramayu,14 Jatimulya,Drone (rice field),vegetative,vegetative
2,Indramayu,14 Jatimulya,Drone (rice field),vegetative,vegetative
2,Indramayu,14_Jatimulya,Drone (rice field),vegetative,vegetative
2,Indramayu,14_Jatimulya,Drone (rice field),vegetative,vegetative
2,Indramayu,14_Jatimulya,Drone (rice field),vegetative,vegetative
2,Indramayu,14 Jatimulya,Drone (rice field),vegetative,vegetative
2,Indramayu,14_Jatimulya,Drone (rice field),vegetative,vegetative
2,Indramayu,14_Jatimulya,Drone (rice field),vegetative,vegetative
2,Indramayu,14_Jatimulya,Drone (rice field),vegetative,vegetative
2,Indramayu,14_Jatimulya,Drone (rice field),vegetative,vegetative
2,Indramayu,14_Jatimulya,Drone (rice field),vegetative,vegetative
2,Indramayu,14_Jatimulya,Drone (rice field),vegetative,vegetative
2,Indramayu,14_Jatimulya,Drone (rice field),vegetative,vegetative
2,Indramayu,14_Jatimulya,Drone (rice field),bare,vegetative
2,Indramayu,14_Jatimulya,Drone (rice field),vegetative,vegetative
2,Indramayu,14_Jatimulya,Drone (rice field),vegetative,vegetative
2,Indramayu,14_Jatimulya,Drone (rice field),vegetative,vegetative
2,Indramayu,14_Jatimulya,Drone (rice field),bare,vegetative
2,Indramayu,14_Jatimulya,Drone (rice field),vegetative,vegetative
2,Indramayu,14_Jatimulya,Drone (rice field),bare,vegetative
2,Indramayu,14_Jatimulya,Drone (rice field),vegetative,vegetative
2,Indramayu,14 Jatimulya,Drone (rice field),vegetative,vegetative
2,Indramayu,14_Jatimulya,Drone (rice field),vegetative,vegetative
2,Indramayu,14_Jatimulya,Drone (rice field),vegetative,vegetative
2,Indramayu,14_Jatimulya,Drone (rice field),vegetative,vegetative
2,Indramayu,14_Jatimulya,Drone (rice field),vegetative,vegetative
2,Indramayu,14_Jatimulya,Drone (rice field),vegetative,vegetative
2,Indramayu,14_Jatimulya,Drone (rice field),vegetative,vegetative
2,Indramayu,14_Jatimulya,Drone (rice field),vegetative,vegetative
2,Indramayu,14_Jatimulya,Drone (rice field),vegetative,vegetative
2,Indramayu,14_Jatimulya,Drone (rice field),vegetative,vegetative
2,Indramayu,14_Jatimulya,Drone (rice field),vegetative,vegetative
2,Indramayu,14_Jatimulya,Drone (rice field),vegetative,vegetative
2,Indramayu,14_Jatimulya,Drone (rice field),vegetative,vegetative
2,Indramayu,14_Jatimulya,Drone (rice field),vegetative,vegetative
2,Indramayu,14_Jatimulya,Drone (rice field),vegetative,vegetative
2,Indramayu,14_Jatimulya,Drone (rice field),vegetative,vegetative
2,Indramayu,14_Jatimulya,Drone (rice field),vegetative,vegetative
2,Indramayu,14 Jatimulya,Drone (rice field),vegetative,vegetative
2,Indramayu,14_Jatimulya,Drone (rice field),vegetative,vegetative
2,Indramayu,14_Jatimulya,Drone (rice field),vegetative,vegetative
2,Indramayu,14_Jatimulya,Drone (rice field),vegetative,vegetative
2,Indramayu,14_Jatimulya,Drone (rice field),vegetative,vegetative
2,Indramayu,14_Jatimulya,Drone (rice field),vegetative,vegetative
2,Indramayu,14_Jatimulya,Drone (rice field),vegetative,vegetative
4,Indramayu,12_Jatimulya,Drone (rice field),generative,generative
3,Indramayu,12_Jatimulya,Drone (rice field),vegetative,generative
4,Indramayu,12_Jatimulya,Drone (rice field),generative,generative
3,Indramayu,12_Jatimulya,Drone (rice field),vegetative,generative
4,Indramayu,12_Jatimulya,Drone (rice field),generative,generative
4,Indramayu,12_Jatimulya,Drone (rice field),vegetative,generative
3,Indramayu,12_Jatimulya,Drone (rice field),vegetative,generative
3,Indramayu,12_Jatimulya,Drone (rice field),generative,generative
4,Indramayu,12_Jatimulya,Drone (rice field),generative,generative
4,Indramayu,12_Jatimulya,Drone (rice field),generative,generative
4,Indramayu,12_Jatimulya,Drone (rice field),generative,generative
3,Indramayu,12_Jatimulya,Drone (rice field),generative,generative
4,Indramayu,12_Jatimulya,Drone (rice field),generative,generative
3,Indramayu,12_Jatimulya,Drone (rice field),generative,generative
4,Indramayu,12_Jatimulya,Drone (rice field),generative,generative
3,Indramayu,12_Jatimulya,Drone (rice field),generative,generative
4,Indramayu,12_Jatimulya,Drone (rice field),generative,generative
4,Indramayu,12_Jatimulya,Drone (rice field),generative,generative
3,Indramayu,12_Jatimulya,Drone (rice field),generative,generative
4,Indramayu,12_Jatimulya,Drone (rice field),generative,generative
4,Indramayu,12_Jatimulya,Drone (rice field),generative,generative
4,Indramayu,12_Jatimulya,Drone (rice field),vegetative,generative
4,Indramayu,12_Jatimulya,Drone (rice field),generative,generative
3,Indramayu,12_Jatimulya,Drone (rice field),bare,generative
3,Indramayu,12_Jatimulya,Drone (rice field),bare,generative
3,Indramayu,12_Jatimulya,Drone (rice field),vegetative,generative
4,Indramayu,12_Jatimulya,Drone (rice field),generative,generative
4,Indramayu,12_Jatimulya,Drone (rice field),vegetative,generative
4,Indramayu,12_Jatimulya,Drone (rice field),generative,generative
4,Indramayu,12_Jatimulya,Drone (rice field),generative,generative
3,Indramayu,12_Jatimulya,Drone (rice field),generative,generative
3,Indramayu,12_Jatimulya,Drone (rice field),vegetative,generative
4,Indramayu,12_Jatimulya,Drone (rice field),generative,generative
4,Indramayu,12_Jatimulya,Drone (rice field),generative,generative
3,Indramayu,12_Jatimulya,Drone (rice field),generative,generative
4,Indramayu,12_Jatimulya,Drone (rice field),generative,generative
4,Indramayu,12_Jatimulya,Drone (rice field),generative,generative
4,Indramayu,12_Jatimulya,Drone (rice field),generative,generative
3,Indramayu,12_Jatimulya,Drone (rice field),generative,generative
3,Indramayu,12_Jatimulya,Drone (rice field),vegetative,generative
4,Indramayu,12_Jatimulya,Drone (rice field),generative,generative
4,Indramayu,12_Jatimulya,Drone (rice field),vegetative,generative
4,Indramayu,12_Jatimulya,Drone (rice field),generative,generative
3,Indramayu,12_Jatimulya,Drone (rice field),generative,generative
4,Indramayu,12_Jatimulya,Drone (rice field),generative,generative
4,Indramayu,12_Jatimulya,Drone (rice field),generative,generative
4,Indramayu,12_Jatimulya,Drone (rice field),generative,generative
4,Indramayu,12_Jatimulya,Drone (rice field),generative,generative
4,Indramayu,12_Jatimulya,Drone (rice field),generative,generative
4,Indramayu,12_Jatimulya,Drone (rice field),generative,generative
4,Indramayu,12_Jatimulya,Drone (rice field),generative,generative
4,Indramayu,12_Jatimulya,Drone (rice field),generative,generative
4,Indramayu,12_Jatimulya,Drone (rice field),generative,generative
4,Indramayu,12_Jatimulya,Drone (rice field),generative,generative
4,Indramayu,12_Jatimulya,Drone (rice field),generative,generative
4,Indramayu,12_Jatimulya,Drone (rice field),generative,generative
4,Indramayu,12_Jatimulya,Drone (rice field),generative,generative
4,Indramayu,12_Jatimulya,Drone (rice field),vegetative,generative
4,Indramayu,12_Jatimulya,Drone (rice field),generative,generative
4,Indramayu,12_Jatimulya,Drone (rice field),generative,generative
4,Indramayu,12_Jatimulya,Drone (rice field),vegetative,generative
4,Indramayu,12_Jatimulya,Drone (rice field),generative,generative
4,Indramayu,12_Jatimulya,Drone (rice field),generative,generative
4,Indramayu,12_Jatimulya,Drone (rice field),generative,generative
4,Indramayu,12_Jatimulya,Drone (rice field),vegetative,generative
4,Indramayu,12_Jatimulya,Drone (rice field),generative,vegetative
4,Indramayu,12_Jatimulya,Drone (rice field),generative,generative
4,Indramayu,12_Jatimulya,Drone (rice field),vegetative,generative
4,Indramayu,12_Jatimulya,Drone (rice field),generative,generative
4,Indramayu,12_Jatimulya,Drone (rice field),generative,generative
4,Indramayu,12_Jatimulya,Drone (rice field),generative,generative
4,Indramayu,12_Jatimulya,Drone (rice field),generative,generative
4,Indramayu,12_Jatimulya,Drone (rice field),generative,generative
4,Indramayu,12_Jatimulya,Drone (rice field),generative,generative
4,Indramayu,12_Jatimulya,Drone (rice field),generative,generative
4,Indramayu,12_Jatimulya,Drone (rice field),generative,generative
3,Indramayu,12_Jatimulya,Drone (rice field),generative,generative
4,Indramayu,12_Jatimulya,Drone (rice field),generative,generative
6,Indramayu,16_Sukamandi1,Drone (rice field),vegetative,bare
6,Indramayu,16 Sukamandi1,Drone (rice field),bare,generative
6,Indramayu,16 Sukamandi1,Drone (rice field),bare,generative
6,Indramayu,16_Sukamandi1,Drone (rice field),bare,bare
6,Indramayu,16_Sukamandi1,Drone (rice field),vegetative,vegetative
6,Indramayu,16_Sukamandi1,Drone (rice field),bare,vegetative
6,Indramayu,16_Sukamandi1,Drone (rice field),generative,vegetative
6,Indramayu,16_Sukamandi1,Drone (rice field),vegetative,generative
6,Indramayu,16_Sukamandi1,Drone (rice field),generative,vegetative
6,Indramayu,16_Sukamandi1,Drone (rice field),generative,vegetative
6,Indramayu,16_Sukamandi1,Drone (rice field),bare,bare
6,Indramayu,16_Sukamandi1,Drone (rice field),vegetative,vegetative
6,Indramayu,16_Sukamandi1,Drone (rice field),bare,vegetative
6,Indramayu,16_Sukamandi1,Drone (rice field),bare,generative
6,Indramayu,16_Sukamandi1,Drone (rice field),vegetative,vegetative
6,Indramayu,16_Sukamandi1,Drone (rice field),vegetative,vegetative
6,Indramayu,16_Sukamandi1,Drone (rice field),bare,vegetative
6,Indramayu,16_Sukamandi1,Drone (rice field),bare,bare
6,Indramayu,16_Sukamandi1,Drone (rice field),vegetative,vegetative
6,Indramayu,16_Sukamandi1,Drone (rice field),bare,bare
6,Indramayu,16_Sukamandi1,Drone (rice field),bare,bare
6,Indramayu,16_Sukamandi1,Drone (rice field),bare,bare
6,Indramayu,16_Sukamandi1,Drone (rice field),bare,vegetative
6,Indramayu,16_Sukamandi1,Drone (rice field),bare,bare
6,Indramayu,16_Sukamandi1,Drone (rice field),bare,generative
6,Indramayu,16_Sukamandi1,Drone (rice field),vegetative,generative
6,Indramayu,16_Sukamandi1,Drone (rice field),bare,vegetative
6,Indramayu,16_Sukamandi1,Drone (rice field),generative,generative
6,Indramayu,16_Sukamandi1,Drone (rice field),bare,vegetative
6,Indramayu,16_Sukamandi1,Drone (rice field),generative,generative
6,Indramayu,16_Sukamandi1,Drone (rice field),bare,vegetative
6,Indramayu,16_Sukamandi1,Drone (rice field),generative,generative
6,Indramayu,16_Sukamandi1,Drone (rice field),vegetative,vegetative
6,Indramayu,16_Sukamandi1,Drone (rice field),bare,bare
6,Indramayu,16_Sukamandi1,Drone (rice field),bare,vegetative
6,Indramayu,16_Sukamandi1,Drone (rice field),bare,bare
6,Indramayu,16_Sukamandi1,Drone (rice field),vegetative,vegetative
6,Indramayu,16_Sukamandi1,Drone (rice field),bare,bare
6,Indramayu,16_Sukamandi1,Drone (rice field),bare,generative
6,Indramayu,16_Sukamandi1,Drone (rice field),bare,bare
6,Indramayu,16_Sukamandi1,Drone (rice field),bare,bare
6,Indramayu,16_Sukamandi1,Drone (rice field),generative,generative
6,Indramayu,16_Sukamandi1,Drone (rice field),vegetative,generative
6,Indramayu,16_Sukamandi1,Drone (rice field),bare,bare
6,Indramayu,16_Sukamandi1,Drone (rice field),bare,bare
6,Indramayu,16_Sukamandi1,Drone (rice field),bare,bare
6,Indramayu,16_Sukamandi1,Drone (rice field),bare,bare
6,Indramayu,16_Sukamandi1,Drone (rice field),bare,generative
6,Indramayu,16_Sukamandi1,Drone (rice field),generative,generative
6,Indramayu,16_Sukamandi1,Drone (rice field),bare,bare
6,Indramayu,16_Sukamandi1,Drone (rice field),bare,bare
6,Indramayu,16_Sukamandi1,Drone (rice field),bare,bare
6,Indramayu,16_Sukamandi1,Drone (rice field),generative,generative
6,Indramayu,16_Sukamandi1,Drone (rice field),vegetative,vegetative
6,Indramayu,16_Sukamandi1,Drone (rice field),generative,generative
6,Indramayu,16_Sukamandi1,Drone (rice field),vegetative,generative
6,Indramayu,16_Sukamandi1,Drone (rice field),vegetative,generative
6,Indramayu,16_Sukamandi1,Drone (rice field),generative,vegetative
6,Indramayu,16_Sukamandi1,Drone (rice field),vegetative,vegetative
6,Indramayu,16_Sukamandi1,Drone (rice field),bare,bare
6,Indramayu,16_Sukamandi1,Drone (rice field),vegetative,vegetative
6,Indramayu,16_Sukamandi1,Drone (rice field),bare,bare
6,Indramayu,16_Sukamandi1,Drone (rice field),bare,bare
6,Indramayu,16_Sukamandi1,Drone (rice field),bare,generative
6,Indramayu,16_Sukamandi1,Drone (rice field),vegetative,vegetative
6,Indramayu,16_Sukamandi1,Drone (rice field),generative,generative
6,Indramayu,16_Sukamandi1,Drone (rice field),bare,generative
6,Indramayu,16_Sukamandi1,Drone (rice field),generative,generative
6,Indramayu,16_Sukamandi1,Drone (rice field),bare,bare
6,Indramayu,16_Sukamandi1,Drone (rice field),vegetative,vegetative
6,Indramayu,16_Sukamandi1,Drone (rice field),bare,vegetative
6,Indramayu,16_Sukamandi1,Drone (rice field),generative,generative
6,Indramayu,16_Sukamandi1,Drone (rice field),bare,generative
6,Indramayu,16_Sukamandi1,Drone (rice field),bare,bare
6,Indramayu,16_Sukamandi1,Drone (rice field),bare,bare
6,Indramayu,16_Sukamandi1,Drone (rice field),vegetative,vegetative
6,Indramayu,16_Sukamandi1,Drone (rice field),bare,generative
6,Indramayu,16_Sukamandi1,Drone (rice field),bare,generative
6,Indramayu,16_Sukamandi1,Drone (rice field),bare,bare
6,Indramayu,16_Sukamandi1,Drone (rice field),vegetative,vegetative
6,Indramayu,16_Sukamandi1,Drone (rice field),vegetative,vegetative
6,Indramayu,16_Sukamandi1,Drone (rice field),bare,vegetative
6,Indramayu,16_Sukamandi1,Drone (rice field),bare,bare
6,Indramayu,16_Sukamandi1,Drone (rice field),bare,vegetative
6,Indramayu,16_Sukamandi1,Drone (rice field),vegetative,vegetative
6,Indramayu,16_Sukamandi1,Drone (rice field),bare,vegetative
6,Indramayu,16_Sukamandi1,Drone (rice field),bare,generative
6,Indramayu,16_Sukamandi1,Drone (rice field),bare,bare
6,Indramayu,16_Sukamandi1,Drone (rice field),bare,vegetative
6,Indramayu,16_Sukamandi1,Drone (rice field),bare,bare
5,Indramayu,,Drone (rice field),generative,generative
6,Indramayu,16_Sukamandi1,Drone (rice field),generative,generative
6,Indramayu,16_Sukamandi1,Drone (rice field),generative,generative
6,Indramayu,16_Sukamandi1,Drone (rice field),vegetative,generative
6,Indramayu,16_Sukamandi1,Drone (rice field),bare,bare
6,Indramayu,16_Sukamandi1,Drone (rice field),generative,vegetative
6,Indramayu,16_Sukamandi1,Drone (rice field),bare,generative
4,Indramayu,,Drone (rice field),generative,generative
6,Indramayu,16_Sukamandi1,Drone (rice field),bare,bare
6,Indramayu,16_Sukamandi1,Drone (rice field),vegetative,generative
6,Indramayu,16_Sukamandi1,Drone (rice field),vegetative,vegetative
6,Indramayu,16_Sukamandi1,Drone (rice field),bare,generative
6,Indramayu,16_Sukamandi1,Drone (rice field),generative,bare
6,Indramayu,16_Sukamandi1,Drone (rice field),vegetative,generative
6,Indramayu,16_Sukamandi1,Drone (rice field),vegetative,bare
6,Indramayu,16_Sukamandi1,Drone (rice field),vegetative,vegetative
6,Indramayu,16_Sukamandi1,Drone (rice field),bare,vegetative
6,Indramayu,16_Sukamandi1,Drone (rice field),generative,vegetative
6,Indramayu,16_Sukamandi1,Drone (rice field),bare,bare
6,Indramayu,16_Sukamandi1,Drone (rice field),bare,generative
6,Indramayu,16_Sukamandi1,Drone (rice field),generative,bare
6,Indramayu,16_Sukamandi1,Drone (rice field),bare,bare
6,Indramayu,16_Sukamandi1,Drone (rice field),bare,vegetative
6,Indramayu,16_Sukamandi1,Drone (rice field),vegetative,vegetative
6,Indramayu,16_Sukamandi1,Drone (rice field),bare,bare
6,Indramayu,16_Sukamandi1,Drone (rice field),vegetative,vegetative
6,Indramayu,16_Sukamandi1,Drone (rice field),bare,bare
6,Indramayu,16_Sukamandi1,Drone (rice field),vegetative,vegetative
6,Indramayu,16_Sukamandi1,Drone (rice field),bare,generative
6,Indramayu,16_Sukamandi1,Drone (rice field),generative,bare
6,Indramayu,16_Sukamandi1,Drone (rice field),bare,vegetative
6,Indramayu,16_Sukamandi1,Drone (rice field),vegetative,bare
6,Indramayu,16_Sukamandi1,Drone (rice field),vegetative,vegetative
6,Indramayu,16_Sukamandi1,Drone (rice field),vegetative,generative
6,Indramayu,16_Sukamandi1,Drone (rice field),bare,bare
6,Indramayu,16_Sukamandi1,Drone (rice field),bare,vegetative
6,Indramayu,16_Sukamandi1,Drone (rice field),vegetative,generative
6,Indramayu,16_Sukamandi1,Drone (rice field),bare,generative
6,Indramayu,16_Sukamandi1,Drone (rice field),bare,bare
6,Indramayu,16 Sukamandi1,Drone (rice field),bare,generative
6,Indramayu,16_Sukamandi1,Drone (rice field),bare,bare
6,Indramayu,16_Sukamandi1,Drone (rice field),bare,bare
6,Indramayu,16_Sukamandi1,Drone (rice field),bare,bare
6,Indramayu,16_Sukamandi1,Drone (rice field),vegetative,vegetative
6,Indramayu,16_Sukamandi1,Drone (rice field),bare,vegetative
6,Indramayu,16_Sukamandi1,Drone (rice field),bare,vegetative
