fase,region,lokasi,sumber,pred3_ridge,pred3_lgbm
3,Cirebon,25_Sindangkerta_Indramayu2,Drone (rice field),vegetative,generative
4,Cirebon,25_Sindangkerta_Indramayu2,Drone (rice field),generative,generative
4,Cirebon,29_Lohbener1,Drone (rice field),generative,vegetative
3,Cirebon,25_Sindangkerta_Indramayu2,Drone (rice field),generative,generative
4,Cirebon,29_Lohbener1,Drone (rice field),generative,vegetative
4,Cirebon,25_Sindangkerta_Indramayu2,Drone (rice field),generative,generative
4,Cirebon,28_Lohbener2,Drone (rice field),vegetative,vegetative
4,Cirebon,25_Sindangkerta_Indramayu2,Drone (rice field),generative,generative
3,Cirebon,25_Sindangkerta_Indramayu2,Drone (rice field),generative,vegetative
4,Cirebon,29_Lohbener1,Drone (rice field),generative,vegetative
4,Cirebon,29_Lohbener1,Drone (rice field),bare,vegetative
4,Cirebon,28_Lohbener2,Drone (rice field),vegetative,vegetative
4,Cirebon,28_Lohbener2,Drone (rice field),bare,generative
3,Cirebon,25_Sindangkerta_Indramayu2,Drone (rice field),generative,generative
4,Cirebon,29_Lohbener1,Drone (rice field),generative,vegetative
4,Cirebon,29_Lohbener1,Drone (rice field),generative,vegetative
4,Cirebon,28_Lohbener2,Drone (rice field),generative,vegetative
4,Cirebon,28_Lohbener2,Drone (rice field),vegetative,generative
4,Cirebon,25_Sindangkerta_Indramayu2,Drone (rice field),generative,generative
4,Cirebon,28_Lohbener2,Drone (rice field),vegetative,generative
4,Cirebon,28_Lohbener2,Drone (rice field),vegetative,generative
4,Cirebon,29_Lohbener1,Drone (rice field),generative,generative
3,Cirebon,25_Sindangkerta_Indramayu2,Drone (rice field),generative,generative
4,Cirebon,28_Lohbener2,Drone (rice field),generative,vegetative
4,Cirebon,28_Lohbener2,Drone (rice field),generative,vegetative
4,Cirebon,29_Lohbener1,Drone (rice field),generative,generative
4,Cirebon,25_Sindangkerta_Indramayu2,Drone (rice field),vegetative,vegetative
4,Cirebon,28_Lohbener2,Drone (rice field),generative,vegetative
4,Cirebon,25_Sindangkerta_Indramayu2,Drone (rice field),generative,generative
3,Cirebon,25_Sindangkerta_Indramayu2,Drone (rice field),vegetative,generative
3,Cirebon,25_Sindangkerta_Indramayu2,Drone (rice field),generative,generative
4,Cirebon,25_Sindangkerta_Indramayu2,Drone (rice field),vegetative,generative
4,Cirebon,25_Sindangkerta_Indramayu2,Drone (rice field),generative,generative
4,Cirebon,28_Lohbener2,Drone (rice field),vegetative,vegetative
4,Cirebon,28_Lohbener2,Drone (rice field),vegetative,vegetative
4,Cirebon,25_Sindangkerta_Indramayu2,Drone (rice field),generative,vegetative
4,Cirebon,28_Lohbener2,Drone (rice field),generative,vegetative
3,Cirebon,25_Sindangkerta_Indramayu2,Drone (rice field),generative,generative
3,Cirebon,28_Lohbener2,Drone (rice field),vegetative,vegetative
4,Cirebon,29_Lohbener1,Drone (rice field),generative,vegetative
4,Cirebon,28_Lohbener2,Drone (rice field),generative,vegetative
4,Cirebon,25_Sindangkerta_Indramayu2,Drone (rice field),generative,generative
3,Cirebon,25_Sindangkerta_Indramayu2,Drone (rice field),vegetative,generative
4,Cirebon,25_Sindangkerta_Indramayu2,Drone (rice field),vegetative,vegetative
4,Cirebon,25_Sindangkerta_Indramayu2,Drone (rice field),generative,generative
4,Cirebon,28_Lohbener2,Drone (rice field),vegetative,generative
3,Cirebon,25_Sindangkerta_Indramayu2,Drone (rice field),generative,generative
4,Cirebon,29_Lohbener1,Drone (rice field),generative,vegetative
4,Cirebon,28_Lohbener2,Drone (rice field),generative,vegetative
4,Cirebon,29_Lohbener1,Drone (rice field),vegetative,vegetative
4,Cirebon,25_Sindangkerta_Indramayu2,Drone (rice field),generative,generative
4,Cirebon,28_Lohbener2,Drone (rice field),generative,vegetative
4,Cirebon,25_Sindangkerta_Indramayu2,Drone (rice field),generative,generative
4,Cirebon,28_Lohbener2,Drone (rice field),vegetative,vegetative
4,Cirebon,28_Lohbener2,Drone (rice field),generative,vegetative
4,Cirebon,28_Lohbener2,Drone (rice field),generative,vegetative
4,Cirebon,25_Sindangkerta_Indramayu2,Drone (rice field),generative,generative
4,Cirebon,28_Lohbener2,Drone (rice field),generative,vegetative
2,Pekalongan,Pekuwon,Drone (rice field),vegetative,vegetative
2,Pekalongan,Pekuwon,Drone (rice field),vegetative,vegetative
2,Pekalongan,Pekuwon,Drone (rice field),vegetative,vegetative
2,Pekalongan,Pekuwon,Drone (rice field),generative,vegetative
2,Pekalongan,Pekuwon,Drone (rice field),vegetative,vegetative
2,Pekalongan,Pekuwon,Drone (rice field),vegetative,vegetative
2,Pekalongan,Pekuwon,Drone (rice field),vegetative,vegetative
2,Pekalongan,Pekuwon,Drone (rice field),vegetative,vegetative
2,Pekalongan,Pekuwon,Drone (rice field),vegetative,vegetative
2,Pekalongan,Pekuwon,Drone (rice field),vegetative,vegetative
2,Pekalongan,Pekuwon,Drone (rice field),vegetative,vegetative
2,Pekalongan,Pekuwon,Drone (rice field),vegetative,vegetative
2,Pekalongan,Pekuwon,Drone (rice field),vegetative,vegetative
2,Pekalongan,Pekuwon,Drone (rice field),vegetative,vegetative
2,Pekalongan,Pekuwon,Drone (rice field),vegetative,vegetative
2,Pekalongan,Pekuwon,Drone (rice field),vegetative,vegetative
2,Pekalongan,Pekuwon,Drone (rice field),vegetative,vegetative
2,Pekalongan,Pekuwon,Drone (rice field),vegetative,vegetative
2,Pekalongan,Pekuwon,Drone (rice field),vegetative,vegetative
2,Pekalongan,Pekuwon,Drone (rice field),vegetative,vegetative
2,Pekalongan,Pekuwon,Drone (rice field),vegetative,vegetative
2,Pekalongan,Pekuwon,Drone (rice field),vegetative,vegetative
2,Pekalongan,Pekuwon,Drone (rice field),vegetative,vegetative
2,Pekalongan,Pekuwon,Drone (rice field),vegetative,vegetative
2,Pekalongan,Pekuwon,Drone (rice field),vegetative,vegetative
2,Pekalongan,Pekuwon,Drone (rice field),vegetative,vegetative
2,Pekalongan,Pekuwon,Drone (rice field),vegetative,vegetative
2,Pekalongan,Pekuwon,Drone (rice field),vegetative,vegetative
2,Pekalongan,Pekuwon,Drone (rice field),vegetative,vegetative
2,Pekalongan,Pekuwon,Drone (rice field),vegetative,vegetative
2,Pekalongan,Pekuwon,Drone (rice field),vegetative,vegetative
2,Pekalongan,Pekuwon,Drone (rice field),vegetative,vegetative
2,Pekalongan,Pekuwon,Drone (rice field),vegetative,vegetative
2,Pekalongan,Pekuwon,Drone (rice field),vegetative,vegetative
2,Pekalongan,Pekuwon,Drone (rice field),bare,vegetative
2,Pekalongan,Pekuwon,Drone (rice field),vegetative,vegetative
2,Pekalongan,Pekuwon,Drone (rice field),vegetative,vegetative
2,Pekalongan,Pekuwon,Drone (rice field),vegetative,vegetative
2,Pekalongan,Pekuwon,Drone (rice field),vegetative,vegetative
2,Pekalongan,Pekuwon,Drone (rice field),bare,vegetative
2,Pekalongan,Pekuwon,Drone (rice field),vegetative,vegetative
2,Pekalongan,Pekuwon,Drone (rice field),vegetative,vegetative
2,Pekalongan,Pekuwon,Drone (rice field),vegetative,vegetative
2,Pekalongan,Pekuwon,Drone (rice field),vegetative,vegetative
2,Pekalongan,Pekuwon,Drone (rice field),vegetative,vegetative
2,Pekalongan,Pekuwon,Drone (rice field),vegetative,vegetative
2,Pekalongan,Pekuwon,Drone (rice field),vegetative,vegetative
2,Pekalongan,Pekuwon,Drone (rice field),vegetative,vegetative
2,Pekalongan,Pekuwon,Drone (rice field),vegetative,vegetative
2,Pekalongan,Pekuwon,Drone (rice field),vegetative,vegetative
2,Pekalongan,Pekuwon,Drone (rice field),vegetative,vegetative
2,Pekalongan,Pekuwon,Drone (rice field),vegetative,vegetative
2,Pekalongan,Pekuwon,Drone (rice field),vegetative,vegetative
2,Pekalongan,Pekuwon,Drone (rice field),vegetative,vegetative
2,Pekalongan,Pekuwon,Drone (rice field),vegetative,vegetative
2,Pekalongan,Pekuwon,Drone (rice field),vegetative,vegetative
2,Pekalongan,Pekuwon,Drone (rice field),vegetative,vegetative
2,Pekalongan,Pekuwon,Drone (rice field),vegetative,vegetative
2,Pekalongan,Pekuwon,Drone (rice field),vegetative,vegetative
2,Pekalongan,Pekuwon,Drone (rice field),vegetative,vegetative
2,Pekalongan,Pekuwon,Drone (rice field),vegetative,vegetative
2,Pekalongan,Pekuwon,Drone (rice field),vegetative,vegetative
2,Pekalongan,Pekuwon,Drone (rice field),vegetative,vegetative
2,Pekalongan,Pekuwon,Drone (rice field),vegetative,vegetative
2,Pekalongan,Pekuwon,Drone (rice field),vegetative,vegetative
2,Pekalongan,Pekuwon,Drone (rice field),vegetative,vegetative
2,Pekalongan,Pekuwon,Drone (rice field),vegetative,vegetative
2,Pekalongan,Pekuwon,Drone (rice field),vegetative,vegetative
2,Pekalongan,Pekuwon,Drone (rice field),vegetative,vegetative
2,Pekalongan,Pekuwon,Drone (rice field),vegetative,vegetative
2,Pekalongan,Pekuwon,Drone (rice field),vegetative,vegetative
2,Pekalongan,Pekuwon,Drone (rice field),vegetative,vegetative
2,Pekalongan,Pekuwon,Drone (rice field),vegetative,vegetative
2,Pekalongan,Pekuwon,Drone (rice field),vegetative,vegetative
2,Pekalongan,Pekuwon,Drone (rice field),vegetative,vegetative
2,Pekalongan,Pekuwon,Drone (rice field),vegetative,vegetative
2,Pekalongan,Pekuwon,Drone (rice field),vegetative,vegetative
2,Pekalongan,Pekuwon,Drone (rice field),vegetative,vegetative
2,Pekalongan,Pekuwon,Drone (rice field),vegetative,vegetative
2,Pekalongan,Pekuwon,Drone (rice field),vegetative,vegetative
2,Pekalongan,Pekuwon,Drone (rice field),vegetative,vegetative
2,Pekalongan,Pekuwon,Drone (rice field),vegetative,vegetative
2,Pekalongan,Pekuwon,Drone (rice field),vegetative,vegetative
2,Pekalongan,Pekuwon,Drone (rice field),vegetative,vegetative
2,Pekalongan,Pekuwon,Drone (rice field),vegetative,vegetative
2,Pekalongan,Pekuwon,Drone (rice field),vegetative,vegetative
6,Pekalongan,Bocor,Drone (rice field),generative,vegetative
6,Pekalongan,Bocor,Drone (rice field),vegetative,vegetative
6,Pekalongan,Bocor,Drone (rice field),vegetative,vegetative
6,Pekalongan,Bocor,Drone (rice field),bare,vegetative
6,Pekalongan,Bocor,Drone (rice field),bare,generative
6,Pekalongan,Bocor,Drone (rice field),vegetative,vegetative
6,Pekalongan,Bocor,Drone (rice field),vegetative,bare
6,Pekalongan,Bocor,Drone (rice field),vegetative,vegetative
6,Pekalongan,Bocor,Drone (rice field),vegetative,vegetative
6,Pekalongan,Bocor,Drone (rice field),bare,generative
6,Pekalongan,Bocor,Drone (rice field),bare,generative
6,Pekalongan,Bocor,Drone (rice field),vegetative,vegetative
6,Pekalongan,Bocor,Drone (rice field),bare,vegetative
6,Pekalongan,Bocor,Drone (rice field),bare,vegetative
6,Pekalongan,Bocor,Drone (rice field),bare,bare
6,Pekalongan,Bocor,Drone (rice field),bare,vegetative
6,Pekalongan,Bocor,Drone (rice field),bare,bare
6,Pekalongan,Bocor,Drone (rice field),vegetative,bare
6,Pekalongan,Bocor,Drone (rice field),generative,generative
6,Pekalongan,Bocor,Drone (rice field),vegetative,bare
6,Pekalongan,Bocor,Drone (rice field),vegetative,vegetative
6,Pekalongan,Bocor,Drone (rice field),bare,vegetative
6,Pekalongan,Bocor,Drone (rice field),vegetative,bare
6,Pekalongan,Bocor,Drone (rice field),vegetative,vegetative
6,Pekalongan,Bocor,Drone (rice field),vegetative,bare
6,Pekalongan,Bocor,Drone (rice field),bare,bare
6,Pekalongan,Bocor,Drone (rice field),bare,vegetative
6,Pekalongan,Bocor,Drone (rice field),bare,bare
6,Pekalongan,Bocor,Drone (rice field),bare,bare
6,Pekalongan,Bocor,Drone (rice field),vegetative,bare
6,Pekalongan,Bocor,Drone (rice field),bare,bare
6,Pekalongan,Bocor,Drone (rice field),bare,bare
6,Pekalongan,Bocor,Drone (rice field),bare,generative
6,Pekalongan,Bocor,Drone (rice field),bare,generative
6,Pekalongan,Bocor,Drone (rice field),bare,bare
6,Pekalongan,Bocor,Drone (rice field),vegetative,vegetative
6,Pekalongan,Bocor,Drone (rice field),vegetative,vegetative
6,Pekalongan,Bocor,Drone (rice field),vegetative,bare
6,Pekalongan,Bocor,Drone (rice field),bare,bare
6,Pekalongan,Bocor,Drone (rice field),vegetative,bare
6,Pekalongan,Bocor,Drone (rice field),bare,vegetative
6,Pekalongan,Bocor,Drone (rice field),vegetative,bare
6,Pekalongan,Bocor,Drone (rice field),vegetative,bare
6,Pekalongan,Bocor,Drone (rice field),bare,vegetative
6,Pekalongan,Bocor,Drone (rice field),vegetative,vegetative
6,Pekalongan,Bocor,Drone (rice field),bare,generative
6,Pekalongan,Bocor,Drone (rice field),vegetative,vegetative
6,Pekalongan,Bocor,Drone (rice field),bare,bare
6,Pekalongan,Bocor,Drone (rice field),bare,bare
6,Pekalongan,Bocor,Drone (rice field),vegetative,vegetative
6,Pekalongan,Bocor,Drone (rice field),vegetative,bare
6,Pekalongan,Bocor,Drone (rice field),bare,vegetative
6,Pekalongan,Bocor,Drone (rice field),bare,bare
6,Pekalongan,Bocor,Drone (rice field),generative,bare
6,Pekalongan,Bocor,Drone (rice field),vegetative,bare
6,Pekalongan,Bocor,Drone (rice field),bare,vegetative
6,Pekalongan,Bocor,Drone (rice field),vegetative,vegetative
6,Pekalongan,Bocor,Drone (rice field),generative,generative
6,Pekalongan,Bocor,Drone (rice field),bare,generative
6,Pekalongan,Bocor,Drone (rice field),bare,bare
6,Pekalongan,Bocor,Drone (rice field),vegetative,bare
6,Pekalongan,Bocor,Drone (rice field),vegetative,vegetative
6,Pekalongan,Bocor,Drone (rice field),generative,generative
6,Pekalongan,Bocor,Drone (rice field),bare,bare
6,Pekalongan,Bocor,Drone (rice field),vegetative,vegetative
6,Pekalongan,Bocor,Drone (rice field),bare,bare
6,Pekalongan,Bocor,Drone (rice field),bare,bare
6,Pekalongan,Bocor,Drone (rice field),bare,generative
6,Pekalongan,Bocor,Drone (rice field),bare,vegetative
6,Pekalongan,Bocor,Drone (rice field),bare,bare
6,Pekalongan,Bocor,Drone (rice field),bare,vegetative
6,Pekalongan,Bocor,Drone (rice field),bare,vegetative
6,Pekalongan,Bocor,Drone (rice field),vegetative,bare
6,Pekalongan,Bocor,Drone (rice field),bare,vegetative
6,Pekalongan,Janggawur,Drone (rice field),generative,bare
6,Pekalongan,Janggawur,Drone (rice field),bare,generative
6,Pekalongan,Janggawur,Drone (rice field),bare,generative
6,Pekalongan,Janggawur,Drone (rice field),generative,bare
6,Pekalongan,Janggawur,Drone (rice field),bare,bare
6,Pekalongan,Janggawur,Drone (rice field),bare,bare
6,Pekalongan,Janggawur,Drone (rice field),bare,bare
6,Pekalongan,Janggawur,Drone (rice field),bare,bare
6,Pekalongan,Janggawur,Drone (rice field),generative,generative
6,Pekalongan,Janggawur,Drone (rice field),bare,generative
6,Pekalongan,Janggawur,Drone (rice field),generative,generative
6,Pekalongan,Janggawur,Drone (rice field),bare,bare
6,Pekalongan,Janggawur,Drone (rice field),generative,bare
6,Pekalongan,Janggawur,Drone (rice field),generative,bare
6,Pekalongan,Janggawur,Drone (rice field),generative,generative
6,Pekalongan,Janggawur,Drone (rice field),bare,bare
6,Pekalongan,Janggawur,Drone (rice field),bare,bare
6,Pekalongan,Janggawur,Drone (rice field),bare,bare
6,Pekalongan,Janggawur,Drone (rice field),bare,bare
6,Pekalongan,Janggawur,Drone (rice field),bare,bare
6,Pekalongan,Janggawur,Drone (rice field),generative,bare
6,Pekalongan,Janggawur,Drone (rice field),bare,bare
6,Pekalongan,Janggawur,Drone (rice field),generative,bare
6,Pekalongan,Janggawur,Drone (rice field),generative,bare
6,Pekalongan,Janggawur,Drone (rice field),bare,bare
6,Pekalongan,Janggawur,Drone (rice field),bare,generative
6,Pekalongan,Janggawur,Drone (rice field),bare,bare
6,Pekalongan,Janggawur,Drone (rice field),bare,bare
6,Pekalongan,Janggawur,Drone (rice field),bare,bare
6,Pekalongan,Janggawur,Drone (rice field),bare,bare
6,Pekalongan,Janggawur,Drone (rice field),bare,bare
6,Pekalongan,Janggawur,Drone (rice field),bare,bare
6,Pekalongan,Janggawur,Drone (rice field),bare,bare
6,Pekalongan,Janggawur,Drone (rice field),bare,bare
6,Pekalongan,Janggawur,Drone (rice field),bare,bare
6,Pekalongan,Janggawur,Drone (rice field),bare,bare
6,Pekalongan,Janggawur,Drone (rice field),bare,bare
6,Pekalongan,Janggawur,Drone (rice field),bare,bare
6,Pekalongan,Janggawur,Drone (rice field),bare,bare
6,Pekalongan,Janggawur,Drone (rice field),bare,bare
6,Pekalongan,Janggawur,Drone (rice field),generative,generative
6,Pekalongan,Janggawur,Drone (rice field),generative,bare
6,Pekalongan,Janggawur,Drone (rice field),bare,bare
6,Pekalongan,Janggawur,Drone (rice field),generative,bare
6,Pekalongan,Janggawur,Drone (rice field),bare,bare
6,Pekalongan,Janggawur,Drone (rice field),bare,bare
6,Pekalongan,Janggawur,Drone (rice field),generative,bare
6,Pekalongan,Janggawur,Drone (rice field),bare,bare
6,Pekalongan,Janggawur,Drone (rice field),generative,generative
6,Pekalongan,Janggawur,Drone (rice field),generative,generative
6,Pekalongan,Janggawur,Drone (rice field),bare,bare
6,Pekalongan,Janggawur,Drone (rice field),generative,bare
6,Pekalongan,Janggawur,Drone (rice field),bare,bare
6,Pekalongan,Janggawur,Drone (rice field),generative,bare
6,Pekalongan,Janggawur,Drone (rice field),bare,bare
6,Pekalongan,Janggawur,Drone (rice field),bare,generative
6,Pekalongan,Janggawur,Drone (rice field),bare,bare
6,Pekalongan,Janggawur,Drone (rice field),bare,bare
6,Pekalongan,Janggawur,Drone (rice field),bare,bare
6,Pekalongan,Janggawur,Drone (rice field),generative,bare
6,Pekalongan,Janggawur,Drone (rice field),generative,bare
6,Pekalongan,Janggawur,Drone (rice field),generative,bare
6,Pekalongan,Janggawur,Drone (rice field),bare,bare
6,Pekalongan,Janggawur,Drone (rice field),generative,bare
6,Pekalongan,Janggawur,Drone (rice field),generative,bare
6,Pekalongan,Janggawur,Drone (rice field),bare,bare
6,Pekalongan,Janggawur,Drone (rice field),bare,bare
6,Pekalongan,Janggawur,Drone (rice field),bare,bare
6,Pekalongan,Janggawur,Drone (rice field),generative,bare
6,Pekalongan,Janggawur,Drone (rice field),bare,bare
6,Pekalongan,Janggawur,Drone (rice field),bare,bare
6,Pekalongan,Janggawur,Drone (rice field),bare,bare
6,Pekalongan,Janggawur,Drone (rice field),bare,bare
6,Pekalongan,Janggawur,Drone (rice field),bare,bare
6,Pekalongan,Janggawur,Drone (rice field),bare,bare
6,Pekalongan,Janggawur,Drone (rice field),bare,bare
6,Pekalongan,Janggawur,Drone (rice field),generative,bare
6,Pekalongan,Janggawur,Drone (rice field),bare,bare
6,Pekalongan,Janggawur,Drone (rice field),bare,bare
6,Pekalongan,Janggawur,Drone (rice field),bare,bare
6,Pekalongan,Janggawur,Drone (rice field),generative,bare
6,Pekalongan,Janggawur,Drone (rice field),generative,bare
6,Pekalongan,Janggawur,Drone (rice field),bare,bare
6,Pekalongan,Janggawur,Drone (rice field),bare,bare
6,Pekalongan,Janggawur,Drone (rice field),bare,bare
6,Pekalongan,Janggawur,Drone (rice field),bare,bare
6,Pekalongan,Janggawur,Drone (rice field),generative,bare
6,Pekalongan,Janggawur,Drone (rice field),generative,generative
6,Pekalongan,Janggawur,Drone (rice field),bare,bare
6,Pekalongan,Janggawur,Drone (rice field),bare,bare
6,Pekalongan,Janggawur,Drone (rice field),bare,bare
6,Pekalongan,Janggawur,Drone (rice field),bare,bare
6,Pekalongan,Janggawur,Drone (rice field),bare,bare
6,Pekalongan,Janggawur,Drone (rice field),bare,bare
6,Pekalongan,Janggawur,Drone (rice field),bare,bare
6,Pekalongan,Janggawur,Drone (rice field),bare,bare
6,Pekalongan,Janggawur,Drone (rice field),bare,bare
6,Pekalongan,Janggawur,Drone (rice field),bare,bare
6,Pekalongan,Janggawur,Drone (rice field),generative,bare
6,Pekalongan,Janggawur,Drone (rice field),generative,bare
6,Pekalongan,Janggawur,Drone (rice field),generative,bare
6,Pekalongan,Janggawur,Drone (rice field),generative,bare
6,Pekalongan,Janggawur,Drone (rice field),bare,bare
6,Pekalongan,Janggawur,Drone (rice field),generative,generative
6,Pekalongan,Janggawur,Drone (rice field),generative,generative
6,Pekalongan,Janggawur,Drone (rice field),bare,bare
6,Pekalongan,Janggawur,Drone (rice field),bare,bare
6,Pekalongan,Janggawur,Drone (rice field),bare,bare
6,Pekalongan,Janggawur,Drone (rice field),bare,bare
6,Pekalongan,Janggawur,Drone (rice field),generative,generative
6,Pekalongan,Janggawur,Drone (rice field),bare,bare
6,Pekalongan,Janggawur,Drone (rice field),bare,bare
6,Pekalongan,Janggawur,Drone (rice field),bare,bare
6,Pekalongan,Janggawur,Drone (rice field),bare,bare
6,Pekalongan,Janggawur,Drone (rice field),generative,bare
6,Pekalongan,Janggawur,Drone (rice field),bare,bare
6,Pekalongan,Janggawur,Drone (rice field),bare,bare
6,Pekalongan,Janggawur,Drone (rice field),bare,bare
6,Pekalongan,Janggawur,Drone (rice field),bare,bare
6,Pekalongan,Janggawur,Drone (rice field),generative,vegetative
6,Pekalongan,Janggawur,Drone (rice field),bare,bare
6,Pekalongan,Janggawur,Drone (rice field),generative,bare
2,Pekalongan,,Drone (rice field),vegetative,vegetative
2,Pekalongan,Kembangsawit,Drone (rice field),vegetative,vegetative
2,Pekalongan,Kembangsawit,Drone (rice field),vegetative,vegetative
2,Pekalongan,Kembangsawit,Drone (rice field),vegetative,vegetative
2,Pekalongan,Kembangsawit,Drone (rice field),vegetative,vegetative
2,Pekalongan,Kembangsawit,Drone (rice field),vegetative,vegetative
2,Pekalongan,Kembangsawit,Drone (rice field),vegetative,vegetative
2,Pekalongan,Kembangsawit,Drone (rice field),vegetative,vegetative
2,Pekalongan,Kembangsawit,Drone (rice field),vegetative,vegetative
2,Pekalongan,Kembangsawit,Drone (rice field),vegetative,vegetative
2,Pekalongan,Kembangsawit,Drone (rice field),vegetative,vegetative
2,Pekalongan,Kembangsawit,Drone (rice field),vegetative,vegetative
6,Pekalongan,Janggawur,Drone (rice field),bare,bare
2,Pekalongan,04_Pekalongan04_Bojonglor02,Drone (50x50),vegetative,vegetative
2,Pekalongan,03_Pekalongan03_Bojonglor01,Drone (50x50),vegetative,vegetative
2,Pekalongan,04_Pekalongan04_Bojonglor02,Drone (50x50),vegetative,vegetative
2,Pekalongan,04_Pekalongan04_Bojonglor02,Field Survey,vegetative,vegetative
2,Pekalongan,04_Pekalongan04_Bojonglor02,Drone (50x50),vegetative,vegetative
2,Pekalongan,04_Pekalongan04_Bojonglor02,Drone (50x50),vegetative,vegetative
2,Pekalongan,03_Pekalongan03_Bojonglor01,Drone (50x50),vegetative,vegetative
2,Pekalongan,03_Pekalongan03_Bojonglor01,Drone (50x50),vegetative,vegetative
2,Pekalongan,04_Pekalongan04_Bojonglor02,Drone (50x50),vegetative,vegetative
2,Pekalongan,04_Pekalongan04_Bojonglor02,Drone (50x50),vegetative,vegetative
2,Pekalongan,04_Pekalongan04_Bojonglor02,Drone (50x50),vegetative,vegetative
2,Pekalongan,04_Pekalongan04_Bojonglor,Field Survey,vegetative,vegetative
2,Pekalongan,04_Pekalongan04_Bojonglor02,Field Survey,vegetative,vegetative
2,Pekalongan,03_Pekalongan03_Bojonglor01,Drone (50x50),vegetative,vegetative
2,Pekalongan,03_Pekalongan03_Bojonglor01,Drone (50x50),vegetative,vegetative
2,Pekalongan,03_Pekalongan03_Bojonglor01,Drone (50x50),vegetative,vegetative
2,Pekalongan,03_Pekalongan03_Bojonglor01,Drone (50x50),vegetative,vegetative
2,Pekalongan,04_Pekalongan04_Bojonglor02,Drone (50x50),vegetative,vegetative
2,Pekalongan,03_Pekalongan03_Bojonglor01,Drone (50x50),vegetative,vegetative
2,Pekalongan,04_Pekalongan04_Bojonglor02,Drone (50x50),vegetative,vegetative
2,Pekalongan,03_Pekalongan03_Bojonglor01,Field Survey,vegetative,vegetative
2,Pekalongan,03_Pekalongan03_Bojonglor01,Drone (50x50),vegetative,vegetative
2,Pekalongan,04_Pekalongan04_Bojonglor02,Drone (50x50),vegetative,vegetative
2,Pekalongan,04_Pekalongan04_Bojonglor02,Drone (50x50),bare,vegetative
2,Pekalongan,03_Pekalongan03_Bojonglor01,Drone (50x50),vegetative,vegetative
2,Pekalongan,04_Pekalongan04_Bojonglor02,Drone (50x50),vegetative,vegetative
2,Pekalongan,04_Pekalongan04_Bojonglor02,Drone (50x50),vegetative,vegetative
2,Pekalongan,03_Pekalongan03_Bojonglor01,Drone (50x50),vegetative,vegetative
2,Pekalongan,04_Pekalongan04_Bojonglor02,Drone (50x50),vegetative,vegetative
2,Pekalongan,04_Pekalongan04_Bojonglor02,Field Survey,vegetative,vegetative
2,Pekalongan,04_Pekalongan04_Bojonglor02,Drone (50x50),vegetative,vegetative
2,Pekalongan,04_Pekalongan04_Bojonglor02,Drone (50x50),vegetative,vegetative
2,Pekalongan,03_Pekalongan03_Bojonglor01,Drone (50x50),vegetative,vegetative
2,Pekalongan,03_Pekalongan03_Bojonglor01,Drone (50x50),vegetative,vegetative
2,Pekalongan,03_Pekalongan03_Bojonglor01,Drone (50x50),vegetative,vegetative
2,Pekalongan,03_Pekalongan03_Bojonglor01,Drone (50x50),vegetative,vegetative
2,Pekalongan,04_Pekalongan04_Bojonglor02,Drone (50x50),vegetative,vegetative
2,Pekalongan,03_Pekalongan03_Bojonglor01,Drone (50x50),vegetative,vegetative
2,Pekalongan,04_Pekalongan04_Bojonglor02,Drone (50x50),bare,generative
2,Pekalongan,03_Pekalongan03_Bojonglor01,Drone (50x50),vegetative,vegetative
2,Pekalongan,04_Pekalongan04_Bojonglor02,Drone (50x50),vegetative,vegetative
2,Pekalongan,03_Pekalongan03_Bojonglor01,Field Survey,vegetative,vegetative
2,Pekalongan,03_Pekalongan03_Bojonglor01,Drone (50x50),vegetative,vegetative
2,Pekalongan,04_Pekalongan04_Bojonglor02,Drone (50x50),vegetative,vegetative
2,Pekalongan,04_Pekalongan04_Bojonglor02,Drone (50x50),bare,vegetative
2,Pekalongan,04_Pekalongan04_Bojonglor02,Drone (50x50),vegetative,vegetative
2,Pekalongan,04_Pekalongan04_Bojonglor02,Drone (50x50),vegetative,vegetative
2,Pekalongan,03_Pekalongan03_Bojonglor01,Drone (50x50),vegetative,vegetative
2,Pekalongan,04_Pekalongan04_Bojonglor02,Drone (50x50),vegetative,vegetative
2,Pekalongan,03_Pekalongan03_Bojonglor01,Drone (50x50),vegetative,vegetative
2,Pekalongan,04_Pekalongan04_Bojonglor02,Drone (50x50),bare,vegetative
2,Pekalongan,04_Pekalongan04_Bojonglor02,Drone (50x50),vegetative,vegetative
2,Pekalongan,04_Pekalongan04_Bojonglor02,Field Survey,vegetative,vegetative
2,Pekalongan,04_Pekalongan04_Bojonglor02,Drone (50x50),vegetative,vegetative
2,Pekalongan,04_Pekalongan04_Bojonglor02,Drone (50x50),bare,vegetative
2,Pekalongan,04_Pekalongan04_Bojonglor02,Drone (50x50),vegetative,vegetative
2,Pekalongan,03_Pekalongan03_Bojonglor01,Drone (50x50),vegetative,vegetative
2,Pekalongan,04_Pekalongan04_Bojonglor02,Drone (50x50),vegetative,vegetative
2,Pekalongan,03_Pekalongan03_Bojonglor01,Field Survey,vegetative,vegetative
2,Pekalongan,03_Pekalongan03_Bojonglor01,Drone (50x50),vegetative,vegetative
2,Pekalongan,04_Pekalongan04_Bojonglor02,Drone (50x50),bare,vegetative
2,Pekalongan,03_Pekalongan03_Bojonglor01,Drone (50x50),vegetative,vegetative
