ndvi_d,slope_d,vh_d,n_seasons,days_to_POS,days_from_SOS,rel_pos,in_season,amplitude,peak_ndvi,los,lokasi,region,fase,sumber
0.2633891622273998,0.0049872545449713,-19.427499771118164,3,45.0,45.0,3.75,0,0.147,0.241,12.0,2_Rengasdengklok01,Karawang,2,Drone (50x50)
0.10083582123601718,0.004997258660628418,-23.057499885559082,2,57.0,57.0,2.375,0,0.266,0.341,24.0,2_Rengasdengklok01,Karawang,2,Drone (50x50)
0.25076992296906764,0.005940208170305276,-18.499999523162842,2,57.0,69.0,1.9166666666666667,0,0.27,0.334,36.0,2_Rengasdengklok01,Karawang,2,Drone (50x50)
0.15636317569863034,0.004652919693285227,-21.359999179840088,3,45.0,45.0,3.75,0,0.247,0.311,12.0,2_Rengasdengklok01,Karawang,2,Field Survey
0.21002426102811314,0.007812674186111306,-21.099998950958252,2,45.0,45.0,3.75,0,0.128,0.207,12.0,2_Rengasdengklok01,Karawang,2,Field Survey
0.21002424739566555,0.0078051532034793675,-21.099998950958252,2,45.0,45.0,3.75,0,0.122,0.207,12.0,2_Rengasdengklok01,Karawang,2,Drone (50x50)
0.2633891063639348,0.004995343666005177,-19.427499771118164,3,45.0,45.0,3.75,0,0.118,0.241,12.0,2_Rengasdengklok01,Karawang,2,Drone (50x50)
0.42781751789452227,-0.013077341455659308,-15.622499942779541,6,9.0,33.0,0.9166666666666666,1,0.753,0.839,36.0,2_Rengasdengklok01,Karawang,2,Field Survey
0.4278175029254948,-0.01321520507619627,-15.622499942779541,6,9.0,33.0,0.9166666666666666,1,0.739,0.839,36.0,2_Rengasdengklok01,Karawang,2,Drone (50x50)
0.1431507276605441,0.00510226708435958,-21.3100004196167,2,57.0,69.0,1.9166666666666667,0,0.315,0.42,36.0,2_Rengasdengklok01,Karawang,2,Drone (50x50)
0.39224951087614524,-0.00944433360465753,-16.682499408721924,5,9.0,33.0,0.9166666666666666,1,0.571,0.665,36.0,2_Rengasdengklok01,Karawang,2,Drone (50x50)
0.39997892811166175,-0.0028011201103489126,-22.35749912261963,2,9.0,21.0,0.875,1,0.101,0.476,24.0,4_Rengasdengklok03,Karawang,2,Drone (50x50)
0.3931222553995809,-0.007909511573863529,-17.78999948501587,4,9.0,33.0,0.9166666666666666,1,0.514,0.601,36.0,2_Rengasdengklok01,Karawang,2,Drone (50x50)
0.13095642447106165,0.004528983071094332,-22.28000020980835,2,57.0,57.0,2.375,0,0.315,0.372,24.0,2_Rengasdengklok01,Karawang,2,Drone (50x50)
0.2763749645511253,0.008628602184246213,-22.152499198913574,3,45.0,45.0,3.75,0,0.142,0.218,12.0,3_Rengasdengklok02,Karawang,2,Drone (50x50)
0.4278175145339817,-0.013223385039303336,-15.622499942779541,6,9.0,33.0,0.9166666666666666,1,0.738,0.839,36.0,2_Rengasdengklok01,Karawang,2,Drone (50x50)
0.10986772716985277,0.0034551507370765007,-23.207499504089355,2,57.0,69.0,1.9166666666666667,0,0.352,0.426,36.0,2_Rengasdengklok01,Karawang,2,Drone (50x50)
0.13668428183923712,0.002314249310248446,-20.977499961853027,3,57.0,69.0,1.9166666666666667,0,0.299,0.4,36.0,2_Rengasdengklok01,Karawang,2,Drone (50x50)
0.16320264928410771,0.001549567460611163,-20.76249885559082,3,45.0,45.0,3.75,0,0.205,0.308,12.0,2_Rengasdengklok01,Karawang,2,Drone (50x50)
0.15772843394098973,0.0023479313833945034,-23.184999465942383,2,45.0,45.0,1.25,0,0.161,0.299,36.0,4_Rengasdengklok03,Karawang,1,Drone (50x50)
0.259205246353086,0.0026834927761719926,-21.969999313354492,2,45.0,45.0,3.75,0,0.24,0.346,12.0,2_Rengasdengklok01,Karawang,2,Drone (50x50)
0.20261432004804564,0.005442190944093129,-21.524999141693115,2,57.0,57.0,2.375,0,0.244,0.309,24.0,2_Rengasdengklok01,Karawang,2,Drone (50x50)
0.34127387795070785,0.011297803425645696,-20.47249984741211,3,45.0,57.0,2.375,0,0.167,0.237,24.0,3_Rengasdengklok02,Karawang,2,Drone (50x50)
0.09277241902715769,-0.0013861723598388755,-21.6924991607666,4,9.0,21.0,0.875,1,0.223,0.23,24.0,4_Rengasdengklok03,Karawang,2,Drone (50x50)
0.13835217339879707,0.001187759445262046,-22.66249942779541,3,57.0,57.0,2.375,0,0.234,0.333,24.0,2_Rengasdengklok01,Karawang,2,Drone (50x50)
0.2507698526958921,0.0058987494715910666,-18.499999523162842,2,57.0,69.0,1.9166666666666667,0,0.254,0.334,36.0,2_Rengasdengklok01,Karawang,2,Field Survey
0.2882437703317771,0.00927156467821052,-22.152499198913574,3,45.0,45.0,3.75,0,0.143,0.218,12.0,3_Rengasdengklok02,Karawang,2,Field Survey
0.3105549167805818,0.001058098246740855,-19.437499523162842,2,45.0,57.0,2.375,0,0.109,0.309,24.0,2_Rengasdengklok01,Karawang,2,Field Survey
0.13924016145054202,-0.007905585701067365,-22.60499906539917,4,9.0,21.0,0.5833333333333334,1,0.254,0.317,36.0,4 Rengasdengklok3,Karawang,1,Field Survey
0.2559758804950468,0.0007382322334705907,-20.524999618530273,2,-99.0,33.0,0.171875,1,0.154,0.335,192.0,3_Rengasdengklok02,Karawang,2,Drone (50x50)
0.14967382967959766,0.0016117305714876834,-22.829999446868896,2,45.0,45.0,3.75,0,0.151,0.26,12.0,4_Rengasdengklok03,Karawang,2,Field Survey
0.3345102436545358,0.007646901856132672,-21.6899995803833,3,45.0,45.0,3.75,0,0.133,0.236,12.0,3_Rengasdengklok02,Karawang,2,Field Survey
0.3213865437993046,0.0029614809927663507,-21.15999984741211,2,45.0,45.0,3.75,0,0.115,0.281,12.0,3_Rengasdengklok02,Karawang,2,Drone (50x50)
0.3931223261273055,-0.00785721455560251,-17.78999948501587,4,9.0,33.0,0.9166666666666666,1,0.517,0.601,36.0,2_Rengasdengklok01,Karawang,2,Drone (50x50)
0.2507699548444704,0.005953673680907302,-18.499999523162842,2,57.0,69.0,1.9166666666666667,0,0.276,0.334,36.0,2_Rengasdengklok01,Karawang,2,Drone (50x50)
0.25726517423195694,0.0005618678049238134,-20.730000019073486,3,57.0,57.0,1.5833333333333333,0,0.132,0.318,36.0,3_Rengasdengklok02,Karawang,2,Drone (50x50)
0.3372785768537862,0.011074064093463573,-20.47249984741211,3,45.0,57.0,2.375,0,0.167,0.237,24.0,3_Rengasdengklok02,Karawang,2,Field Survey
0.14278204436063358,0.0012222841088990674,-22.66249942779541,3,57.0,57.0,2.375,0,0.23,0.333,24.0,2_Rengasdengklok01,Karawang,2,Field Survey
0.14368783395135196,0.0012293467104960015,-22.66249942779541,3,57.0,57.0,2.375,0,0.229,0.333,24.0,2_Rengasdengklok01,Karawang,2,Drone (50x50)
0.3238935062542666,0.003123929843256379,-21.15999984741211,2,45.0,45.0,3.75,0,0.121,0.281,12.0,3_Rengasdengklok02,Karawang,2,Drone (50x50)
0.31895810478961484,0.010047946664255774,-20.47249984741211,3,45.0,57.0,2.375,0,0.167,0.237,24.0,3_Rengasdengklok02,Karawang,2,Drone (50x50)
0.26658894712426473,0.006360154870916366,-20.904998779296875,3,45.0,57.0,2.375,0,0.161,0.257,24.0,3_Rengasdengklok02,Karawang,2,Drone (50x50)
0.26338918411359646,0.004994142775103624,-19.427499771118164,3,45.0,45.0,3.75,0,0.122,0.241,12.0,2_Rengasdengklok01,Karawang,2,Drone (50x50)
0.32195842637504957,0.004832610426886696,-20.13749933242798,4,-39.0,21.0,0.21875,1,0.273,0.447,96.0,3_Rengasdengklok02,Karawang,2,Drone (50x50)
0.1451248829686661,0.0007783518733120882,-20.903332392374676,4,58.0,70.0,1.1666666666666667,0,0.243,0.373,60.0,,Karawang,2,Drone (50x50)
0.2284113014987414,-0.000894840312720834,-20.074999809265137,0,,,,0,,,,3_Rengasdengklok02,Karawang,2,Field Survey
0.33546815688784126,0.010972678162869462,-20.47249984741211,3,45.0,57.0,2.375,0,0.167,0.237,24.0,3_Rengasdengklok02,Karawang,2,Drone (50x50)
0.35267058482199,0.008494719009629365,-21.6899995803833,3,45.0,45.0,3.75,0,0.138,0.236,12.0,3_Rengasdengklok02,Karawang,2,Drone (50x50)
0.13957387268779578,0.0023814827515264646,-20.977499961853027,3,57.0,69.0,1.9166666666666667,0,0.296,0.4,36.0,2_Rengasdengklok01,Karawang,2,Drone (50x50)
0.2621921058140281,0.007712424590089098,-21.824999809265137,3,45.0,57.0,1.5833333333333333,0,0.158,0.246,36.0,3_Rengasdengklok02,Karawang,2,Drone (50x50)
0.33058818771344545,0.011550042647525524,-18.207499504089355,4,45.0,57.0,2.375,0,0.157,0.224,24.0,3_Rengasdengklok02,Karawang,2,Drone (50x50)
0.4278175670662237,-0.013733890786159384,-15.622499942779541,6,9.0,33.0,0.9166666666666666,1,0.683,0.839,36.0,2_Rengasdengklok01,Karawang,2,Drone (50x50)
0.2520205014426135,0.0006433090556205341,-20.524999618530273,2,-99.0,33.0,0.18333333333333332,1,0.152,0.33,180.0,3_Rengasdengklok02,Karawang,2,Field Survey
0.256948316331302,0.0005422605068162398,-20.730000019073486,3,57.0,57.0,1.5833333333333333,0,0.132,0.318,36.0,3_Rengasdengklok02,Karawang,2,Field Survey
0.3215002300564524,0.004808931358286796,-20.13749933242798,4,-39.0,21.0,0.21875,1,0.272,0.446,96.0,3_Rengasdengklok02,Karawang,2,Drone (50x50)
0.3208991328855643,0.006678840370575111,-20.230000019073486,4,-39.0,33.0,0.3055555555555556,1,0.313,0.467,108.0,3_Rengasdengklok02,Karawang,2,Drone (50x50)
0.09572750510316647,0.0011556011150293994,-22.47499942779541,2,45.0,45.0,0.9375,1,0.18,0.262,48.0,4_Rengasdengklok03,Karawang,2,Field Survey
0.16453062394777435,-0.0004941915970635482,-21.07249927520752,1,69.0,69.0,1.9166666666666667,0,0.123,0.212,36.0,3_Rengasdengklok02,Karawang,2,Drone (50x50)
0.3546239701043081,0.00885665229202442,-20.230000019073486,4,45.0,57.0,2.375,0,0.109,0.256,24.0,3_Rengasdengklok02,Karawang,2,Field Survey
0.32603547503257885,0.003262728576882338,-21.15999984741211,2,45.0,45.0,3.75,0,0.126,0.281,12.0,3_Rengasdengklok02,Karawang,2,Drone (50x50)
0.27145596309919745,0.006629490829630636,-20.904998779296875,3,45.0,57.0,2.375,0,0.16,0.257,24.0,3_Rengasdengklok02,Karawang,2,Field Survey
0.3257086846770611,0.0032415502553503083,-21.15999984741211,2,45.0,45.0,3.75,0,0.125,0.281,12.0,3_Rengasdengklok02,Karawang,2,Field Survey
0.09733384172773472,0.00036943626895646317,-22.68499994277954,4,9.0,21.0,0.875,1,0.182,0.183,24.0,4_Rengasdengklok03,Karawang,2,Drone (50x50)
0.3423381648122275,0.0014205736640070775,-17.496666590372723,1,46.0,70.0,1.9444444444444444,0,0.157,0.316,36.0,,Karawang,3,Drone (50x50)
0.34670445638252545,0.001527070745212358,-17.59416667620341,1,49.0,73.0,2.0277777777777777,0,0.161,0.316,36.0,,Karawang,3,Drone (rice field)
0.22574912260503968,0.0039587808221620046,-18.957499504089355,3,45.0,57.0,2.375,0,0.18,0.268,24.0,3_Rengasdengklok02,Karawang,2,Drone (50x50)
0.4337287936411132,0.003896601415944223,-15.183333079020182,3,50.0,62.0,2.5833333333333335,0,0.264,0.203,24.0,4_Kutajaya,Karawang,3,Drone (50x50)
0.33958957909580995,0.003186460724454089,-16.514999230702717,2,-70.0,62.0,0.34444444444444444,1,0.148,0.321,180.0,4_Kutajaya,Karawang,3,Drone (50x50)
0.35490849278244835,0.003479518633434107,-16.12833261489868,2,86.0,86.0,7.166666666666667,0,0.24,0.285,12.0,4_Kutajaya,Karawang,3,Drone (50x50)
0.42895528875620703,0.005767098226177045,-15.378333250681559,5,-22.0,38.0,0.3958333333333333,1,0.424,0.48,96.0,4_Kutajaya,Karawang,2,Drone (50x50)
0.17102636996681378,0.012724725344933836,-17.686666170756023,3,50.0,62.0,2.5833333333333335,0,0.224,0.221,24.0,4_Kutajaya,Karawang,2,Drone (50x50)
0.1525517587449607,0.014165434718916665,-17.686666170756023,3,50.0,62.0,2.5833333333333335,0,0.248,0.221,24.0,4_Kutajaya,Karawang,2,Drone (50x50)
0.4765871685455119,0.001063061682334052,-16.671666781107586,3,-22.0,74.0,0.5606060606060606,1,0.437,0.517,132.0,4_Kutajaya,Karawang,3,Field Survey
0.43749765240853017,0.005608587824318165,-15.378333250681559,5,-22.0,38.0,0.3958333333333333,1,0.435,0.493,96.0,4_Kutajaya,Karawang,3,Drone (50x50)
0.4359870365609012,0.005636605363964653,-15.378333250681559,5,-22.0,38.0,0.3958333333333333,1,0.433,0.491,96.0,4_Kutajaya,Karawang,3,Drone (50x50)
0.23591456770781602,0.014410883200351216,-17.50333325068156,2,-94.0,62.0,0.28703703703703703,1,0.234,0.289,216.0,4_Kutajaya,Karawang,2,Drone (50x50)
0.34045729330880126,0.0032276052456159665,-16.514999230702717,2,-70.0,62.0,0.34444444444444444,1,0.15,0.321,180.0,4_Kutajaya,Karawang,3,Drone (50x50)
0.17859292397265655,0.002786771589926773,-16.083332379659016,2,-58.0,26.0,0.21666666666666667,1,0.165,0.282,120.0,4_Kutajaya,Karawang,3,Drone (50x50)
0.4008309039016881,0.0026140472546261986,-15.53333314259847,2,-82.0,62.0,0.30392156862745096,1,0.194,0.198,204.0,4_Kutajaya,Karawang,3,Drone (50x50)
0.3158564132232341,0.0018043499932201186,-17.608332951863606,2,-94.0,74.0,0.3854166666666667,1,0.234,0.311,192.0,4_Kutajaya,Karawang,3,Drone (50x50)
0.4241534341639063,0.0039971526535865914,-15.183333079020182,3,50.0,62.0,2.5833333333333335,0,0.264,0.203,24.0,4_Kutajaya,Karawang,3,Drone (50x50)
0.29306452319742415,0.004078640209424559,-17.456666628519695,2,-82.0,38.0,0.24358974358974358,1,0.275,0.261,156.0,4_Kutajaya,Karawang,2,Drone (50x50)
0.5067628841624209,0.002260848262007178,-16.874999205271404,3,-22.0,74.0,0.6166666666666667,1,0.371,0.504,120.0,4_Kutajaya,Karawang,3,Field Survey
0.3419771728709477,0.00290256024480307,-17.13833252588908,2,86.0,86.0,7.166666666666667,0,0.174,0.251,12.0,4_Kutajaya,Karawang,3,Drone (50x50)
0.29037416781731884,0.003421690944888469,-16.993332227071125,3,-58.0,38.0,0.31666666666666665,1,0.251,0.368,120.0,4_Kutajaya,Karawang,2,Drone (50x50)
0.4183512427445755,0.004058078440863279,-15.183333079020182,3,50.0,62.0,2.5833333333333335,0,0.264,0.203,24.0,4_Kutajaya,Karawang,3,Drone (50x50)
0.4034717458680299,0.0025593680693827142,-15.53333314259847,2,-82.0,62.0,0.30392156862745096,1,0.19,0.194,204.0,4_Kutajaya,Karawang,3,Drone (50x50)
0.34766778237909945,0.0028838513297653376,-17.13833252588908,2,86.0,86.0,7.166666666666667,0,0.185,0.251,12.0,4_Kutajaya,Karawang,3,Drone (50x50)
0.21144128887656,0.013382466515007055,-16.90666627883911,2,98.0,110.0,2.2916666666666665,0,0.42,0.35,48.0,4_Kutajaya,Karawang,2,Drone (50x50)
0.23092688645197093,0.014959550365999908,-17.363332748413086,3,50.0,62.0,2.5833333333333335,0,0.224,0.195,24.0,4_Kutajaya,Karawang,2,Drone (50x50)
0.3800179823520214,0.002806649348277216,-15.611666679382324,2,-82.0,62.0,0.34444444444444444,1,0.227,0.211,180.0,4_Kutajaya,Karawang,3,Drone (50x50)
0.35004779897919663,0.0035084884659404244,-16.12833261489868,2,86.0,86.0,7.166666666666667,0,0.236,0.285,12.0,4_Kutajaya,Karawang,3,Drone (50x50)
0.41168546910403503,0.001966919112537463,-16.81500021616618,2,86.0,86.0,7.166666666666667,0,0.22,0.285,12.0,4_Kutajaya,Karawang,3,Drone (50x50)
0.4137741753664614,0.0019244030326039038,-16.81500021616618,2,86.0,86.0,7.166666666666667,0,0.221,0.285,12.0,4_Kutajaya,Karawang,3,Drone (50x50)
0.26059071088959823,0.003454566664459237,-17.511666933695476,2,-82.0,74.0,0.3854166666666667,1,0.368,0.348,192.0,4_Kutajaya,Karawang,3,Drone (50x50)
0.294893147345602,0.004001138212212864,-17.456666628519695,2,-82.0,38.0,0.24358974358974358,1,0.282,0.258,156.0,4_Kutajaya,Karawang,3,Drone (50x50)
0.359017665672405,0.001667982956127488,-16.525000254313152,2,86.0,86.0,1.7916666666666667,0,0.182,0.262,48.0,4_Kutajaya,Karawang,3,Drone (50x50)
0.29096361585697655,0.00416767539229778,-17.456666628519695,2,-82.0,38.0,0.24358974358974358,1,0.266,0.264,156.0,4_Kutajaya,Karawang,3,Drone (50x50)
0.3939660779222242,0.0027561856798565174,-15.53333314259847,2,-82.0,62.0,0.30392156862745096,1,0.204,0.207,204.0,4_Kutajaya,Karawang,3,Drone (50x50)
0.40275600676476875,0.002574212949076305,-15.53333314259847,2,-82.0,62.0,0.30392156862745096,1,0.191,0.195,204.0,4_Kutajaya,Karawang,3,Drone (50x50)
0.3399929354614772,0.0017230534203048996,-16.848332405090332,2,86.0,86.0,7.166666666666667,0,0.16,0.26,12.0,4_Kutajaya,Karawang,3,Drone (50x50)
0.26782113231133636,0.003879621189672553,-17.511666933695476,2,-82.0,74.0,0.3854166666666667,1,0.351,0.349,192.0,4_Kutajaya,Karawang,3,Drone (50x50)
0.3901303608731193,0.0024929220706241123,-15.611666679382324,2,-82.0,62.0,0.3229166666666667,1,0.235,0.193,192.0,4_Kutajaya,Karawang,3,Drone (50x50)
0.328675369944031,0.004280816240763069,-16.478333632151287,2,86.0,86.0,1.7916666666666667,0,0.245,0.291,48.0,4_Kutajaya,Karawang,3,Drone (50x50)
0.26785006207735795,0.003881323214989405,-17.511666933695476,2,-82.0,74.0,0.3854166666666667,1,0.351,0.349,192.0,4_Kutajaya,Karawang,3,Drone (50x50)
0.4444278548855785,0.0010958142113531414,-15.111666361490885,3,50.0,62.0,2.5833333333333335,0,0.223,0.23,24.0,4_Kutajaya,Karawang,2,Drone (50x50)
0.22270136181940017,0.015545159893414108,-17.363332748413086,3,50.0,62.0,2.5833333333333335,0,0.224,0.195,24.0,4_Kutajaya,Karawang,2,Field Survey
0.2903137047678108,0.0034102081181580485,-16.993332227071125,3,50.0,62.0,2.5833333333333335,0,0.101,0.217,24.0,4_Kutajaya,Karawang,2,Drone (50x50)
0.24064764804041322,0.008373518081878466,-16.45333258310954,2,74.0,86.0,3.5833333333333335,0,0.176,0.198,24.0,4_Kutajaya,Karawang,2,Drone (50x50)
0.3812386319816944,0.0027687810223493196,-15.611666679382324,2,-82.0,62.0,0.34444444444444444,1,0.226,0.209,180.0,4_Kutajaya,Karawang,3,Drone (50x50)
0.30361005004921104,0.01605268010367804,-17.311666170756023,4,50.0,62.0,1.7222222222222223,0,0.249,0.317,36.0,4_Kutajaya,Karawang,2,Drone (50x50)
0.2602890742654174,0.014674707148258118,-16.728332837422688,2,98.0,98.0,2.7222222222222223,0,0.405,0.347,36.0,4_Kutajaya,Karawang,2,Drone (50x50)
0.4112886894492255,0.002959561670481783,-17.811665852864582,3,50.0,74.0,2.0555555555555554,0,0.16,0.252,36.0,4_Kutajaya,Karawang,3,Drone (50x50)
0.249402125159625,0.01578024109842435,-16.728332837422688,2,-94.0,62.0,0.30392156862745096,1,0.252,0.195,204.0,4_Kutajaya,Karawang,2,Drone (50x50)
0.34710567803083725,0.0015621691267105862,-16.848332405090332,2,86.0,86.0,7.166666666666667,0,0.176,0.26,12.0,4_Kutajaya,Karawang,3,Drone (50x50)
0.3673377632353573,0.00149560697558785,-16.525000254313152,2,86.0,86.0,7.166666666666667,0,0.192,0.262,12.0,4_Kutajaya,Karawang,3,Drone (50x50)
0.23561049389137056,0.014626107391604465,-17.363332748413086,3,50.0,62.0,2.5833333333333335,0,0.224,0.195,24.0,4_Kutajaya,Karawang,2,Drone (50x50)
0.26512248420821743,0.004580612620572286,-16.131665865580242,2,86.0,86.0,7.166666666666667,0,0.228,0.232,12.0,4_Kutajaya,Karawang,3,Drone (50x50)
0.203448602669185,0.014289078397475044,-16.90666627883911,2,98.0,110.0,2.2916666666666665,0,0.42,0.35,48.0,4_Kutajaya,Karawang,2,Drone (50x50)
0.2396883886388294,0.013833379031310628,-17.50333325068156,2,-94.0,62.0,0.28703703703703703,1,0.225,0.281,216.0,4_Kutajaya,Karawang,2,Drone (50x50)
0.3854905944298337,0.002636865723483525,-15.611666679382324,2,-82.0,62.0,0.34444444444444444,1,0.224,0.201,180.0,4_Kutajaya,Karawang,3,Drone (50x50)
0.4042485294882644,0.00306216155884149,-17.811665852864582,3,50.0,74.0,2.0555555555555554,0,0.154,0.252,36.0,4_Kutajaya,Karawang,3,Drone (50x50)
0.24952648842172806,0.015767612496646807,-16.728332837422688,2,-94.0,62.0,0.30392156862745096,1,0.252,0.195,204.0,4_Kutajaya,Karawang,2,Drone (50x50)
0.24210483269014368,0.01346359491405229,-17.50333325068156,2,98.0,98.0,2.7222222222222223,0,0.284,0.339,36.0,4_Kutajaya,Karawang,2,Drone (50x50)
0.3113950125863911,0.0018710607040415227,-17.608332951863606,2,-94.0,74.0,0.3854166666666667,1,0.204,0.297,192.0,4_Kutajaya,Karawang,3,Drone (50x50)
0.31686462123050757,0.0017892374154405723,-17.608332951863606,2,-94.0,74.0,0.3854166666666667,1,0.241,0.314,192.0,4_Kutajaya,Karawang,3,Drone (50x50)
0.2532515344108993,0.015389345670435576,-16.728332837422688,2,98.0,98.0,2.7222222222222223,0,0.405,0.347,36.0,4_Kutajaya,Karawang,2,Drone (50x50)
0.4937731698720077,0.0029250042157719647,-17.91166623433431,2,50.0,62.0,2.5833333333333335,0,0.107,0.476,24.0,4_Kutajaya,Karawang,3,Drone (50x50)
0.3025287490788872,0.016206738672219376,-17.311666170756023,4,50.0,62.0,1.7222222222222223,0,0.251,0.317,36.0,4_Kutajaya,Karawang,2,Drone (50x50)
0.3898954835712062,0.0032713691463605496,-17.811665852864582,3,50.0,74.0,2.0555555555555554,0,0.143,0.252,36.0,4_Kutajaya,Karawang,3,Drone (50x50)
0.320705242830517,0.0017317719586160015,-17.608332951863606,3,-22.0,74.0,0.6166666666666667,1,0.172,0.343,120.0,4_Kutajaya,Karawang,3,Drone (50x50)
0.36271125381514985,0.0035251063530344004,-15.714166243871054,2,-47.0,25.0,0.1736111111111111,1,0.112,0.375,144.0,14 Jatimulya,Indramayu,2,Drone (rice field)
0.3130624333636566,0.009453178649874635,-15.889999310175577,3,37.0,61.0,1.6944444444444444,0,0.202,0.256,36.0,14_Jatimulya,Indramayu,2,Drone (rice field)
0.3230619731896123,0.010481668769509267,-16.661665439605713,2,49.0,61.0,1.6944444444444444,0,0.269,0.271,36.0,14_Jatimulya,Indramayu,2,Drone (rice field)
0.3994300825913116,0.013075435728927364,-16.07083336512248,3,49.0,61.0,2.5416666666666665,0,0.331,0.39,24.0,14_Jatimulya,Indramayu,2,Drone (rice field)
0.3736320588542061,0.011131932394484312,-16.542498747507732,5,49.0,61.0,1.6944444444444444,0,0.323,0.409,36.0,14_Jatimulya,Indramayu,2,Drone (rice field)
0.27156020631822775,0.004670629749650312,-17.105833212534588,2,49.0,61.0,1.6944444444444444,0,0.138,0.287,36.0,14 Jatimulya,Indramayu,2,Drone (rice field)
0.3478891114974464,0.00583512465680761,-15.389166514078775,2,37.0,61.0,1.6944444444444444,0,0.248,0.315,36.0,14 Jatimulya,Indramayu,2,Drone (rice field)
0.35257274218401136,0.0056630144033092715,-15.389166514078775,2,37.0,37.0,3.0833333333333335,0,0.211,0.315,12.0,14_Jatimulya,Indramayu,2,Drone (rice field)
0.348505524430022,0.005812472397628203,-15.389166514078775,2,37.0,61.0,1.6944444444444444,0,0.243,0.315,36.0,14_Jatimulya,Indramayu,2,Drone (rice field)
0.25069687279490865,0.005650275142368937,-16.811666170756023,2,61.0,73.0,1.5208333333333333,0,0.268,0.414,48.0,14_Jatimulya,Indramayu,2,Drone (rice field)
0.26082915881287416,0.005480995760982495,-17.56166712443034,2,61.0,61.0,1.6944444444444444,0,0.286,0.373,36.0,14 Jatimulya,Indramayu,2,Drone (rice field)
0.3161162613982721,0.00807237311375571,-15.663333336512247,2,49.0,61.0,1.6944444444444444,0,0.314,0.417,36.0,14_Jatimulya,Indramayu,2,Drone (rice field)
0.32080445137178554,0.00947485761775536,-16.661665439605713,2,49.0,61.0,1.6944444444444444,0,0.276,0.271,36.0,14_Jatimulya,Indramayu,2,Drone (rice field)
0.3412969649563892,0.01134958437744945,-15.984999656677246,3,49.0,61.0,1.6944444444444444,0,0.367,0.371,36.0,14_Jatimulya,Indramayu,2,Drone (rice field)
0.31187159893993494,0.006030354175133065,-16.72083346048991,3,49.0,61.0,1.6944444444444444,0,0.187,0.344,36.0,14_Jatimulya,Indramayu,2,Drone (rice field)
0.3142453937761806,0.008209794815723091,-15.663333336512247,2,49.0,61.0,1.6944444444444444,0,0.318,0.417,36.0,14_Jatimulya,Indramayu,2,Drone (rice field)
0.36130468386482245,0.004237405088665017,-15.714166243871054,2,-47.0,25.0,0.1736111111111111,1,0.142,0.378,144.0,14_Jatimulya,Indramayu,2,Drone (rice field)
0.35383425415421477,0.009346564336907831,-16.464999357859295,4,49.0,61.0,1.6944444444444444,0,0.373,0.365,36.0,14_Jatimulya,Indramayu,2,Drone (rice field)
0.2942561289953278,0.0010253629206438246,-16.802499850591023,1,-71.0,13.0,0.07738095238095238,1,0.12,0.289,168.0,14_Jatimulya,Indramayu,2,Drone (rice field)
0.2710102558751793,0.00862166241752356,-15.847499211629232,3,49.0,73.0,1.5208333333333333,0,0.325,0.397,48.0,14_Jatimulya,Indramayu,2,Drone (rice field)
0.39102289421418196,0.012447277280158792,-15.954999367396036,2,49.0,61.0,2.5416666666666665,0,0.307,0.345,24.0,14_Jatimulya,Indramayu,2,Drone (rice field)
0.24382911950250646,0.0063599285925162044,-16.811666170756023,2,61.0,73.0,1.5208333333333333,0,0.31,0.45,48.0,14_Jatimulya,Indramayu,2,Drone (rice field)
0.2877926836529114,0.0011869409643247067,-16.72416591644287,1,-95.0,25.0,0.1388888888888889,1,0.107,0.263,180.0,14_Jatimulya,Indramayu,2,Drone (rice field)
0.2572303176924972,0.004975168802586169,-16.811666170756023,2,49.0,49.0,2.0416666666666665,0,0.16,0.312,24.0,14_Jatimulya,Indramayu,2,Drone (rice field)
0.3629184687797388,0.0034200842379377475,-15.714166243871054,2,-47.0,25.0,0.1736111111111111,1,0.108,0.375,144.0,14_Jatimulya,Indramayu,2,Drone (rice field)
0.30375033259486145,0.006194726030844082,-15.533332665761312,2,37.0,73.0,1.5208333333333333,0,0.211,0.301,48.0,14_Jatimulya,Indramayu,2,Drone (rice field)
0.23960834436058576,0.003288703227206128,-16.55666669209798,2,37.0,73.0,1.0138888888888888,0,0.249,0.479,72.0,14 Jatimulya,Indramayu,2,Drone (rice field)
0.26840981374783285,0.0028556757694285922,-16.55666669209798,2,37.0,73.0,1.5208333333333333,0,0.221,0.454,48.0,14_Jatimulya,Indramayu,2,Drone (rice field)
0.3399504977655063,0.010598531518192724,-15.984999656677246,3,49.0,61.0,1.6944444444444444,0,0.366,0.371,36.0,14_Jatimulya,Indramayu,2,Drone (rice field)
0.3756219470915091,0.009646182067861794,-15.954999367396036,2,49.0,61.0,1.6944444444444444,0,0.304,0.345,36.0,14_Jatimulya,Indramayu,2,Drone (rice field)
0.36245760217118217,0.0036535623922346883,-15.714166243871054,2,-35.0,25.0,0.1736111111111111,1,0.164,0.422,144.0,14_Jatimulya,Indramayu,2,Drone (rice field)
0.3147987928175823,0.013550232455173917,-16.29833237330119,3,37.0,61.0,1.6944444444444444,0,0.282,0.251,36.0,14_Jatimulya,Indramayu,2,Drone (rice field)
