point,x,y,date,S2ndvi_fused,VV_fused,VH_fused
18,415786.0968833244,9133426.770096306,2026-03-30,0.23938503062661662,-7.240166856980617,-13.423433634820288
18,415786.0968833244,9133426.770096306,2026-04-11,0.25808387591243775,-7.792814698093652,-13.51371603085148
18,415786.0968833244,9133426.770096306,2026-04-23,0.19095259451267022,-7.8712380240147235,-14.361372900834406
18,415786.0968833244,9133426.770096306,2026-05-05,0.26618397458556053,-8.866037791957535,-14.594061805370348
18,415786.0968833244,9133426.770096306,2026-05-17,0.3119808821264314,-7.627772527682714,-13.35820130631774
18,415786.0968833244,9133426.770096306,2026-05-29,0.4102851849956416,-9.325099031854412,-13.294351130287872
18,415786.0968833244,9133426.770096306,2026-06-10,0.4320769140094392,-10.45890709547108,-13.824464007488803
19,415808.3047490244,9133460.639262948,2025-09-07,0.37497998150790135,-7.88477577845492,-13.372392888979174
19,415808.3047490244,9133460.639262948,2025-09-19,0.3061036302393362,-7.13068431078175,-13.018291174256099
19,415808.3047490244,9133460.639262948,2025-10-01,0.3372726246412203,-7.680253601308686,-12.904698882316271
19,415808.3047490244,9133460.639262948,2025-10-13,0.3877142021971079,-8.591377338395429,-13.428149263873529
19,415808.3047490244,9133460.639262948,2025-10-25,0.3172984067045847,-6.778092552593211,-12.293368394308366
19,415808.3047490244,9133460.639262948,2025-11-06,0.3657581310133256,-7.079523344906027,-11.812820875708404
19,415808.3047490244,9133460.639262948,2025-11-18,0.3391925829147306,-6.964109808329592,-12.174197906340646
19,415808.3047490244,9133460.639262948,2025-11-30,0.32139287311886405,-7.156502275815975,-12.619992603755321
19,415808.3047490244,9133460.639262948,2025-12-12,0.3390283992681473,-7.410875794394538,-12.59564342845773
19,415808.3047490244,9133460.639262948,2025-12-24,0.32356334620581334,-10.083680328925698,-15.63007942456553
19,415808.3047490244,9133460.639262948,2026-01-05,0.267560883973515,-10.394690364919034,-16.31750528632918
19,415808.3047490244,9133460.639262948,2026-01-17,0.293729603491754,-8.866934817528348,-14.85301362139433
19,415808.3047490244,9133460.639262948,2026-01-29,0.29794242901654416,-8.275148739832328,-14.168233023675487
19,415808.3047490244,9133460.639262948,2026-02-10,0.3702339290513531,-8.66957005928005,-13.393874448639586
19,415808.3047490244,9133460.639262948,2026-02-22,0.40818523599155504,-9.036141405022903,-13.15332058343776
19,415808.3047490244,9133460.639262948,2026-03-06,0.3978239875426953,-9.907826311136658,-14.230092130547348
19,415808.3047490244,9133460.639262948,2026-03-18,0.44270399866122256,-9.825154505385527,-13.903300440749623
19,415808.3047490244,9133460.639262948,2026-03-30,0.26051412461415513,-6.334536087830142,-12.419484685242626
19,415808.3047490244,9133460.639262948,2026-04-11,0.2951285097066379,-6.969174006077603,-12.253442494280026
19,415808.3047490244,9133460.639262948,2026-04-23,0.21313297603882436,-7.545984715763402,-14.334450348447673
19,415808.3047490244,9133460.639262948,2026-05-05,0.28187535159275645,-8.830169096567035,-14.92435449810874
19,415808.3047490244,9133460.639262948,2026-05-17,0.29606581754398065,-7.731460810795525,-14.257270367185114
