lokasi,region,utm,bujur,lintang,tanggal,fase,sumber
Grumbuljurig,Brebes_Tegal,32749,109.295214,-7.426185,6/11/2024,2,Drone (rice field)
02_Pekalongan02_Sokoduwet,Pekalongan,32749,109.688313,-6.928973,6/10/2024,1,Drone (50x50)
02_Pekalongan02_Sokoduwet,Pekalongan,32749,109.688322,-6.928918,6/10/2024,1,Drone (50x50)
Jatibarang,Brebes_Tegal,32749,109.052628,-6.981349,6/10/2024,4,Drone (rice field)
04_Pekalongan04_Bojonglor02,Pekalongan,32749,109.594352,-6.960959,6/10/2024,2,Drone (50x50)
Rapak,Brebes_Tegal,32749,109.352926,-7.435215,6/11/2024,1,Drone (rice field)
Pesuruhan,Brebes_Tegal,32749,109.488331,-7.716064,6/12/2024,6,Drone (rice field)
Jatiluhur,Brebes_Tegal,32749,109.449611,-7.595543,6/12/2024,2,Drone (rice field)
07_Kendal03_Bangunrejo,Pekalongan,32749,110.185187,-6.906229,6/11/2024,1,Drone (rice field)
Kembangsawit,Pekalongan,32749,109.725063,-7.731575,6/12/2024,2,Drone (rice field)
Rapak,Brebes_Tegal,32749,109.352275,-7.436132,6/11/2024,1,Drone (rice field)
04_Pekalongan04_Bojonglor02,Pekalongan,32749,109.594879,-6.959833,6/10/2024,2,Drone (50x50)
04_Pekalongan04_Bojonglor02,Pekalongan,32749,109.596069,-6.960344,6/10/2024,2,Drone (50x50)
07_Kendal03_Bangunrejo,Pekalongan,32749,110.185254,-6.905072,6/11/2024,1,Drone (rice field)
Karang Turi,Brebes_Tegal,32749,109.208595,-7.649793,6/11/2024,2,Drone (rice field)
Pesuruhan,Brebes_Tegal,32749,109.489145,-7.716038,6/12/2024,6,Drone (rice field)
04_Pekalongan04_Bojonglor02,Pekalongan,32749,109.59455,-6.960589,6/10/2024,2,Drone (50x50)
04_Pekalongan04_Bojonglor02,Pekalongan,32749,109.594816,-6.96012,6/10/2024,2,Drone (50x50)
02_Pekalongan02_Sokoduwet,Pekalongan,32749,109.687614,-6.928972,6/10/2024,2,Drone (50x50)
07_Kendal03_Bangunrejo,Pekalongan,32749,110.185821,-6.905008,6/11/2024,1,Drone (rice field)
04_Pekalongan04_Bojonglor02,Pekalongan,32749,109.594381,-6.960296,6/10/2024,2,Drone (50x50)
Grumbuljurig,Brebes_Tegal,32749,109.295551,-7.426336,6/11/2024,2,Drone (rice field)
Kembangsawit,Pekalongan,32749,109.726348,-7.732607,6/12/2024,2,Drone (rice field)
11_Demak03_Cangkring,Semarang_Demak,32749,110.792804,-6.860867,6/12/2024,3,Drone (rice field)
Pesuruhan,Brebes_Tegal,32749,109.489087,-7.714764,6/12/2024,6,Drone (rice field)
04_Pekalongan04_Bojonglor02,Pekalongan,32749,109.594703,-6.960643,6/10/2024,2,Drone (50x50)
04_Pekalongan04_Bojonglor02,Pekalongan,32749,109.594868,-6.960652,6/10/2024,2,Drone (50x50)
02_Pekalongan02_Sokoduwet,Pekalongan,32749,109.686847,-6.929501,6/10/2024,1,Drone (50x50)
Kembangsawit,Pekalongan,32749,109.726192,-7.731774,6/12/2024,2,Drone (rice field)
Kembangsawit,Pekalongan,32749,109.726207,-7.731714,6/12/2024,2,Drone (rice field)
Rapak,Brebes_Tegal,32749,109.352745,-7.434981,6/11/2024,1,Drone (rice field)
16_Kudus04_Ngemplak,Klambu,32749,110.856906,-6.861674,6/13/2024,2,Drone (rice field)
04_Pekalongan04_Bojonglor02,Pekalongan,32749,109.595888,-6.960664,6/10/2024,2,Drone (50x50)
11_Demak03_Cangkring,Semarang_Demak,32749,110.792941,-6.860565,6/12/2024,2,Drone (rice field)
Susukan,Brebes_Tegal,32749,109.375268,-7.503977,6/11/2024,1,Drone (rice field)
02_Pekalongan02_Sokoduwet,Pekalongan,32749,109.688057,-6.929377,6/10/2024,1,Drone (50x50)
Susukan,Brebes_Tegal,32749,109.375409,-7.503816,6/11/2024,1,Drone (rice field)
Bocor,Pekalongan,32749,109.673278,-7.750141,6/12/2024,6,Drone (rice field)
14_Kudus02_Payaman.tif,Klambu,32749,110.868834,-6.859537,6/13/2024,2,Drone (rice field)
Grumbuljurig,Brebes_Tegal,32749,109.294586,-7.425854,6/11/2024,2,Drone (rice field)
07_Kendal03_Bangunrejo,Pekalongan,32749,110.185179,-6.905699,6/11/2024,1,Drone (rice field)
15_Kudus03_Karangrowo,Klambu,32749,110.870642,-6.868583,6/13/2024,2,Drone (rice field)
14_Kudus02_Payaman.tif,Klambu,32749,110.867477,-6.858632,6/13/2024,2,Drone (rice field)
14_Kudus02_Payaman.tif,Klambu,32749,110.867505,-6.858578,6/13/2024,2,Drone (rice field)
,Pekalongan,32749,109.969639,-7.738056,6/13/2024,2,Drone (rice field)
Rapak,Brebes_Tegal,32749,109.353224,-7.435203,6/11/2024,1,Drone (rice field)
Bocor,Pekalongan,32749,109.673935,-7.748472,6/12/2024,6,Drone (rice field)
07_Kendal03_Bangunrejo,Pekalongan,32749,110.184711,-6.906186,6/11/2024,6,Drone (rice field)
15_Kudus03_Karangrowo,Klambu,32749,110.871325,-6.868359,6/13/2024,3,Drone (rice field)
Jatiluhur,Brebes_Tegal,32749,109.448656,-7.594928,6/12/2024,2,Drone (rice field)
11_Demak03_Cangkring,Semarang_Demak,32749,110.792805,-6.860415,6/12/2024,6,Drone (rice field)
02_Pekalongan02_Sokoduwet,Pekalongan,32749,109.687585,-6.929206,6/10/2024,1,Field Survey
02_Pekalongan02_Sokoduwet,Pekalongan,32749,109.688675,-6.929391,6/10/2024,1,Drone (50x50)
07_Kendal03_Bangunrejo,Pekalongan,32749,110.185642,-6.906586,6/11/2024,1,Drone (rice field)
Kembangsawit,Pekalongan,32749,109.725577,-7.732386,6/12/2024,2,Drone (rice field)
Jatiluhur,Brebes_Tegal,32749,109.450188,-7.594728,6/12/2024,2,Drone (rice field)
02_Pekalongan02_Sokoduwet,Pekalongan,32749,109.687629,-6.929085,6/10/2024,1,Drone (50x50)
Grumbuljurig,Brebes_Tegal,32749,109.295148,-7.426817,6/11/2024,2,Drone (rice field)
Pesuruhan,Brebes_Tegal,32749,109.488449,-7.715437,6/12/2024,6,Drone (rice field)
Jatiluhur,Brebes_Tegal,32749,109.448548,-7.59511,6/12/2024,2,Drone (rice field)
13_Kudus01_GarungKidul,Klambu,32749,110.806503,-6.812995,6/13/2024,2,Drone (rice field)
03_Pekalongan03_Bojonglor01,Pekalongan,32749,109.597259,-6.959068,6/10/2024,2,Drone (50x50)
Grumbuljurig,Brebes_Tegal,32749,109.295142,-7.426894,6/11/2024,2,Drone (rice field)
07_Kendal03_Bangunrejo,Pekalongan,32749,110.185216,-6.904466,6/11/2024,1,Drone (rice field)
Kembangsawit,Pekalongan,32749,109.725785,-7.731688,6/12/2024,2,Drone (rice field)
Kembangsawit,Pekalongan,32749,109.725787,-7.731625,6/12/2024,2,Drone (rice field)
02_Pekalongan02_Sokoduwet,Pekalongan,32749,109.687627,-6.929203,6/10/2024,1,Drone (50x50)
03_Pekalongan03_Bojonglor01,Pekalongan,32749,109.597134,-6.959571,6/10/2024,2,Drone (50x50)
Grumbuljurig,Brebes_Tegal,32749,109.295428,-7.427107,6/11/2024,2,Drone (rice field)
Jatiluhur,Brebes_Tegal,32749,109.449905,-7.59505,6/12/2024,6,Drone (rice field)
Pekuwon,Pekalongan,32749,109.55904,-7.638609,6/12/2024,2,Drone (rice field)
14_Kudus02_Payaman.tif,Klambu,32749,110.868479,-6.860632,6/13/2024,2,Drone (rice field)
03_Pekalongan03_Bojonglor01,Pekalongan,32749,109.598496,-6.959015,6/10/2024,2,Drone (50x50)
03_Pekalongan03_Bojonglor01,Pekalongan,32749,109.598419,-6.958996,6/10/2024,2,Drone (50x50)
07_Kendal03_Bangunrejo,Pekalongan,32749,110.185825,-6.904575,6/11/2024,1,Drone (rice field)
Banjareja,Pekalongan,32749,109.523416,-7.725509,6/12/2024,6,Drone (rice field)
04_Pekalongan04_Bojonglor02,Pekalongan,32749,109.595636,-6.960142,6/10/2024,2,Field Survey
04_Pekalongan04_Bojonglor02,Pekalongan,32749,109.595658,-6.960095,6/10/2024,2,Drone (50x50)
04_Pekalongan04_Bojonglor02,Pekalongan,32749,109.595995,-6.959429,6/10/2024,2,Drone (50x50)
02_Pekalongan02_Sokoduwet,Pekalongan,32749,109.687631,-6.930008,6/10/2024,1,Drone (50x50)
02_Pekalongan02_Sokoduwet,Pekalongan,32749,109.687654,-6.928463,6/10/2024,1,Drone (50x50)
Kembangsawit,Pekalongan,32749,109.725091,-7.732547,6/12/2024,2,Drone (rice field)
02_Pekalongan02_Sokoduwet,Pekalongan,32749,109.688102,-6.928876,6/10/2024,1,Drone (50x50)
02_Pekalongan02_Sokoduwet,Pekalongan,32749,109.688142,-6.928822,6/10/2024,2,Drone (50x50)
Bajong,Brebes_Tegal,32749,109.413446,-7.426966,6/11/2024,2,Drone (rice field)
Kembangsawit,Pekalongan,32749,109.725527,-7.732293,6/12/2024,2,Drone (rice field)
Rapak,Brebes_Tegal,32749,109.352568,-7.43584,6/11/2024,1,Drone (rice field)
Rapak,Brebes_Tegal,32749,109.353457,-7.435712,6/11/2024,1,Drone (rice field)
15_Kudus03_Karangrowo,Klambu,32749,110.870609,-6.866469,6/13/2024,3,Drone (rice field)
Rapak,Brebes_Tegal,32749,109.351782,-7.435055,6/11/2024,1,Drone (rice field)
Grumbuljurig,Brebes_Tegal,32749,109.295234,-7.425645,6/11/2024,2,Drone (rice field)
15_Kudus03_Karangrowo,Klambu,32749,110.869979,-6.866899,6/13/2024,2,Drone (rice field)
03_Pekalongan03_Bojonglor01,Pekalongan,32749,109.598716,-6.959085,6/10/2024,2,Drone (50x50)
Grumbuljurig,Brebes_Tegal,32749,109.295166,-7.426611,6/11/2024,2,Drone (rice field)
14_Kudus02_Payaman.tif,Klambu,32749,110.868645,-6.859174,6/13/2024,2,Drone (rice field)
Susukan,Brebes_Tegal,32749,109.375591,-7.503786,6/11/2024,1,Drone (rice field)
Bajong,Brebes_Tegal,32749,109.413798,-7.426818,6/11/2024,2,Drone (rice field)
Bajong,Brebes_Tegal,32749,109.413729,-7.426801,6/11/2024,2,Drone (rice field)
Bajong,Brebes_Tegal,32749,109.413747,-7.426751,6/11/2024,2,Drone (rice field)
Bajong,Brebes_Tegal,32749,109.41402,-7.426173,6/11/2024,2,Drone (rice field)
16_Kudus04_Ngemplak,Klambu,32749,110.857319,-6.862797,6/13/2024,2,Drone (rice field)
02_Pekalongan02_Sokoduwet,Pekalongan,32749,109.686496,-6.929188,6/10/2024,1,Drone (50x50)
Kembangsawit,Pekalongan,32749,109.725579,-7.731481,6/12/2024,2,Drone (rice field)
07_Kendal03_Bangunrejo,Pekalongan,32749,110.185751,-6.906243,6/11/2024,1,Drone (rice field)
Bajong,Brebes_Tegal,32749,109.412269,-7.426031,6/11/2024,4,Drone (rice field)
Grumbuljurig,Brebes_Tegal,32749,109.2954,-7.425653,6/11/2024,2,Drone (rice field)
17_Kudus05_Tenggeles,Klambu,32749,110.910478,-6.81115,6/13/2024,2,Drone (rice field)
Bajong,Brebes_Tegal,32749,109.413771,-7.426703,6/11/2024,2,Drone (rice field)
Bajong,Brebes_Tegal,32749,109.413731,-7.426704,6/11/2024,2,Drone (rice field)
Pesuruhan,Brebes_Tegal,32749,109.488097,-7.716453,6/12/2024,6,Drone (rice field)
,Pekalongan,32749,109.927417,-7.744167,6/13/2024,2,Drone (rice field)
18_Kudus06_Gondoharum,Klambu,32749,110.963852,-6.810382,6/13/2024,4,Drone (rice field)
18_Kudus06_Gondoharum,Klambu,32749,110.963809,-6.810378,6/13/2024,4,Drone (rice field)
Karang Turi,Brebes_Tegal,32749,109.208396,-7.650297,6/11/2024,2,Drone (rice field)
Susukan,Brebes_Tegal,32749,109.375083,-7.504118,6/11/2024,1,Drone (rice field)
Bajong,Brebes_Tegal,32749,109.413559,-7.426565,6/11/2024,2,Drone (rice field)
Bajong,Brebes_Tegal,32749,109.413604,-7.426563,6/11/2024,2,Drone (rice field)
03_Pekalongan03_Bojonglor01,Pekalongan,32749,109.597337,-6.960357,6/10/2024,2,Drone (50x50)
04_Pekalongan04_Bojonglor02,Pekalongan,32749,109.596285,-6.959458,6/10/2024,2,Drone (50x50)
Pesuruhan,Brebes_Tegal,32749,109.487725,-7.715351,6/12/2024,3,Drone (rice field)
02_Pekalongan02_Sokoduwet,Pekalongan,32749,109.686853,-6.928415,6/10/2024,1,Drone (50x50)
Pesuruhan,Brebes_Tegal,32749,109.489262,-7.715923,6/12/2024,6,Drone (rice field)
Jatiluhur,Brebes_Tegal,32749,109.448859,-7.59465,6/12/2024,2,Drone (rice field)
Pesuruhan,Brebes_Tegal,32749,109.488976,-7.715587,6/12/2024,6,Drone (rice field)
Pekuwon,Pekalongan,32749,109.559295,-7.638609,6/12/2024,2,Drone (rice field)
11_Demak03_Cangkring,Semarang_Demak,32749,110.792773,-6.860741,6/12/2024,5,Drone (rice field)
07_Kendal03_Bangunrejo,Pekalongan,32749,110.185014,-6.904759,6/11/2024,1,Drone (rice field)
10_Demak02_Kalitengah,Semarang_Demak,32749,110.535573,-7.048385,6/12/2024,4,Drone (rice field)
18_Kudus06_Gondoharum,Klambu,32749,110.963697,-6.810222,6/13/2024,4,Drone (rice field)
Pekuwon,Pekalongan,32749,109.559027,-7.638893,6/12/2024,2,Drone (rice field)
04_Pekalongan04_Bojonglor02,Pekalongan,32749,109.594731,-6.96014,6/10/2024,2,Field Survey
02_Pekalongan02_Sokoduwet,Pekalongan,32749,109.68849,-6.929208,6/10/2024,1,Field Survey
04_Pekalongan04_Bojonglor02,Pekalongan,32749,109.594661,-6.960081,6/10/2024,2,Drone (50x50)
02_Pekalongan02_Sokoduwet,Pekalongan,32749,109.688474,-6.929238,6/10/2024,1,Drone (50x50)
Grumbuljurig,Brebes_Tegal,32749,109.295366,-7.42629,6/11/2024,2,Drone (rice field)
18_Kudus06_Gondoharum,Klambu,32749,110.965232,-6.8098,6/13/2024,4,Drone (rice field)
02_Pekalongan02_Sokoduwet,Pekalongan,32749,109.687221,-6.928564,6/10/2024,1,Drone (50x50)
06_Kendal02_Pesawahan,Pekalongan,32749,110.170778,-6.974567,6/11/2024,1,Drone (rice field)
06_Kendal02_Pesawahan,Pekalongan,32749,110.170764,-6.974557,6/11/2024,1,Drone (rice field)
Pesuruhan,Brebes_Tegal,32749,109.489155,-7.714878,6/12/2024,3,Drone (rice field)
16_Kudus04_Ngemplak,Klambu,32749,110.857067,-6.8627,6/13/2024,2,Drone (rice field)
Pekuwon,Pekalongan,32749,109.559648,-7.638003,6/12/2024,2,Drone (rice field)
02_Pekalongan02_Sokoduwet,Pekalongan,32749,109.687049,-6.929781,6/10/2024,1,Drone (50x50)
02_Pekalongan02_Sokoduwet,Pekalongan,32749,109.687064,-6.929699,6/10/2024,1,Drone (50x50)
Bajong,Brebes_Tegal,32749,109.412112,-7.426155,6/11/2024,4,Drone (rice field)
Rapak,Brebes_Tegal,32749,109.352952,-7.43617,6/11/2024,1,Drone (rice field)
Bajong,Brebes_Tegal,32749,109.412182,-7.426129,6/11/2024,4,Drone (rice field)
Kembangsawit,Pekalongan,32749,109.724908,-7.73229,6/12/2024,2,Drone (rice field)
Jatiluhur,Brebes_Tegal,32749,109.448394,-7.595054,6/12/2024,2,Drone (rice field)
Jatiluhur,Brebes_Tegal,32749,109.448314,-7.595002,6/12/2024,2,Drone (rice field)
18_Kudus06_Gondoharum,Klambu,32749,110.963747,-6.810372,6/13/2024,4,Drone (rice field)
18_Kudus06_Gondoharum,Klambu,32749,110.963686,-6.810368,6/13/2024,4,Drone (rice field)
02_Pekalongan02_Sokoduwet,Pekalongan,32749,109.688855,-6.928959,6/10/2024,1,Drone (50x50)
02_Pekalongan02_Sokoduwet,Pekalongan,32749,109.688805,-6.928894,6/10/2024,1,Drone (50x50)
Pekuwon,Pekalongan,32749,109.558676,-7.639202,6/12/2024,2,Drone (rice field)
04_Pekalongan04_Bojonglor02,Pekalongan,32749,109.595302,-6.961181,6/10/2024,2,Drone (50x50)
02_Pekalongan02_Sokoduwet,Pekalongan,32749,109.686267,-6.929297,6/10/2024,1,Drone (50x50)
04_Pekalongan04_Bojonglor02,Pekalongan,32749,109.596,-6.960629,6/10/2024,2,Drone (50x50)
03_Pekalongan03_Bojonglor01,Pekalongan,32749,109.59712,-6.960602,6/10/2024,2,Drone (50x50)
Rapak,Brebes_Tegal,32749,109.352417,-7.434587,6/11/2024,1,Drone (rice field)
Jatiluhur,Brebes_Tegal,32749,109.448848,-7.595207,6/12/2024,2,Drone (rice field)
02_Pekalongan02_Sokoduwet,Pekalongan,32749,109.68765,-6.92879,6/10/2024,1,Drone (50x50)
02_Pekalongan02_Sokoduwet,Pekalongan,32749,109.687659,-6.928717,6/10/2024,2,Drone (50x50)
Jatibarang,Brebes_Tegal,32749,109.053327,-6.982333,6/10/2024,3,Drone (rice field)
Kembangsawit,Pekalongan,32749,109.725169,-7.731533,6/12/2024,2,Drone (rice field)
02_Pekalongan02_Sokoduwet,Pekalongan,32749,109.686802,-6.929247,6/10/2024,1,Drone (50x50)
Pesuruhan,Brebes_Tegal,32749,109.489012,-7.715789,6/12/2024,3,Drone (rice field)
04_Pekalongan04_Bojonglor02,Pekalongan,32749,109.595823,-6.960958,6/10/2024,2,Drone (50x50)
Bocor,Pekalongan,32749,109.674134,-7.74888,6/12/2024,6,Drone (rice field)
01_Pekalongan01_KuripanYosorejo,Pekalongan,32749,109.684187,-6.920595,6/10/2024,1,Drone (50x50)
03_Pekalongan03_Bojonglor01,Pekalongan,32749,109.597349,-6.959761,6/10/2024,2,Drone (50x50)
Rapak,Brebes_Tegal,32749,109.35211,-7.435493,6/11/2024,1,Drone (rice field)
18_Kudus06_Gondoharum,Klambu,32749,110.963494,-6.809932,6/13/2024,4,Drone (rice field)
18_Kudus06_Gondoharum,Klambu,32749,110.963426,-6.809922,6/13/2024,4,Drone (rice field)
02_Pekalongan02_Sokoduwet,Pekalongan,32749,109.687387,-6.928854,6/10/2024,1,Drone (50x50)
02_Pekalongan02_Sokoduwet,Pekalongan,32749,109.687397,-6.9288,6/10/2024,1,Drone (50x50)
Karang Turi,Brebes_Tegal,32749,109.209333,-7.649641,6/11/2024,2,Drone (rice field)
Rapak,Brebes_Tegal,32749,109.352383,-7.43584,6/11/2024,1,Drone (rice field)
Jatiluhur,Brebes_Tegal,32749,109.448575,-7.595593,6/12/2024,2,Drone (rice field)
02_Pekalongan02_Sokoduwet,Pekalongan,32749,109.688303,-6.929423,6/10/2024,1,Drone (50x50)
Grumbuljurig,Brebes_Tegal,32749,109.294981,-7.42607,6/11/2024,2,Drone (rice field)
Jatiluhur,Brebes_Tegal,32749,109.449085,-7.594796,6/12/2024,2,Drone (rice field)
Pesuruhan,Brebes_Tegal,32749,109.488107,-7.715334,6/12/2024,3,Drone (rice field)
16_Kudus04_Ngemplak,Klambu,32749,110.8564,-6.862375,6/13/2024,2,Drone (rice field)
14_Kudus02_Payaman.tif,Klambu,32749,110.868714,-6.85977,6/13/2024,2,Drone (rice field)
02_Pekalongan02_Sokoduwet,Pekalongan,32749,109.686226,-6.929654,6/10/2024,1,Field Survey
Rapak,Brebes_Tegal,32749,109.352838,-7.435837,6/11/2024,1,Drone (rice field)
16_Kudus04_Ngemplak,Klambu,32749,110.857067,-6.862247,6/13/2024,1,Drone (rice field)
02_Pekalongan02_Sokoduwet,Pekalongan,32749,109.688965,-6.929037,6/10/2024,1,Drone (50x50)
Rapak,Brebes_Tegal,32749,109.353137,-7.434917,6/11/2024,1,Drone (rice field)
04_Pekalongan04_Bojonglor02,Pekalongan,32749,109.595376,-6.959865,6/10/2024,2,Drone (50x50)
Kembangsawit,Pekalongan,32749,109.7262,-7.73327,6/12/2024,2,Drone (rice field)
Pesuruhan,Brebes_Tegal,32749,109.488319,-7.716229,6/12/2024,6,Drone (rice field)
Maos,Brebes_Tegal,32749,109.151675,-7.614732,6/11/2024,6,Drone (rice field)
Kembangsawit,Pekalongan,32749,109.726346,-7.731671,6/12/2024,2,Drone (rice field)
Pesuruhan,Brebes_Tegal,32749,109.48919,-7.714993,6/12/2024,3,Drone (rice field)
02_Pekalongan02_Sokoduwet,Pekalongan,32749,109.688007,-6.929046,6/10/2024,2,Drone (50x50)
Rapak,Brebes_Tegal,32749,109.353184,-7.435637,6/11/2024,1,Drone (rice field)
Jatiluhur,Brebes_Tegal,32749,109.44848,-7.595601,6/12/2024,2,Drone (rice field)
Jatiluhur,Brebes_Tegal,32749,109.450107,-7.594716,6/12/2024,2,Drone (rice field)
15_Kudus03_Karangrowo,Klambu,32749,110.870642,-6.868131,6/13/2024,2,Drone (rice field)
Rapak,Brebes_Tegal,32749,109.35286,-7.435691,6/11/2024,1,Drone (rice field)
Jatiluhur,Brebes_Tegal,32749,109.450112,-7.595038,6/12/2024,6,Drone (rice field)
Jatiluhur,Brebes_Tegal,32749,109.45015,-7.595043,6/12/2024,6,Drone (rice field)
03_Pekalongan03_Bojonglor01,Pekalongan,32749,109.597291,-6.959374,6/10/2024,2,Drone (50x50)
07_Kendal03_Bangunrejo,Pekalongan,32749,110.185423,-6.905898,6/11/2024,1,Drone (rice field)
07_Kendal03_Bangunrejo,Pekalongan,32749,110.185433,-6.905934,6/11/2024,1,Drone (rice field)
Susukan,Brebes_Tegal,32749,109.374355,-7.503971,6/11/2024,1,Drone (rice field)
Rapak,Brebes_Tegal,32749,109.352083,-7.434635,6/11/2024,1,Drone (rice field)
Grumbuljurig,Brebes_Tegal,32749,109.295229,-7.425842,6/11/2024,2,Drone (rice field)
Banjareja,Pekalongan,32749,109.52356,-7.72554,6/12/2024,6,Drone (rice field)
07_Kendal03_Bangunrejo,Pekalongan,32749,110.185759,-6.906036,6/11/2024,1,Drone (rice field)
Rapak,Brebes_Tegal,32749,109.353602,-7.435875,6/11/2024,1,Drone (rice field)
Rapak,Brebes_Tegal,32749,109.353552,-7.435808,6/11/2024,1,Drone (rice field)
Grumbuljurig,Brebes_Tegal,32749,109.295122,-7.425948,6/11/2024,2,Drone (rice field)
02_Pekalongan02_Sokoduwet,Pekalongan,32749,109.68875,-6.929288,6/10/2024,1,Drone (50x50)
02_Pekalongan02_Sokoduwet,Pekalongan,32749,109.687835,-6.929241,6/10/2024,1,Drone (50x50)
Rapak,Brebes_Tegal,32749,109.352595,-7.435577,6/11/2024,1,Drone (rice field)
16_Kudus04_Ngemplak,Klambu,32749,110.856756,-6.862597,6/13/2024,2,Drone (rice field)
03_Pekalongan03_Bojonglor01,Pekalongan,32749,109.597191,-6.95977,6/10/2024,2,Drone (50x50)
02_Pekalongan02_Sokoduwet,Pekalongan,32749,109.688971,-6.928874,6/10/2024,1,Drone (50x50)
15_Kudus03_Karangrowo,Klambu,32749,110.870642,-6.867679,6/13/2024,2,Drone (rice field)
Karang Turi,Brebes_Tegal,32749,109.209046,-7.650616,6/11/2024,2,Drone (rice field)
Bajong,Brebes_Tegal,32749,109.413705,-7.426553,6/11/2024,2,Drone (rice field)
Kembangsawit,Pekalongan,32749,109.726193,-7.732194,6/12/2024,2,Drone (rice field)
04_Pekalongan04_Bojonglor02,Pekalongan,32749,109.595059,-6.959771,6/10/2024,2,Drone (50x50)
Grumbuljurig,Brebes_Tegal,32749,109.295627,-7.426103,6/11/2024,2,Drone (rice field)
Jatiluhur,Brebes_Tegal,32749,109.448403,-7.594744,6/12/2024,2,Drone (rice field)
02_Pekalongan02_Sokoduwet,Pekalongan,32749,109.687098,-6.928988,6/10/2024,1,Drone (50x50)
15_Kudus03_Karangrowo,Klambu,32749,110.870642,-6.866774,6/13/2024,3,Drone (rice field)
Kembangsawit,Pekalongan,32749,109.72537,-7.731525,6/12/2024,2,Drone (rice field)
Kembangsawit,Pekalongan,32749,109.725393,-7.731464,6/12/2024,2,Drone (rice field)
12_Demak04_Karanganyar,Semarang_Demak,32749,110.798216,-6.850721,6/12/2024,3,Drone (rice field)
Banjareja,Pekalongan,32749,109.523633,-7.725552,6/12/2024,6,Drone (rice field)
Karang Turi,Brebes_Tegal,32749,109.20907,-7.649592,6/11/2024,2,Drone (rice field)
15_Kudus03_Karangrowo,Klambu,32749,110.871622,-6.866926,6/13/2024,2,Drone (rice field)
16_Kudus04_Ngemplak,Klambu,32749,110.857162,-6.862745,6/13/2024,2,Drone (rice field)
Rapak,Brebes_Tegal,32749,109.352743,-7.435433,6/11/2024,1,Drone (rice field)
Rapak,Brebes_Tegal,32749,109.353674,-7.435646,6/11/2024,1,Drone (rice field)
02_Pekalongan02_Sokoduwet,Pekalongan,32749,109.688261,-6.929521,6/10/2024,1,Drone (50x50)
02_Pekalongan02_Sokoduwet,Pekalongan,32749,109.686225,-6.929532,6/10/2024,1,Drone (50x50)
15_Kudus03_Karangrowo,Klambu,32749,110.869777,-6.868617,6/13/2024,2,Drone (rice field)
07_Kendal03_Bangunrejo,Pekalongan,32749,110.185422,-6.906803,6/11/2024,1,Drone (rice field)
Maos,Brebes_Tegal,32749,109.151666,-7.61458,6/11/2024,6,Drone (rice field)
Jatiluhur,Brebes_Tegal,32749,109.449107,-7.595381,6/12/2024,2,Drone (rice field)
Kembangsawit,Pekalongan,32749,109.72594,-7.732024,6/12/2024,2,Drone (rice field)
Banjareja,Pekalongan,32749,109.523959,-7.725268,6/12/2024,6,Drone (rice field)
Pesuruhan,Brebes_Tegal,32749,109.489163,-7.716138,6/12/2024,6,Drone (rice field)
14_Kudus02_Payaman.tif,Klambu,32749,110.869168,-6.859051,6/13/2024,2,Drone (rice field)
07_Kendal03_Bangunrejo,Pekalongan,32749,110.185756,-6.906494,6/11/2024,1,Drone (rice field)
11_Demak03_Cangkring,Semarang_Demak,32749,110.792639,-6.861532,6/12/2024,4,Drone (rice field)
Kembangsawit,Pekalongan,32749,109.726238,-7.733098,6/12/2024,2,Drone (rice field)
Grumbuljurig,Brebes_Tegal,32749,109.294685,-7.426183,6/11/2024,2,Drone (rice field)
Pekuwon,Pekalongan,32749,109.558168,-7.638711,6/12/2024,2,Drone (rice field)
Kembangsawit,Pekalongan,32749,109.72491,-7.732485,6/12/2024,2,Drone (rice field)
Kembangsawit,Pekalongan,32749,109.724978,-7.732467,6/12/2024,2,Drone (rice field)
14_Kudus02_Payaman.tif,Klambu,32749,110.868847,-6.860424,6/13/2024,2,Drone (rice field)
Jatibarang,Brebes_Tegal,32749,109.053782,-6.980793,6/10/2024,5,Drone (rice field)
05_Kendal01_Dempelrejo,Pekalongan,32749,110.194368,-6.959639,6/11/2024,1,Drone (rice field)
Rapak,Brebes_Tegal,32749,109.352336,-7.436007,6/11/2024,1,Drone (rice field)
Rapak,Brebes_Tegal,32749,109.352829,-7.436113,6/11/2024,1,Drone (rice field)
Banjareja,Pekalongan,32749,109.523674,-7.725207,6/12/2024,6,Drone (rice field)
Banjareja,Pekalongan,32749,109.523602,-7.725196,6/12/2024,6,Drone (rice field)
14_Kudus02_Payaman.tif,Klambu,32749,110.868398,-6.858847,6/13/2024,2,Drone (rice field)
02_Pekalongan02_Sokoduwet,Pekalongan,32749,109.686538,-6.928774,6/10/2024,2,Drone (50x50)
07_Kendal03_Bangunrejo,Pekalongan,32749,110.186251,-6.904858,6/11/2024,1,Drone (rice field)
Rapak,Brebes_Tegal,32749,109.353184,-7.434803,6/11/2024,1,Drone (rice field)
Kembangsawit,Pekalongan,32749,109.726383,-7.732345,6/12/2024,2,Drone (rice field)
Pesuruhan,Brebes_Tegal,32749,109.488407,-7.716455,6/12/2024,6,Drone (rice field)
Karang Turi,Brebes_Tegal,32749,109.208327,-7.650299,6/11/2024,2,Drone (rice field)
02_Pekalongan02_Sokoduwet,Pekalongan,32749,109.688037,-6.929207,6/10/2024,1,Field Survey
