bujur,lintang,tanggal,fase,sumber
109.413987,-7.426171,6/11/2024,2,Drone (rice field)
109.413944,-7.426164,6/11/2024,2,Drone (rice field)
109.412371,-7.426153,6/11/2024,4,Drone (rice field)
109.411378,-7.426822,6/11/2024,4,Drone (rice field)
109.449968,-7.595375,6/12/2024,6,Drone (rice field)
109.413207,-7.426433,6/11/2024,2,Drone (rice field)
109.413775,-7.42699,6/11/2024,2,Drone (rice field)
109.413804,-7.426958,6/11/2024,2,Drone (rice field)
109.413808,-7.426439,6/11/2024,2,Drone (rice field)
109.413769,-7.426434,6/11/2024,2,Drone (rice field)
109.413728,-7.426427,6/11/2024,2,Drone (rice field)
109.352978,-7.434286,6/11/2024,1,Drone (rice field)
109.411659,-7.426154,6/11/2024,4,Drone (rice field)
109.352863,-7.434578,6/11/2024,1,Drone (rice field)
109.448427,-7.594676,6/12/2024,2,Drone (rice field)
109.375075,-7.504539,6/11/2024,1,Drone (rice field)
109.352809,-7.434319,6/11/2024,1,Drone (rice field)
109.413888,-7.426451,6/11/2024,2,Drone (rice field)
109.413847,-7.426446,6/11/2024,2,Drone (rice field)
109.375136,-7.504237,6/11/2024,1,Drone (rice field)
109.375124,-7.504202,6/11/2024,1,Drone (rice field)
109.413699,-7.426423,6/11/2024,2,Drone (rice field)
109.41367,-7.426419,6/11/2024,2,Drone (rice field)
109.294769,-7.426351,6/11/2024,2,Drone (rice field)
109.375308,-7.504464,6/11/2024,1,Drone (rice field)
109.413839,-7.426698,6/11/2024,6,Drone (rice field)
109.41385,-7.426666,6/11/2024,2,Drone (rice field)
109.375272,-7.50419,6/11/2024,1,Drone (rice field)
109.375316,-7.504545,6/11/2024,1,Drone (rice field)
109.375246,-7.503515,6/11/2024,1,Drone (rice field)
109.413472,-7.426417,6/11/2024,2,Drone (rice field)
109.413541,-7.426436,6/11/2024,2,Drone (rice field)
109.4135,-7.42643,6/11/2024,2,Drone (rice field)
109.413459,-7.426422,6/11/2024,2,Drone (rice field)
109.375351,-7.504766,6/11/2024,1,Drone (rice field)
109.374228,-7.504286,6/11/2024,1,Drone (rice field)
109.449105,-7.595834,6/12/2024,2,Drone (rice field)
109.449054,-7.59557,6/12/2024,2,Drone (rice field)
109.374742,-7.504387,6/11/2024,1,Drone (rice field)
109.352836,-7.434469,6/11/2024,1,Drone (rice field)
109.449985,-7.595268,6/12/2024,6,Drone (rice field)
109.352867,-7.434688,6/11/2024,1,Drone (rice field)
109.448925,-7.595766,6/12/2024,2,Drone (rice field)
109.411876,-7.42599,6/11/2024,4,Drone (rice field)
109.448505,-7.594615,6/12/2024,2,Drone (rice field)
109.448532,-7.59457,6/12/2024,2,Drone (rice field)
109.413622,-7.426443,6/11/2024,2,Drone (rice field)
109.413582,-7.426441,6/11/2024,2,Drone (rice field)
109.294905,-7.426488,6/11/2024,2,Drone (rice field)
109.449074,-7.595687,6/12/2024,2,Drone (rice field)
109.449063,-7.595634,6/12/2024,2,Drone (rice field)
109.374776,-7.504128,6/11/2024,1,Drone (rice field)
109.2948,-7.427076,6/11/2024,2,Drone (rice field)
109.413953,-7.426334,6/11/2024,2,Drone (rice field)
109.41391,-7.426337,6/11/2024,2,Drone (rice field)
109.41398,-7.42637,6/11/2024,2,Drone (rice field)
109.375545,-7.504671,6/11/2024,1,Drone (rice field)
109.375335,-7.504664,6/11/2024,1,Drone (rice field)
109.449186,-7.594916,6/12/2024,2,Drone (rice field)
109.375559,-7.504607,6/11/2024,1,Drone (rice field)
109.375571,-7.504543,6/11/2024,1,Drone (rice field)
109.353609,-7.435438,6/11/2024,1,Drone (rice field)
109.375537,-7.504089,6/11/2024,1,Drone (rice field)
109.413975,-7.426238,6/11/2024,2,Drone (rice field)
109.41393,-7.426231,6/11/2024,2,Drone (rice field)
109.41361,-7.426287,6/11/2024,2,Drone (rice field)
109.413569,-7.426281,6/11/2024,2,Drone (rice field)
109.412826,-7.426549,6/11/2024,2,Drone (rice field)
109.413869,-7.426547,6/11/2024,2,Drone (rice field)
109.413828,-7.426541,6/11/2024,2,Drone (rice field)
109.413328,-7.42612,6/11/2024,2,Drone (rice field)
109.41392,-7.426456,6/11/2024,2,Drone (rice field)
109.413947,-7.426436,6/11/2024,2,Drone (rice field)
109.375389,-7.505055,6/11/2024,1,Drone (rice field)
109.374899,-7.50477,6/11/2024,1,Drone (rice field)
109.448642,-7.595469,6/12/2024,2,Drone (rice field)
109.375587,-7.504691,6/11/2024,1,Drone (rice field)
109.37531,-7.504397,6/11/2024,1,Drone (rice field)
109.375115,-7.504271,6/11/2024,1,Drone (rice field)
109.411412,-7.42624,6/11/2024,4,Drone (rice field)
109.413712,-7.426188,6/11/2024,2,Drone (rice field)
109.413672,-7.426182,6/11/2024,2,Drone (rice field)
109.413722,-7.426134,6/11/2024,2,Drone (rice field)
109.413682,-7.426129,6/11/2024,2,Drone (rice field)
109.41364,-7.426123,6/11/2024,2,Drone (rice field)
109.374483,-7.504208,6/11/2024,1,Drone (rice field)
109.413858,-7.426641,6/11/2024,2,Drone (rice field)
109.413833,-7.426609,6/11/2024,2,Drone (rice field)
109.449586,-7.59593,6/12/2024,2,Drone (rice field)
109.412065,-7.426011,6/11/2024,4,Drone (rice field)
109.448922,-7.595662,6/12/2024,2,Drone (rice field)
109.449277,-7.595678,6/12/2024,2,Drone (rice field)
109.449269,-7.595638,6/12/2024,2,Drone (rice field)
109.449141,-7.595946,6/12/2024,2,Drone (rice field)
109.449178,-7.595904,6/12/2024,2,Drone (rice field)
109.41163,-7.426173,6/11/2024,4,Drone (rice field)
109.41329,-7.426622,6/11/2024,2,Drone (rice field)
109.413721,-7.426303,6/11/2024,2,Drone (rice field)
109.413692,-7.426299,6/11/2024,2,Drone (rice field)
109.413651,-7.426294,6/11/2024,2,Drone (rice field)
109.449184,-7.595233,6/12/2024,2,Drone (rice field)
109.413832,-7.426914,6/11/2024,2,Drone (rice field)
109.413269,-7.426937,6/11/2024,2,Drone (rice field)
109.413198,-7.426923,6/11/2024,2,Drone (rice field)
109.448921,-7.595837,6/12/2024,2,Drone (rice field)
109.44959,-7.595826,6/12/2024,2,Drone (rice field)
109.294747,-7.426564,6/11/2024,2,Drone (rice field)
109.413478,-7.42655,6/11/2024,2,Drone (rice field)
109.374631,-7.503428,6/11/2024,1,Drone (rice field)
109.375101,-7.503623,6/11/2024,1,Drone (rice field)
109.412974,-7.42659,6/11/2024,2,Drone (rice field)
109.448777,-7.59586,6/12/2024,2,Drone (rice field)
109.37423,-7.504233,6/11/2024,1,Drone (rice field)
109.352907,-7.434374,6/11/2024,1,Drone (rice field)
109.375283,-7.504252,6/11/2024,1,Drone (rice field)
109.413427,-7.426135,6/11/2024,2,Drone (rice field)
109.374681,-7.504687,6/11/2024,1,Drone (rice field)
109.37461,-7.504679,6/11/2024,1,Drone (rice field)
109.41363,-7.426175,6/11/2024,2,Drone (rice field)
109.413589,-7.426167,6/11/2024,2,Drone (rice field)
109.413549,-7.42616,6/11/2024,2,Drone (rice field)
109.413598,-7.426117,6/11/2024,2,Drone (rice field)
109.413558,-7.426112,6/11/2024,2,Drone (rice field)
109.294801,-7.426624,6/11/2024,2,Drone (rice field)
109.411527,-7.426841,6/11/2024,4,Drone (rice field)
109.374539,-7.504648,6/11/2024,1,Drone (rice field)
109.374821,-7.503452,6/11/2024,1,Drone (rice field)
109.411796,-7.426078,6/11/2024,4,Drone (rice field)
109.374465,-7.504643,6/11/2024,1,Drone (rice field)
109.411978,-7.426302,6/11/2024,4,Drone (rice field)
109.374683,-7.504235,6/11/2024,1,Drone (rice field)
109.411543,-7.426735,6/11/2024,4,Drone (rice field)
109.41385,-7.427021,6/11/2024,2,Drone (rice field)
109.413471,-7.42616,6/11/2024,2,Drone (rice field)
109.412991,-7.426396,6/11/2024,2,Drone (rice field)
109.412927,-7.42638,6/11/2024,2,Drone (rice field)
109.41351,-7.426145,6/11/2024,2,Drone (rice field)
109.413469,-7.42614,6/11/2024,2,Drone (rice field)
109.449204,-7.594989,6/12/2024,2,Drone (rice field)
109.375321,-7.504315,6/11/2024,1,Drone (rice field)
109.413762,-7.427054,6/11/2024,2,Drone (rice field)
109.413758,-7.427022,6/11/2024,2,Drone (rice field)
109.375076,-7.504923,6/11/2024,1,Drone (rice field)
109.412097,-7.426118,6/11/2024,4,Drone (rice field)
109.411449,-7.426719,6/11/2024,4,Drone (rice field)
109.411391,-7.426705,6/11/2024,4,Drone (rice field)
109.448654,-7.59538,6/12/2024,2,Drone (rice field)
109.375096,-7.50468,6/11/2024,1,Drone (rice field)
109.448816,-7.595611,6/12/2024,2,Drone (rice field)
109.375106,-7.504791,6/11/2024,1,Drone (rice field)
109.374673,-7.503531,6/11/2024,1,Drone (rice field)
109.412258,-7.426623,6/11/2024,4,Drone (rice field)
109.449559,-7.595835,6/12/2024,2,Drone (rice field)
109.413128,-7.426912,6/11/2024,2,Drone (rice field)
109.294562,-7.426311,6/11/2024,2,Drone (rice field)
109.413357,-7.426526,6/11/2024,2,Drone (rice field)
109.413307,-7.42645,6/11/2024,2,Drone (rice field)
109.412836,-7.426433,6/11/2024,2,Drone (rice field)
109.411588,-7.425957,6/11/2024,4,Drone (rice field)
109.411611,-7.426361,6/11/2024,4,Drone (rice field)
109.412067,-7.426829,6/11/2024,4,Drone (rice field)
109.411608,-7.426306,6/11/2024,4,Drone (rice field)
109.411668,-7.426859,6/11/2024,4,Drone (rice field)
109.411431,-7.42683,6/11/2024,4,Drone (rice field)
109.44892,-7.5956,6/12/2024,2,Drone (rice field)
109.413922,-7.426614,6/11/2024,2,Drone (rice field)
109.413941,-7.426561,6/11/2024,2,Drone (rice field)
109.41391,-7.426553,6/11/2024,2,Drone (rice field)
109.411546,-7.426041,6/11/2024,4,Drone (rice field)
109.411441,-7.426021,6/11/2024,4,Drone (rice field)
109.412335,-7.426351,6/11/2024,4,Drone (rice field)
109.449278,-7.595859,6/12/2024,2,Drone (rice field)
109.412006,-7.426108,6/11/2024,4,Drone (rice field)
109.411941,-7.426895,6/11/2024,4,Drone (rice field)
109.41192,-7.426562,6/11/2024,4,Drone (rice field)
109.412592,-7.426315,6/11/2024,2,Drone (rice field)
109.413438,-7.426539,6/11/2024,2,Drone (rice field)
109.413398,-7.426532,6/11/2024,2,Drone (rice field)
109.412102,-7.426593,6/11/2024,4,Drone (rice field)
109.412022,-7.426591,6/11/2024,4,Drone (rice field)
109.411666,-7.426754,6/11/2024,4,Drone (rice field)
109.411867,-7.426285,6/11/2024,4,Drone (rice field)
109.294658,-7.426463,6/11/2024,2,Drone (rice field)
109.37549,-7.504896,6/11/2024,1,Drone (rice field)
109.375134,-7.504689,6/11/2024,1,Drone (rice field)
109.449273,-7.595788,6/12/2024,2,Drone (rice field)
109.449272,-7.595727,6/12/2024,2,Drone (rice field)
109.448807,-7.595479,6/12/2024,2,Drone (rice field)
109.44913,-7.595792,6/12/2024,2,Drone (rice field)
109.412317,-7.426627,6/11/2024,4,Drone (rice field)
109.412014,-7.426814,6/11/2024,4,Drone (rice field)
109.411952,-7.426805,6/11/2024,4,Drone (rice field)
109.412145,-7.42683,6/11/2024,4,Drone (rice field)
109.411772,-7.426775,6/11/2024,4,Drone (rice field)
109.448671,-7.595389,6/12/2024,2,Drone (rice field)
109.412286,-7.426848,6/11/2024,4,Drone (rice field)
109.412224,-7.426842,6/11/2024,4,Drone (rice field)
109.411796,-7.426877,6/11/2024,4,Drone (rice field)
109.449217,-7.595097,6/12/2024,2,Drone (rice field)
109.411866,-7.426787,6/11/2024,4,Drone (rice field)
109.411867,-7.426886,6/11/2024,4,Drone (rice field)
109.411086,-7.444706,6/27/2024,1,Drone (rice field)
