no,survei,bujur,lintang,tanggal,fase
84570,3,109.413357,-7.426526,2024-06-05,2
84571,3,109.413789,-7.426536,2024-06-05,2
84573,3,109.413745,-7.426551,2024-06-05,2
84574,3,109.412974,-7.42659,2024-06-05,2
84575,3,109.413705,-7.426553,2024-06-05,2
84577,3,109.413677,-7.426547,2024-06-05,2
84578,3,109.413648,-7.426544,2024-06-05,2
84579,3,109.413604,-7.426563,2024-06-05,2
84581,3,109.412909,-7.426559,2024-06-05,2
84583,3,109.412826,-7.426549,2024-06-05,2
84585,3,109.412836,-7.426433,2024-06-05,2
84587,3,109.41392,-7.426456,2024-06-05,2
84588,3,109.413888,-7.426451,2024-06-05,2
84589,3,109.294905,-7.426488,2024-06-05,2
84590,3,109.413847,-7.426446,2024-06-05,2
84591,3,109.413808,-7.426439,2024-06-05,2
84593,3,109.413769,-7.426434,2024-06-05,2
84594,3,109.294658,-7.426463,2024-06-05,2
84595,3,109.413728,-7.426427,2024-06-05,2
84596,3,109.413699,-7.426423,2024-06-05,2
84597,3,109.295412,-7.426552,2024-06-05,2
84599,3,109.41367,-7.426419,2024-06-05,2
84600,3,109.413622,-7.426443,2024-06-05,2
84601,3,109.412608,-7.426631,2024-06-05,2
84602,3,109.413582,-7.426441,2024-06-05,2
84604,3,109.413541,-7.426436,2024-06-05,2
84605,3,109.413947,-7.426436,2024-06-05,2
84606,3,109.4135,-7.42643,2024-06-05,2
84608,3,109.413307,-7.42645,2024-06-05,2
84609,3,109.413459,-7.426422,2024-06-05,2
84610,3,109.413419,-7.426417,2024-06-05,2
84611,3,109.413377,-7.426413,2024-06-05,2
84612,3,109.413207,-7.426433,2024-06-05,2
84613,3,109.413087,-7.426404,2024-06-05,2
84614,3,109.295782,-7.426425,2024-06-05,2
84615,3,109.412991,-7.426396,2024-06-05,2
84616,3,109.412927,-7.42638,2024-06-05,2
84617,3,109.295679,-7.426405,2024-06-05,2
84618,3,109.413953,-7.426334,2024-06-05,2
84619,3,109.41391,-7.426337,2024-06-05,2
84620,3,109.413869,-7.426331,2024-06-05,2
84621,3,109.41383,-7.426324,2024-06-05,2
84622,3,109.294769,-7.426351,2024-06-05,2
84623,3,109.41379,-7.426319,2024-06-05,2
84624,3,109.41375,-7.426312,2024-06-05,2
84625,3,109.294562,-7.426311,2024-06-05,2
84626,3,109.412592,-7.426315,2024-06-05,2
84627,3,109.413721,-7.426303,2024-06-05,2
84628,3,109.413692,-7.426299,2024-06-05,2
84629,3,109.413651,-7.426294,2024-06-05,2
84630,3,109.41361,-7.426287,2024-06-05,2
84632,3,109.41398,-7.42637,2024-06-05,2
84633,3,109.413569,-7.426281,2024-06-05,2
84634,3,109.295551,-7.426336,2024-06-05,2
84638,3,109.413975,-7.426238,2024-06-05,2
84639,3,109.413528,-7.426276,2024-06-05,2
84640,3,109.413487,-7.42627,2024-06-05,2
84641,3,109.41393,-7.426231,2024-06-05,2
84643,3,109.413446,-7.426264,2024-06-05,2
84644,3,109.41389,-7.426224,2024-06-05,2
84645,3,109.413404,-7.426259,2024-06-05,2
84647,3,109.41385,-7.426216,2024-06-05,2
84648,3,109.295366,-7.42629,2024-06-05,2
84649,3,109.29502,-7.426234,2024-06-05,2
84650,3,109.413811,-7.42621,2024-06-05,2
84652,3,109.295091,-7.426243,2024-06-05,2
84653,3,109.41377,-7.426202,2024-06-05,2
84654,3,109.413741,-7.426193,2024-06-05,2
84655,3,109.413303,-7.426253,2024-06-05,2
84656,3,109.294934,-7.426216,2024-06-05,2
84657,3,109.413712,-7.426188,2024-06-05,2
84658,3,109.294847,-7.426192,2024-06-05,2
84660,3,109.413672,-7.426182,2024-06-05,2
84661,3,109.41402,-7.426173,2024-06-05,2
84662,3,109.413179,-7.426236,2024-06-05,2
84663,3,109.413987,-7.426171,2024-06-05,2
84664,3,109.413944,-7.426164,2024-06-05,2
84665,3,109.41363,-7.426175,2024-06-05,2
84666,3,109.413903,-7.426159,2024-06-05,2
84667,3,109.413863,-7.426153,2024-06-05,2
84668,3,109.413589,-7.426167,2024-06-05,2
84669,3,109.413823,-7.426147,2024-06-05,2
84670,3,109.295745,-7.426219,2024-06-05,2
84671,3,109.413782,-7.426141,2024-06-05,2
84672,3,109.413549,-7.42616,2024-06-05,2
84673,3,109.413751,-7.426137,2024-06-05,2
84674,3,109.294685,-7.426183,2024-06-05,2
84675,3,109.413722,-7.426134,2024-06-05,2
84676,3,109.413682,-7.426129,2024-06-05,2
84677,3,109.41364,-7.426123,2024-06-05,2
84678,3,109.413598,-7.426117,2024-06-05,2
84679,3,109.413558,-7.426112,2024-06-05,2
84680,3,109.41351,-7.426145,2024-06-05,2
84681,3,109.413469,-7.42614,2024-06-05,2
84682,3,109.413427,-7.426135,2024-06-05,2
84686,3,109.41311,-7.426201,2024-06-05,2
84687,3,109.413328,-7.42612,2024-06-05,2
84689,3,109.413202,-7.426107,2024-06-05,2
84690,3,109.413029,-7.426187,2024-06-05,2
84693,3,109.41308,-7.426066,2024-06-05,2
84695,3,109.295404,-7.426128,2024-06-05,2
84696,3,109.295214,-7.426185,2024-06-05,2
84697,3,109.295144,-7.426088,2024-06-05,2
84700,3,109.295072,-7.426086,2024-06-05,2
84702,3,109.29481,-7.42608,2024-06-05,2
84703,3,109.294981,-7.42607,2024-06-05,2
84708,3,109.295627,-7.426103,2024-06-05,2
84709,3,109.294653,-7.426052,2024-06-05,2
84710,3,109.295451,-7.426029,2024-06-05,2
84712,3,109.29577,-7.426048,2024-06-05,2
84713,3,109.294567,-7.426015,2024-06-05,2
84714,3,109.295813,-7.425956,2024-06-05,2
84716,3,109.295284,-7.425973,2024-06-05,2
84717,3,109.295617,-7.425969,2024-06-05,2
84718,3,109.29519,-7.425954,2024-06-05,2
84719,3,109.295122,-7.425948,2024-06-05,2
84720,3,109.295026,-7.425928,2024-06-05,2
84721,3,109.29492,-7.425931,2024-06-05,2
84722,3,109.294836,-7.425913,2024-06-05,2
84723,3,109.295491,-7.425905,2024-06-05,2
84724,3,109.294707,-7.425888,2024-06-05,2
84725,3,109.295695,-7.425902,2024-06-05,2
84726,3,109.295325,-7.425859,2024-06-05,2
84727,3,109.295229,-7.425842,2024-06-05,2
84728,3,109.294586,-7.425854,2024-06-05,2
84729,3,109.295163,-7.42583,2024-06-05,2
84730,3,109.295066,-7.425807,2024-06-05,2
84731,3,109.294965,-7.425786,2024-06-05,2
84732,3,109.294879,-7.425773,2024-06-05,2
84733,3,109.294744,-7.425756,2024-06-05,2
84734,3,109.295734,-7.425807,2024-06-05,2
84735,3,109.294601,-7.425734,2024-06-05,2
84736,3,109.295528,-7.425771,2024-06-05,2
84737,3,109.295269,-7.425727,2024-06-05,2
84738,3,109.295366,-7.425731,2024-06-05,2
84739,3,109.295205,-7.425711,2024-06-05,2
84740,3,109.295758,-7.425702,2024-06-05,2
84741,3,109.295579,-7.425688,2024-06-05,2
84742,3,109.2954,-7.425653,2024-06-05,2
84743,3,109.295297,-7.425654,2024-06-05,2
84744,3,109.295234,-7.425645,2024-06-05,2
84745,3,109.295109,-7.425689,2024-06-05,2
84746,3,109.294998,-7.425677,2024-06-05,2
84747,3,109.29491,-7.425672,2024-06-05,2
84748,3,109.294768,-7.425665,2024-06-05,2
84749,3,109.294614,-7.425657,2024-06-05,2
80636,3,109.411611,-7.426361,2024-06-05,3
81207,3,109.411658,-7.426606,2024-06-05,3
81208,3,109.412111,-7.426607,2024-06-05,3
81216,3,109.411659,-7.426154,2024-06-05,3
81217,3,109.412112,-7.426155,2024-06-05,3
84481,3,109.411941,-7.426895,2024-06-05,3
84487,3,109.411867,-7.426886,2024-06-05,3
84490,3,109.411796,-7.426877,2024-06-05,3
84495,3,109.411668,-7.426859,2024-06-05,3
84500,3,109.411527,-7.426841,2024-06-05,3
84502,3,109.411431,-7.42683,2024-06-05,3
84503,3,109.411378,-7.426822,2024-06-05,3
84511,3,109.412286,-7.426848,2024-06-05,3
84512,3,109.412224,-7.426842,2024-06-05,3
84516,3,109.412145,-7.42683,2024-06-05,3
84519,3,109.412067,-7.426829,2024-06-05,3
84521,3,109.412014,-7.426814,2024-06-05,3
84524,3,109.411952,-7.426805,2024-06-05,3
84530,3,109.411866,-7.426787,2024-06-05,3
84531,3,109.411772,-7.426775,2024-06-05,3
84536,3,109.411666,-7.426754,2024-06-05,3
84543,3,109.411543,-7.426735,2024-06-05,3
84545,3,109.411449,-7.426719,2024-06-05,3
84548,3,109.411391,-7.426705,2024-06-05,3
84569,3,109.412317,-7.426627,2024-06-05,3
84572,3,109.412258,-7.426623,2024-06-05,3
84576,3,109.412179,-7.426613,2024-06-05,3
84580,3,109.412102,-7.426593,2024-06-05,3
84582,3,109.412022,-7.426591,2024-06-05,3
84584,3,109.41192,-7.426562,2024-06-05,3
84586,3,109.411817,-7.426555,2024-06-05,3
84592,3,109.411701,-7.426534,2024-06-05,3
84598,3,109.411577,-7.426517,2024-06-05,3
84603,3,109.411487,-7.426503,2024-06-05,3
84607,3,109.411421,-7.426478,2024-06-05,3
84631,3,109.412335,-7.426351,2024-06-05,3
84635,3,109.411608,-7.426306,2024-06-05,3
84636,3,109.412236,-7.426337,2024-06-05,3
84637,3,109.411412,-7.42624,2024-06-05,3
84642,3,109.412156,-7.426324,2024-06-05,3
84646,3,109.412074,-7.426318,2024-06-05,3
84651,3,109.411978,-7.426302,2024-06-05,3
84659,3,109.411867,-7.426285,2024-06-05,3
84683,3,109.41163,-7.426173,2024-06-05,3
84684,3,109.412371,-7.426153,2024-06-05,3
84685,3,109.411426,-7.426133,2024-06-05,3
84688,3,109.412267,-7.426138,2024-06-05,3
84691,3,109.412182,-7.426129,2024-06-05,3
84692,3,109.412097,-7.426118,2024-06-05,3
84694,3,109.412006,-7.426108,2024-06-05,3
84698,3,109.411796,-7.426078,2024-06-05,3
84705,3,109.411546,-7.426041,2024-06-05,3
84706,3,109.411441,-7.426021,2024-06-05,3
84699,3,109.412391,-7.426045,2024-06-05,4
84701,3,109.412269,-7.426031,2024-06-05,4
84704,3,109.412164,-7.426021,2024-06-05,4
84707,3,109.412065,-7.426011,2024-06-05,4
84711,3,109.411876,-7.42599,2024-06-05,4
84715,3,109.411588,-7.425957,2024-06-05,4
124638,4,109.411086,-7.444706,2024-06-17,1
48931,3,109.295694,-7.426111,2024-06-17,2
48932,3,109.352639,-7.434611,2024-06-17,2
48934,3,109.413472,-7.426417,2024-06-17,2
48935,3,109.413361,-7.426667,2024-06-17,2
48936,3,109.375167,-7.504139,2024-06-17,2
48941,3,109.449389,-7.595722,2024-06-17,2
49455,3,109.448652,-7.595832,2024-06-17,2
49456,3,109.449105,-7.595834,2024-06-17,2
49457,3,109.449559,-7.595835,2024-06-17,2
49460,3,109.448654,-7.59538,2024-06-17,2
49461,3,109.449107,-7.595381,2024-06-17,2
49462,3,109.44956,-7.595383,2024-06-17,2
49465,3,109.448656,-7.594928,2024-06-17,2
49466,3,109.449109,-7.594929,2024-06-17,2
49467,3,109.449562,-7.594931,2024-06-17,2
49470,3,109.448657,-7.594476,2024-06-17,2
49471,3,109.44911,-7.594477,2024-06-17,2
49472,3,109.374681,-7.504687,2024-06-17,2
49473,3,109.375134,-7.504689,2024-06-17,2
49474,3,109.375587,-7.504691,2024-06-17,2
49475,3,109.37423,-7.504233,2024-06-17,2
49476,3,109.374683,-7.504235,2024-06-17,2
49477,3,109.375136,-7.504237,2024-06-17,2
49478,3,109.375589,-7.504238,2024-06-17,2
49479,3,109.374685,-7.503783,2024-06-17,2
49480,3,109.375138,-7.503785,2024-06-17,2
49481,3,109.375591,-7.503786,2024-06-17,2
49482,3,109.374686,-7.503331,2024-06-17,2
49483,3,109.352288,-7.435884,2024-06-17,2
49484,3,109.352741,-7.435885,2024-06-17,2
49485,3,109.353194,-7.435887,2024-06-17,2
49486,3,109.353647,-7.435889,2024-06-17,2
49487,3,109.35229,-7.435431,2024-06-17,2
49488,3,109.352743,-7.435433,2024-06-17,2
49489,3,109.353196,-7.435435,2024-06-17,2
49490,3,109.351839,-7.434978,2024-06-17,2
49491,3,109.352292,-7.434979,2024-06-17,2
49492,3,109.352745,-7.434981,2024-06-17,2
49493,3,109.353198,-7.434983,2024-06-17,2
49494,3,109.352746,-7.434529,2024-06-17,2
49495,3,109.2948,-7.427076,2024-06-17,2
49496,3,109.295253,-7.427078,2024-06-17,2
49497,3,109.295706,-7.42708,2024-06-17,2
49498,3,109.294801,-7.426624,2024-06-17,2
49499,3,109.295254,-7.426626,2024-06-17,2
49500,3,109.295707,-7.426628,2024-06-17,2
49501,3,109.294803,-7.426172,2024-06-17,2
49502,3,109.295256,-7.426174,2024-06-17,2
49503,3,109.295709,-7.426176,2024-06-17,2
49506,3,109.412564,-7.426609,2024-06-17,2
49507,3,109.413017,-7.426611,2024-06-17,2
49508,3,109.41347,-7.426612,2024-06-17,2
49509,3,109.413922,-7.426614,2024-06-17,2
49510,3,109.294805,-7.42572,2024-06-17,2
49511,3,109.295258,-7.425722,2024-06-17,2
49512,3,109.295711,-7.425724,2024-06-17,2
49515,3,109.413018,-7.426158,2024-06-17,2
49516,3,109.413471,-7.42616,2024-06-17,2
49517,3,109.413924,-7.426162,2024-06-17,2
52388,3,109.449044,-7.595973,2024-06-17,2
52391,3,109.449018,-7.595938,2024-06-17,2
52392,3,109.449141,-7.595946,2024-06-17,2
52398,3,109.449021,-7.595877,2024-06-17,2
52399,3,109.448649,-7.595892,2024-06-17,2
52400,3,109.448519,-7.595919,2024-06-17,2
52401,3,109.449278,-7.595859,2024-06-17,2
52403,3,109.448921,-7.595837,2024-06-17,2
52404,3,109.449894,-7.595872,2024-06-17,2
52405,3,109.449178,-7.595904,2024-06-17,2
52406,3,109.449586,-7.59593,2024-06-17,2
52407,3,109.449273,-7.595788,2024-06-17,2
52408,3,109.448925,-7.595766,2024-06-17,2
52409,3,109.44913,-7.595792,2024-06-17,2
52410,3,109.449272,-7.595727,2024-06-17,2
52411,3,109.448738,-7.595764,2024-06-17,2
52412,3,109.448777,-7.59586,2024-06-17,2
52413,3,109.448454,-7.59573,2024-06-17,2
52414,3,109.448526,-7.595733,2024-06-17,2
52415,3,109.449277,-7.595678,2024-06-17,2
52416,3,109.44959,-7.595826,2024-06-17,2
52417,3,109.449074,-7.595687,2024-06-17,2
52418,3,109.449963,-7.595739,2024-06-17,2
52419,3,109.448922,-7.595662,2024-06-17,2
52420,3,109.449982,-7.595651,2024-06-17,2
52421,3,109.449063,-7.595634,2024-06-17,2
52422,3,109.449591,-7.595739,2024-06-17,2
52423,3,109.449269,-7.595638,2024-06-17,2
52425,3,109.44874,-7.595672,2024-06-17,2
52427,3,109.44867,-7.595554,2024-06-17,2
52428,3,109.44892,-7.5956,2024-06-17,2
52429,3,109.448575,-7.595593,2024-06-17,2
52430,3,109.44848,-7.595601,2024-06-17,2
52432,3,109.449595,-7.595654,2024-06-17,2
52434,3,109.449054,-7.59557,2024-06-17,2
52435,3,109.448365,-7.595649,2024-06-17,2
52437,3,109.448816,-7.595611,2024-06-17,2
52440,3,109.449611,-7.595543,2024-06-17,2
52442,3,109.448807,-7.595479,2024-06-17,2
52445,3,109.449965,-7.595477,2024-06-17,2
52446,3,109.449562,-7.595468,2024-06-17,2
52447,3,109.448642,-7.595469,2024-06-17,2
52448,3,109.448456,-7.595463,2024-06-17,2
52450,3,109.448671,-7.595389,2024-06-17,2
52451,3,109.449563,-7.595366,2024-06-17,2
52452,3,109.449182,-7.595513,2024-06-17,2
52453,3,109.448853,-7.595404,2024-06-17,2
52454,3,109.449576,-7.595251,2024-06-17,2
52455,3,109.449968,-7.595375,2024-06-17,2
52456,3,109.448866,-7.595313,2024-06-17,2
52457,3,109.449985,-7.595268,2024-06-17,2
52460,3,109.44918,-7.595359,2024-06-17,2
52467,3,109.4483,-7.595265,2024-06-17,2
52469,3,109.44837,-7.595319,2024-06-17,2
52470,3,109.449861,-7.595118,2024-06-17,2
52471,3,109.449184,-7.595233,2024-06-17,2
52472,3,109.449596,-7.595124,2024-06-17,2
52473,3,109.448642,-7.595081,2024-06-17,2
52475,3,109.449217,-7.595097,2024-06-17,2
52476,3,109.448916,-7.595048,2024-06-17,2
52477,3,109.448869,-7.595118,2024-06-17,2
52478,3,109.448848,-7.595207,2024-06-17,2
52479,3,109.449605,-7.595025,2024-06-17,2
52480,3,109.448548,-7.59511,2024-06-17,2
52481,3,109.448687,-7.595082,2024-06-17,2
52482,3,109.448661,-7.595264,2024-06-17,2
52483,3,109.448526,-7.595255,2024-06-17,2
52486,3,109.449905,-7.59505,2024-06-17,2
52487,3,109.448526,-7.595471,2024-06-17,2
52491,3,109.449996,-7.595039,2024-06-17,2
52492,3,109.448394,-7.595054,2024-06-17,2
52493,3,109.448314,-7.595002,2024-06-17,2
52494,3,109.448295,-7.594996,2024-06-17,2
52495,3,109.449204,-7.594989,2024-06-17,2
52496,3,109.449003,-7.594983,2024-06-17,2
52497,3,109.449602,-7.594934,2024-06-17,2
52498,3,109.449186,-7.594916,2024-06-17,2
52499,3,109.448767,-7.594898,2024-06-17,2
52500,3,109.448469,-7.594896,2024-06-17,2
52501,3,109.449085,-7.594796,2024-06-17,2
52502,3,109.449287,-7.594769,2024-06-17,2
52503,3,109.448868,-7.594894,2024-06-17,2
52504,3,109.449607,-7.594794,2024-06-17,2
52506,3,109.448916,-7.594727,2024-06-17,2
52507,3,109.448876,-7.594779,2024-06-17,2
52508,3,109.448491,-7.594841,2024-06-17,2
52509,3,109.448682,-7.594779,2024-06-17,2
52510,3,109.448642,-7.594835,2024-06-17,2
52511,3,109.448581,-7.594828,2024-06-17,2
52512,3,109.448311,-7.59481,2024-06-17,2
52513,3,109.448528,-7.594813,2024-06-17,2
52514,3,109.448427,-7.594676,2024-06-17,2
52515,3,109.448403,-7.594744,2024-06-17,2
52516,3,109.44838,-7.594852,2024-06-17,2
52517,3,109.449182,-7.594686,2024-06-17,2
52519,3,109.448347,-7.594628,2024-06-17,2
52520,3,109.448859,-7.59465,2024-06-17,2
52521,3,109.448373,-7.594616,2024-06-17,2
52523,3,109.448505,-7.594615,2024-06-17,2
52530,3,109.449967,-7.594715,2024-06-17,2
52531,3,109.449865,-7.594705,2024-06-17,2
52532,3,109.448442,-7.594596,2024-06-17,2
52533,3,109.449667,-7.594594,2024-06-17,2
52534,3,109.449481,-7.594595,2024-06-17,2
52535,3,109.448532,-7.59457,2024-06-17,2
52536,3,109.44921,-7.594555,2024-06-17,2
52537,3,109.448905,-7.594538,2024-06-17,2
52538,3,109.448595,-7.594603,2024-06-17,2
52539,3,109.44875,-7.594505,2024-06-17,2
52540,3,109.448678,-7.594566,2024-06-17,2
52541,3,109.448709,-7.594694,2024-06-17,2
52542,3,109.375327,-7.505047,2024-06-17,2
52543,3,109.375389,-7.505055,2024-06-17,2
52544,3,109.375076,-7.504923,2024-06-17,2
52545,3,109.375244,-7.504951,2024-06-17,2
52546,3,109.375403,-7.50495,2024-06-17,2
52547,3,109.37549,-7.504896,2024-06-17,2
52548,3,109.375106,-7.504791,2024-06-17,2
52549,3,109.375351,-7.504766,2024-06-17,2
52550,3,109.375532,-7.504739,2024-06-17,2
52551,3,109.374899,-7.50477,2024-06-17,2
52552,3,109.374465,-7.504643,2024-06-17,2
52553,3,109.375545,-7.504671,2024-06-17,2
52554,3,109.374539,-7.504648,2024-06-17,2
52555,3,109.37461,-7.504679,2024-06-17,2
52556,3,109.375335,-7.504664,2024-06-17,2
52557,3,109.375096,-7.50468,2024-06-17,2
52558,3,109.375559,-7.504607,2024-06-17,2
52559,3,109.375571,-7.504543,2024-06-17,2
52560,3,109.375316,-7.504545,2024-06-17,2
52561,3,109.374245,-7.504519,2024-06-17,2
52562,3,109.375583,-7.504477,2024-06-17,2
52563,3,109.375308,-7.504464,2024-06-17,2
52564,3,109.375075,-7.504539,2024-06-17,2
52565,3,109.374212,-7.504438,2024-06-17,2
52566,3,109.375603,-7.504412,2024-06-17,2
52567,3,109.37416,-7.504452,2024-06-17,2
52568,3,109.37531,-7.504397,2024-06-17,2
52569,3,109.375607,-7.504349,2024-06-17,2
52570,3,109.375321,-7.504315,2024-06-17,2
52571,3,109.375115,-7.504271,2024-06-17,2
52572,3,109.375628,-7.504283,2024-06-17,2
52573,3,109.375283,-7.504252,2024-06-17,2
52574,3,109.375124,-7.504202,2024-06-17,2
52575,3,109.375626,-7.504216,2024-06-17,2
52576,3,109.375272,-7.50419,2024-06-17,2
52577,3,109.375866,-7.504179,2024-06-17,2
52578,3,109.374228,-7.504286,2024-06-17,2
52579,3,109.375617,-7.504154,2024-06-17,2
52580,3,109.375051,-7.504403,2024-06-17,2
52581,3,109.375035,-7.504238,2024-06-17,2
52582,3,109.375083,-7.504118,2024-06-17,2
52583,3,109.375261,-7.504112,2024-06-17,2
52584,3,109.375881,-7.504103,2024-06-17,2
52585,3,109.3743,-7.504369,2024-06-17,2
52586,3,109.375537,-7.504089,2024-06-17,2
52587,3,109.37576,-7.504067,2024-06-17,2
52588,3,109.374383,-7.504312,2024-06-17,2
52589,3,109.375159,-7.504034,2024-06-17,2
52590,3,109.375897,-7.50401,2024-06-17,2
52591,3,109.375574,-7.503994,2024-06-17,2
52592,3,109.374355,-7.503971,2024-06-17,2
52593,3,109.375477,-7.503931,2024-06-17,2
52594,3,109.375714,-7.503922,2024-06-17,2
52595,3,109.37586,-7.503933,2024-06-17,2
52596,3,109.375268,-7.503977,2024-06-17,2
52597,3,109.375144,-7.50393,2024-06-17,2
52598,3,109.375092,-7.50397,2024-06-17,2
52599,3,109.37503,-7.503962,2024-06-17,2
52600,3,109.374967,-7.503972,2024-06-17,2
52601,3,109.374909,-7.503963,2024-06-17,2
52602,3,109.374387,-7.50395,2024-06-17,2
52603,3,109.374866,-7.504118,2024-06-17,2
52604,3,109.374776,-7.504128,2024-06-17,2
52605,3,109.374742,-7.504387,2024-06-17,2
52606,3,109.374628,-7.504333,2024-06-17,2
52607,3,109.374483,-7.504208,2024-06-17,2
52608,3,109.375908,-7.503821,2024-06-17,2
52609,3,109.375409,-7.503816,2024-06-17,2
52610,3,109.375762,-7.503737,2024-06-17,2
52611,3,109.375656,-7.503807,2024-06-17,2
52612,3,109.375708,-7.503708,2024-06-17,2
52613,3,109.375517,-7.503764,2024-06-17,2
52614,3,109.374502,-7.503704,2024-06-17,2
52615,3,109.37516,-7.50375,2024-06-17,2
52616,3,109.374731,-7.503675,2024-06-17,2
52617,3,109.375269,-7.50371,2024-06-17,2
52618,3,109.375386,-7.503645,2024-06-17,2
52619,3,109.375246,-7.503515,2024-06-17,2
52620,3,109.375101,-7.503623,2024-06-17,2
52621,3,109.37499,-7.503606,2024-06-17,2
52622,3,109.37488,-7.503589,2024-06-17,2
52623,3,109.374821,-7.503452,2024-06-17,2
52624,3,109.374673,-7.503531,2024-06-17,2
52625,3,109.374631,-7.503428,2024-06-17,2
52626,3,109.35245,-7.436383,2024-06-17,2
52627,3,109.352454,-7.436327,2024-06-17,2
52628,3,109.352437,-7.436269,2024-06-17,2
52629,3,109.352789,-7.436253,2024-06-17,2
52630,3,109.352861,-7.436226,2024-06-17,2
52631,3,109.352573,-7.436268,2024-06-17,2
52632,3,109.353041,-7.436154,2024-06-17,2
52633,3,109.352952,-7.43617,2024-06-17,2
52634,3,109.352863,-7.436176,2024-06-17,2
52635,3,109.352786,-7.436185,2024-06-17,2
52636,3,109.352659,-7.436218,2024-06-17,2
52637,3,109.352415,-7.436177,2024-06-17,2
52638,3,109.352275,-7.436132,2024-06-17,2
52639,3,109.352829,-7.436113,2024-06-17,2
52640,3,109.352635,-7.43612,2024-06-17,2
52641,3,109.352596,-7.436015,2024-06-17,2
52642,3,109.352336,-7.436007,2024-06-17,2
52643,3,109.3522,-7.435956,2024-06-17,2
52644,3,109.352819,-7.436008,2024-06-17,2
52645,3,109.352979,-7.436022,2024-06-17,2
52646,3,109.353164,-7.436005,2024-06-17,2
52647,3,109.353379,-7.435934,2024-06-17,2
52648,3,109.353602,-7.435875,2024-06-17,2
52649,3,109.353768,-7.435827,2024-06-17,2
52650,3,109.353225,-7.435853,2024-06-17,2
52651,3,109.352204,-7.435836,2024-06-17,2
52652,3,109.352383,-7.43584,2024-06-17,2
52653,3,109.352568,-7.43584,2024-06-17,2
52654,3,109.352838,-7.435837,2024-06-17,2
52655,3,109.353552,-7.435808,2024-06-17,2
52656,3,109.353747,-7.435781,2024-06-17,2
52657,3,109.353155,-7.435751,2024-06-17,2
52658,3,109.35214,-7.435693,2024-06-17,2
52659,3,109.352352,-7.435696,2024-06-17,2
52660,3,109.352596,-7.435693,2024-06-17,2
52661,3,109.353457,-7.435712,2024-06-17,2
52662,3,109.35286,-7.435691,2024-06-17,2
52663,3,109.353184,-7.435637,2024-06-17,2
52664,3,109.35199,-7.435548,2024-06-17,2
52665,3,109.35212,-7.435583,2024-06-17,2
52666,3,109.352357,-7.435581,2024-06-17,2
52667,3,109.352595,-7.435577,2024-06-17,2
52668,3,109.352854,-7.435574,2024-06-17,2
52669,3,109.353674,-7.435646,2024-06-17,2
52670,3,109.351974,-7.435484,2024-06-17,2
52671,3,109.353133,-7.435536,2024-06-17,2
52672,3,109.35211,-7.435493,2024-06-17,2
52673,3,109.352354,-7.435489,2024-06-17,2
52674,3,109.352594,-7.435485,2024-06-17,2
52675,3,109.352849,-7.435481,2024-06-17,2
52676,3,109.353432,-7.435536,2024-06-17,2
52677,3,109.35195,-7.435406,2024-06-17,2
52678,3,109.352103,-7.435408,2024-06-17,2
52679,3,109.352322,-7.435406,2024-06-17,2
52680,3,109.35259,-7.435403,2024-06-17,2
52681,3,109.352871,-7.435398,2024-06-17,2
52682,3,109.353115,-7.435403,2024-06-17,2
52683,3,109.351934,-7.435337,2024-06-17,2
52684,3,109.352103,-7.435335,2024-06-17,2
52685,3,109.352367,-7.435328,2024-06-17,2
52686,3,109.353409,-7.435367,2024-06-17,2
52687,3,109.353609,-7.435438,2024-06-17,2
52688,3,109.352633,-7.435321,2024-06-17,2
52689,3,109.352867,-7.435314,2024-06-17,2
52690,3,109.353097,-7.435301,2024-06-17,2
52691,3,109.353378,-7.435277,2024-06-17,2
52692,3,109.352185,-7.43527,2024-06-17,2
52693,3,109.35204,-7.435271,2024-06-17,2
52694,3,109.351916,-7.43525,2024-06-17,2
52695,3,109.352039,-7.435217,2024-06-17,2
52696,3,109.352182,-7.435218,2024-06-17,2
52697,3,109.35239,-7.435235,2024-06-17,2
52698,3,109.352638,-7.435226,2024-06-17,2
52699,3,109.352926,-7.435215,2024-06-17,2
52700,3,109.353224,-7.435203,2024-06-17,2
52701,3,109.353441,-7.435197,2024-06-17,2
52702,3,109.3518,-7.435128,2024-06-17,2
52703,3,109.351925,-7.435149,2024-06-17,2
52704,3,109.35214,-7.435142,2024-06-17,2
52705,3,109.352365,-7.435135,2024-06-17,2
52706,3,109.352617,-7.435126,2024-06-17,2
52707,3,109.352882,-7.435116,2024-06-17,2
52708,3,109.353148,-7.435107,2024-06-17,2
52709,3,109.353375,-7.4351,2024-06-17,2
52710,3,109.351782,-7.435055,2024-06-17,2
52711,3,109.351921,-7.435056,2024-06-17,2
52712,3,109.352135,-7.43505,2024-06-17,2
52713,3,109.352359,-7.435043,2024-06-17,2
52714,3,109.352612,-7.435034,2024-06-17,2
52715,3,109.352878,-7.435025,2024-06-17,2
52716,3,109.353143,-7.435017,2024-06-17,2
52717,3,109.353351,-7.435012,2024-06-17,2
52718,3,109.351756,-7.434954,2024-06-17,2
52719,3,109.351919,-7.434954,2024-06-17,2
52720,3,109.352131,-7.434948,2024-06-17,2
52721,3,109.352352,-7.434941,2024-06-17,2
52722,3,109.352605,-7.434933,2024-06-17,2
52723,3,109.352872,-7.434925,2024-06-17,2
52724,3,109.353137,-7.434917,2024-06-17,2
