no,survei,bujur,lintang,tanggal,fase
103281,3,109.411611,-7.426361,2024-04-06,2
103852,3,109.411658,-7.426606,2024-04-06,2
103853,3,109.412111,-7.426607,2024-04-06,2
103861,3,109.411659,-7.426154,2024-04-06,2
103862,3,109.412112,-7.426155,2024-04-06,2
107126,3,109.411941,-7.426895,2024-04-06,2
107132,3,109.411867,-7.426886,2024-04-06,2
107135,3,109.411796,-7.426877,2024-04-06,2
107140,3,109.411668,-7.426859,2024-04-06,2
107145,3,109.411527,-7.426841,2024-04-06,2
107147,3,109.411431,-7.42683,2024-04-06,2
107148,3,109.411378,-7.426822,2024-04-06,2
107156,3,109.412286,-7.426848,2024-04-06,2
107157,3,109.412224,-7.426842,2024-04-06,2
107161,3,109.412145,-7.42683,2024-04-06,2
107164,3,109.412067,-7.426829,2024-04-06,2
107166,3,109.412014,-7.426814,2024-04-06,2
107169,3,109.411952,-7.426805,2024-04-06,2
107175,3,109.411866,-7.426787,2024-04-06,2
107176,3,109.411772,-7.426775,2024-04-06,2
107181,3,109.411666,-7.426754,2024-04-06,2
107188,3,109.411543,-7.426735,2024-04-06,2
107190,3,109.411449,-7.426719,2024-04-06,2
107193,3,109.411391,-7.426705,2024-04-06,2
107214,3,109.412317,-7.426627,2024-04-06,2
107217,3,109.412258,-7.426623,2024-04-06,2
107221,3,109.412179,-7.426613,2024-04-06,2
107225,3,109.412102,-7.426593,2024-04-06,2
107227,3,109.412022,-7.426591,2024-04-06,2
107229,3,109.41192,-7.426562,2024-04-06,2
107231,3,109.411817,-7.426555,2024-04-06,2
107237,3,109.411701,-7.426534,2024-04-06,2
107243,3,109.411577,-7.426517,2024-04-06,2
107248,3,109.411487,-7.426503,2024-04-06,2
107252,3,109.411421,-7.426478,2024-04-06,2
107276,3,109.412335,-7.426351,2024-04-06,2
107280,3,109.411608,-7.426306,2024-04-06,2
107281,3,109.412236,-7.426337,2024-04-06,2
107282,3,109.411412,-7.42624,2024-04-06,2
107287,3,109.412156,-7.426324,2024-04-06,2
107291,3,109.412074,-7.426318,2024-04-06,2
107296,3,109.411978,-7.426302,2024-04-06,2
107304,3,109.411867,-7.426285,2024-04-06,2
107328,3,109.41163,-7.426173,2024-04-06,2
107329,3,109.412371,-7.426153,2024-04-06,2
107330,3,109.411426,-7.426133,2024-04-06,2
107333,3,109.412267,-7.426138,2024-04-06,2
107336,3,109.412182,-7.426129,2024-04-06,2
107337,3,109.412097,-7.426118,2024-04-06,2
107339,3,109.412006,-7.426108,2024-04-06,2
107343,3,109.411796,-7.426078,2024-04-06,2
107344,3,109.412391,-7.426045,2024-04-06,2
107346,3,109.412269,-7.426031,2024-04-06,2
107349,3,109.412164,-7.426021,2024-04-06,2
107350,3,109.411546,-7.426041,2024-04-06,2
107351,3,109.411441,-7.426021,2024-04-06,2
107352,3,109.412065,-7.426011,2024-04-06,2
107356,3,109.411876,-7.42599,2024-04-06,2
107360,3,109.411588,-7.425957,2024-04-06,2
98752,3,109.411611,-7.426361,2024-04-18,2
99323,3,109.411658,-7.426606,2024-04-18,2
99324,3,109.412111,-7.426607,2024-04-18,2
99332,3,109.411659,-7.426154,2024-04-18,2
99333,3,109.412112,-7.426155,2024-04-18,2
102597,3,109.411941,-7.426895,2024-04-18,2
102603,3,109.411867,-7.426886,2024-04-18,2
102606,3,109.411796,-7.426877,2024-04-18,2
102611,3,109.411668,-7.426859,2024-04-18,2
102616,3,109.411527,-7.426841,2024-04-18,2
102618,3,109.411431,-7.42683,2024-04-18,2
102619,3,109.411378,-7.426822,2024-04-18,2
102627,3,109.412286,-7.426848,2024-04-18,2
102628,3,109.412224,-7.426842,2024-04-18,2
102632,3,109.412145,-7.42683,2024-04-18,2
102635,3,109.412067,-7.426829,2024-04-18,2
102637,3,109.412014,-7.426814,2024-04-18,2
102640,3,109.411952,-7.426805,2024-04-18,2
102646,3,109.411866,-7.426787,2024-04-18,2
102647,3,109.411772,-7.426775,2024-04-18,2
102652,3,109.411666,-7.426754,2024-04-18,2
102659,3,109.411543,-7.426735,2024-04-18,2
102661,3,109.411449,-7.426719,2024-04-18,2
102664,3,109.411391,-7.426705,2024-04-18,2
102685,3,109.412317,-7.426627,2024-04-18,2
102688,3,109.412258,-7.426623,2024-04-18,2
102692,3,109.412179,-7.426613,2024-04-18,2
102696,3,109.412102,-7.426593,2024-04-18,2
102698,3,109.412022,-7.426591,2024-04-18,2
102700,3,109.41192,-7.426562,2024-04-18,2
102702,3,109.411817,-7.426555,2024-04-18,2
102708,3,109.411701,-7.426534,2024-04-18,2
102714,3,109.411577,-7.426517,2024-04-18,2
102719,3,109.411487,-7.426503,2024-04-18,2
102723,3,109.411421,-7.426478,2024-04-18,2
102747,3,109.412335,-7.426351,2024-04-18,2
102751,3,109.411608,-7.426306,2024-04-18,2
102752,3,109.412236,-7.426337,2024-04-18,2
102753,3,109.411412,-7.42624,2024-04-18,2
102758,3,109.412156,-7.426324,2024-04-18,2
102762,3,109.412074,-7.426318,2024-04-18,2
102767,3,109.411978,-7.426302,2024-04-18,2
102775,3,109.411867,-7.426285,2024-04-18,2
102799,3,109.41163,-7.426173,2024-04-18,2
102800,3,109.412371,-7.426153,2024-04-18,2
102801,3,109.411426,-7.426133,2024-04-18,2
102804,3,109.412267,-7.426138,2024-04-18,2
102807,3,109.412182,-7.426129,2024-04-18,2
102808,3,109.412097,-7.426118,2024-04-18,2
102810,3,109.412006,-7.426108,2024-04-18,2
102814,3,109.411796,-7.426078,2024-04-18,2
102815,3,109.412391,-7.426045,2024-04-18,2
102817,3,109.412269,-7.426031,2024-04-18,2
102820,3,109.412164,-7.426021,2024-04-18,2
102821,3,109.411546,-7.426041,2024-04-18,2
102822,3,109.411441,-7.426021,2024-04-18,2
102823,3,109.412065,-7.426011,2024-04-18,2
102827,3,109.411876,-7.42599,2024-04-18,2
102831,3,109.411588,-7.425957,2024-04-18,2
94224,3,109.413472,-7.426417,2024-04-30,1
94799,3,109.413922,-7.426614,2024-04-30,1
94806,3,109.413471,-7.42616,2024-04-30,1
94807,3,109.413924,-7.426162,2024-04-30,1
98128,3,109.41385,-7.426666,2024-04-30,1
98136,3,109.413858,-7.426641,2024-04-30,1
98138,3,109.413833,-7.426609,2024-04-30,1
98144,3,109.413559,-7.426565,2024-04-30,1
98146,3,109.413941,-7.426561,2024-04-30,1
98147,3,109.41352,-7.426558,2024-04-30,1
98148,3,109.413478,-7.42655,2024-04-30,1
98149,3,109.41391,-7.426553,2024-04-30,1
98151,3,109.413869,-7.426547,2024-04-30,1
98152,3,109.413438,-7.426539,2024-04-30,1
98153,3,109.413398,-7.426532,2024-04-30,1
98155,3,109.413828,-7.426541,2024-04-30,1
98157,3,109.413357,-7.426526,2024-04-30,1
98158,3,109.413789,-7.426536,2024-04-30,1
98160,3,109.413745,-7.426551,2024-04-30,1
98162,3,109.413705,-7.426553,2024-04-30,1
98164,3,109.413677,-7.426547,2024-04-30,1
98165,3,109.413648,-7.426544,2024-04-30,1
98166,3,109.413604,-7.426563,2024-04-30,1
98174,3,109.41392,-7.426456,2024-04-30,1
98175,3,109.413888,-7.426451,2024-04-30,1
98177,3,109.413847,-7.426446,2024-04-30,1
98178,3,109.413808,-7.426439,2024-04-30,1
98180,3,109.413769,-7.426434,2024-04-30,1
98182,3,109.413728,-7.426427,2024-04-30,1
98183,3,109.413699,-7.426423,2024-04-30,1
98186,3,109.41367,-7.426419,2024-04-30,1
98187,3,109.413622,-7.426443,2024-04-30,1
98189,3,109.413582,-7.426441,2024-04-30,1
98191,3,109.413541,-7.426436,2024-04-30,1
98192,3,109.413947,-7.426436,2024-04-30,1
98193,3,109.4135,-7.42643,2024-04-30,1
98196,3,109.413459,-7.426422,2024-04-30,1
98197,3,109.413419,-7.426417,2024-04-30,1
98198,3,109.413377,-7.426413,2024-04-30,1
98205,3,109.413953,-7.426334,2024-04-30,1
98206,3,109.41391,-7.426337,2024-04-30,1
98207,3,109.413869,-7.426331,2024-04-30,1
98208,3,109.41383,-7.426324,2024-04-30,1
98210,3,109.41379,-7.426319,2024-04-30,1
98211,3,109.41375,-7.426312,2024-04-30,1
98214,3,109.413721,-7.426303,2024-04-30,1
98215,3,109.413692,-7.426299,2024-04-30,1
98216,3,109.413651,-7.426294,2024-04-30,1
98217,3,109.41361,-7.426287,2024-04-30,1
98219,3,109.41398,-7.42637,2024-04-30,1
98220,3,109.413569,-7.426281,2024-04-30,1
98225,3,109.413975,-7.426238,2024-04-30,1
98226,3,109.413528,-7.426276,2024-04-30,1
98227,3,109.413487,-7.42627,2024-04-30,1
98228,3,109.41393,-7.426231,2024-04-30,1
98230,3,109.413446,-7.426264,2024-04-30,1
98231,3,109.41389,-7.426224,2024-04-30,1
98232,3,109.413404,-7.426259,2024-04-30,1
98234,3,109.41385,-7.426216,2024-04-30,1
98237,3,109.413811,-7.42621,2024-04-30,1
98240,3,109.41377,-7.426202,2024-04-30,1
98241,3,109.413741,-7.426193,2024-04-30,1
98244,3,109.413712,-7.426188,2024-04-30,1
98247,3,109.413672,-7.426182,2024-04-30,1
98248,3,109.41402,-7.426173,2024-04-30,1
98250,3,109.413987,-7.426171,2024-04-30,1
98251,3,109.413944,-7.426164,2024-04-30,1
98252,3,109.41363,-7.426175,2024-04-30,1
98253,3,109.413903,-7.426159,2024-04-30,1
98254,3,109.413863,-7.426153,2024-04-30,1
98255,3,109.413589,-7.426167,2024-04-30,1
98256,3,109.413823,-7.426147,2024-04-30,1
98258,3,109.413782,-7.426141,2024-04-30,1
98259,3,109.413549,-7.42616,2024-04-30,1
98260,3,109.413751,-7.426137,2024-04-30,1
98262,3,109.413722,-7.426134,2024-04-30,1
98263,3,109.413682,-7.426129,2024-04-30,1
98264,3,109.41364,-7.426123,2024-04-30,1
98265,3,109.413598,-7.426117,2024-04-30,1
98266,3,109.413558,-7.426112,2024-04-30,1
98267,3,109.41351,-7.426145,2024-04-30,1
98268,3,109.413469,-7.42614,2024-04-30,1
98269,3,109.413427,-7.426135,2024-04-30,1
94223,3,109.411611,-7.426361,2024-04-30,2
94794,3,109.411658,-7.426606,2024-04-30,2
94795,3,109.412111,-7.426607,2024-04-30,2
94803,3,109.411659,-7.426154,2024-04-30,2
94804,3,109.412112,-7.426155,2024-04-30,2
98068,3,109.411941,-7.426895,2024-04-30,2
98074,3,109.411867,-7.426886,2024-04-30,2
98077,3,109.411796,-7.426877,2024-04-30,2
98082,3,109.411668,-7.426859,2024-04-30,2
98087,3,109.411527,-7.426841,2024-04-30,2
98089,3,109.411431,-7.42683,2024-04-30,2
98090,3,109.411378,-7.426822,2024-04-30,2
98098,3,109.412286,-7.426848,2024-04-30,2
98099,3,109.412224,-7.426842,2024-04-30,2
98103,3,109.412145,-7.42683,2024-04-30,2
98106,3,109.412067,-7.426829,2024-04-30,2
98108,3,109.412014,-7.426814,2024-04-30,2
98111,3,109.411952,-7.426805,2024-04-30,2
98117,3,109.411866,-7.426787,2024-04-30,2
98118,3,109.411772,-7.426775,2024-04-30,2
98123,3,109.411666,-7.426754,2024-04-30,2
98130,3,109.411543,-7.426735,2024-04-30,2
98132,3,109.411449,-7.426719,2024-04-30,2
98135,3,109.411391,-7.426705,2024-04-30,2
98156,3,109.412317,-7.426627,2024-04-30,2
98159,3,109.412258,-7.426623,2024-04-30,2
98163,3,109.412179,-7.426613,2024-04-30,2
98167,3,109.412102,-7.426593,2024-04-30,2
98169,3,109.412022,-7.426591,2024-04-30,2
98171,3,109.41192,-7.426562,2024-04-30,2
98173,3,109.411817,-7.426555,2024-04-30,2
98179,3,109.411701,-7.426534,2024-04-30,2
98185,3,109.411577,-7.426517,2024-04-30,2
98190,3,109.411487,-7.426503,2024-04-30,2
98194,3,109.411421,-7.426478,2024-04-30,2
98218,3,109.412335,-7.426351,2024-04-30,2
98222,3,109.411608,-7.426306,2024-04-30,2
98223,3,109.412236,-7.426337,2024-04-30,2
98224,3,109.411412,-7.42624,2024-04-30,2
98229,3,109.412156,-7.426324,2024-04-30,2
98233,3,109.412074,-7.426318,2024-04-30,2
98238,3,109.411978,-7.426302,2024-04-30,2
98246,3,109.411867,-7.426285,2024-04-30,2
98270,3,109.41163,-7.426173,2024-04-30,2
98271,3,109.412371,-7.426153,2024-04-30,2
98272,3,109.411426,-7.426133,2024-04-30,2
98275,3,109.412267,-7.426138,2024-04-30,2
98278,3,109.412182,-7.426129,2024-04-30,2
98279,3,109.412097,-7.426118,2024-04-30,2
98281,3,109.412006,-7.426108,2024-04-30,2
98285,3,109.411796,-7.426078,2024-04-30,2
98286,3,109.412391,-7.426045,2024-04-30,2
98288,3,109.412269,-7.426031,2024-04-30,2
98291,3,109.412164,-7.426021,2024-04-30,2
98292,3,109.411546,-7.426041,2024-04-30,2
98293,3,109.411441,-7.426021,2024-04-30,2
98294,3,109.412065,-7.426011,2024-04-30,2
98298,3,109.411876,-7.42599,2024-04-30,2
98302,3,109.411588,-7.425957,2024-04-30,2
89695,3,109.413472,-7.426417,2024-05-12,1
90270,3,109.413922,-7.426614,2024-05-12,1
90277,3,109.413471,-7.42616,2024-05-12,1
90278,3,109.413924,-7.426162,2024-05-12,1
93599,3,109.41385,-7.426666,2024-05-12,1
93607,3,109.413858,-7.426641,2024-05-12,1
93609,3,109.413833,-7.426609,2024-05-12,1
93615,3,109.413559,-7.426565,2024-05-12,1
93617,3,109.413941,-7.426561,2024-05-12,1
93618,3,109.41352,-7.426558,2024-05-12,1
93619,3,109.413478,-7.42655,2024-05-12,1
93620,3,109.41391,-7.426553,2024-05-12,1
93622,3,109.413869,-7.426547,2024-05-12,1
93623,3,109.413438,-7.426539,2024-05-12,1
93624,3,109.413398,-7.426532,2024-05-12,1
93626,3,109.413828,-7.426541,2024-05-12,1
93628,3,109.413357,-7.426526,2024-05-12,1
93629,3,109.413789,-7.426536,2024-05-12,1
93631,3,109.413745,-7.426551,2024-05-12,1
93633,3,109.413705,-7.426553,2024-05-12,1
93635,3,109.413677,-7.426547,2024-05-12,1
93636,3,109.413648,-7.426544,2024-05-12,1
93637,3,109.413604,-7.426563,2024-05-12,1
93645,3,109.41392,-7.426456,2024-05-12,1
93646,3,109.413888,-7.426451,2024-05-12,1
93648,3,109.413847,-7.426446,2024-05-12,1
93649,3,109.413808,-7.426439,2024-05-12,1
93651,3,109.413769,-7.426434,2024-05-12,1
93653,3,109.413728,-7.426427,2024-05-12,1
93654,3,109.413699,-7.426423,2024-05-12,1
93657,3,109.41367,-7.426419,2024-05-12,1
93658,3,109.413622,-7.426443,2024-05-12,1
93660,3,109.413582,-7.426441,2024-05-12,1
93662,3,109.413541,-7.426436,2024-05-12,1
93663,3,109.413947,-7.426436,2024-05-12,1
93664,3,109.4135,-7.42643,2024-05-12,1
93667,3,109.413459,-7.426422,2024-05-12,1
93668,3,109.413419,-7.426417,2024-05-12,1
93669,3,109.413377,-7.426413,2024-05-12,1
93676,3,109.413953,-7.426334,2024-05-12,1
93677,3,109.41391,-7.426337,2024-05-12,1
93678,3,109.413869,-7.426331,2024-05-12,1
93679,3,109.41383,-7.426324,2024-05-12,1
93681,3,109.41379,-7.426319,2024-05-12,1
93682,3,109.41375,-7.426312,2024-05-12,1
93685,3,109.413721,-7.426303,2024-05-12,1
93686,3,109.413692,-7.426299,2024-05-12,1
93687,3,109.413651,-7.426294,2024-05-12,1
93688,3,109.41361,-7.426287,2024-05-12,1
93690,3,109.41398,-7.42637,2024-05-12,1
93691,3,109.413569,-7.426281,2024-05-12,1
93696,3,109.413975,-7.426238,2024-05-12,1
93697,3,109.413528,-7.426276,2024-05-12,1
93698,3,109.413487,-7.42627,2024-05-12,1
93699,3,109.41393,-7.426231,2024-05-12,1
93701,3,109.413446,-7.426264,2024-05-12,1
93702,3,109.41389,-7.426224,2024-05-12,1
93703,3,109.413404,-7.426259,2024-05-12,1
93705,3,109.41385,-7.426216,2024-05-12,1
93708,3,109.413811,-7.42621,2024-05-12,1
93711,3,109.41377,-7.426202,2024-05-12,1
93712,3,109.413741,-7.426193,2024-05-12,1
93715,3,109.413712,-7.426188,2024-05-12,1
93718,3,109.413672,-7.426182,2024-05-12,1
93719,3,109.41402,-7.426173,2024-05-12,1
93721,3,109.413987,-7.426171,2024-05-12,1
93722,3,109.413944,-7.426164,2024-05-12,1
93723,3,109.41363,-7.426175,2024-05-12,1
93724,3,109.413903,-7.426159,2024-05-12,1
93725,3,109.413863,-7.426153,2024-05-12,1
93726,3,109.413589,-7.426167,2024-05-12,1
93727,3,109.413823,-7.426147,2024-05-12,1
93729,3,109.413782,-7.426141,2024-05-12,1
93730,3,109.413549,-7.42616,2024-05-12,1
93731,3,109.413751,-7.426137,2024-05-12,1
93733,3,109.413722,-7.426134,2024-05-12,1
93734,3,109.413682,-7.426129,2024-05-12,1
93735,3,109.41364,-7.426123,2024-05-12,1
93736,3,109.413598,-7.426117,2024-05-12,1
93737,3,109.413558,-7.426112,2024-05-12,1
93738,3,109.41351,-7.426145,2024-05-12,1
93739,3,109.413469,-7.42614,2024-05-12,1
93740,3,109.413427,-7.426135,2024-05-12,1
89694,3,109.411611,-7.426361,2024-05-12,2
90265,3,109.411658,-7.426606,2024-05-12,2
90266,3,109.412111,-7.426607,2024-05-12,2
90274,3,109.411659,-7.426154,2024-05-12,2
90275,3,109.412112,-7.426155,2024-05-12,2
93539,3,109.411941,-7.426895,2024-05-12,2
93545,3,109.411867,-7.426886,2024-05-12,2
93548,3,109.411796,-7.426877,2024-05-12,2
93553,3,109.411668,-7.426859,2024-05-12,2
93558,3,109.411527,-7.426841,2024-05-12,2
93560,3,109.411431,-7.42683,2024-05-12,2
93561,3,109.411378,-7.426822,2024-05-12,2
93569,3,109.412286,-7.426848,2024-05-12,2
93570,3,109.412224,-7.426842,2024-05-12,2
93574,3,109.412145,-7.42683,2024-05-12,2
93577,3,109.412067,-7.426829,2024-05-12,2
93579,3,109.412014,-7.426814,2024-05-12,2
93582,3,109.411952,-7.426805,2024-05-12,2
93588,3,109.411866,-7.426787,2024-05-12,2
93589,3,109.411772,-7.426775,2024-05-12,2
93594,3,109.411666,-7.426754,2024-05-12,2
93601,3,109.411543,-7.426735,2024-05-12,2
93603,3,109.411449,-7.426719,2024-05-12,2
93606,3,109.411391,-7.426705,2024-05-12,2
93627,3,109.412317,-7.426627,2024-05-12,2
93630,3,109.412258,-7.426623,2024-05-12,2
93634,3,109.412179,-7.426613,2024-05-12,2
93638,3,109.412102,-7.426593,2024-05-12,2
93640,3,109.412022,-7.426591,2024-05-12,2
93642,3,109.41192,-7.426562,2024-05-12,2
93644,3,109.411817,-7.426555,2024-05-12,2
93650,3,109.411701,-7.426534,2024-05-12,2
93656,3,109.411577,-7.426517,2024-05-12,2
93661,3,109.411487,-7.426503,2024-05-12,2
93665,3,109.411421,-7.426478,2024-05-12,2
93689,3,109.412335,-7.426351,2024-05-12,2
93693,3,109.411608,-7.426306,2024-05-12,2
93694,3,109.412236,-7.426337,2024-05-12,2
93695,3,109.411412,-7.42624,2024-05-12,2
93700,3,109.412156,-7.426324,2024-05-12,2
93704,3,109.412074,-7.426318,2024-05-12,2
93709,3,109.411978,-7.426302,2024-05-12,2
93717,3,109.411867,-7.426285,2024-05-12,2
93741,3,109.41163,-7.426173,2024-05-12,2
93742,3,109.412371,-7.426153,2024-05-12,2
93743,3,109.411426,-7.426133,2024-05-12,2
93746,3,109.412267,-7.426138,2024-05-12,2
93749,3,109.412182,-7.426129,2024-05-12,2
93750,3,109.412097,-7.426118,2024-05-12,2
93752,3,109.412006,-7.426108,2024-05-12,2
93756,3,109.411796,-7.426078,2024-05-12,2
93763,3,109.411546,-7.426041,2024-05-12,2
93764,3,109.411441,-7.426021,2024-05-12,2
93757,3,109.412391,-7.426045,2024-05-12,3
93759,3,109.412269,-7.426031,2024-05-12,3
93762,3,109.412164,-7.426021,2024-05-12,3
93765,3,109.412065,-7.426011,2024-05-12,3
93769,3,109.411876,-7.42599,2024-05-12,3
93773,3,109.411588,-7.425957,2024-05-12,3
85163,3,109.295694,-7.426111,2024-05-14,1
85167,3,109.413361,-7.426667,2024-05-14,1
85173,3,109.449389,-7.595722,2024-05-14,1
85687,3,109.448652,-7.595832,2024-05-14,1
85688,3,109.449105,-7.595834,2024-05-14,1
85689,3,109.449559,-7.595835,2024-05-14,1
85692,3,109.448654,-7.59538,2024-05-14,1
85693,3,109.449107,-7.595381,2024-05-14,1
85694,3,109.44956,-7.595383,2024-05-14,1
85697,3,109.448656,-7.594928,2024-05-14,1
85698,3,109.449109,-7.594929,2024-05-14,1
85699,3,109.449562,-7.594931,2024-05-14,1
85702,3,109.448657,-7.594476,2024-05-14,1
85703,3,109.44911,-7.594477,2024-05-14,1
85727,3,109.2948,-7.427076,2024-05-14,1
85728,3,109.295253,-7.427078,2024-05-14,1
85729,3,109.295706,-7.42708,2024-05-14,1
85730,3,109.294801,-7.426624,2024-05-14,1
85731,3,109.295254,-7.426626,2024-05-14,1
85732,3,109.295707,-7.426628,2024-05-14,1
85733,3,109.294803,-7.426172,2024-05-14,1
85734,3,109.295256,-7.426174,2024-05-14,1
85735,3,109.295709,-7.426176,2024-05-14,1
85738,3,109.412564,-7.426609,2024-05-14,1
85739,3,109.413017,-7.426611,2024-05-14,1
85740,3,109.41347,-7.426612,2024-05-14,1
85742,3,109.294805,-7.42572,2024-05-14,1
85743,3,109.295258,-7.425722,2024-05-14,1
85744,3,109.295711,-7.425724,2024-05-14,1
85747,3,109.413018,-7.426158,2024-05-14,1
88620,3,109.449044,-7.595973,2024-05-14,1
88623,3,109.449018,-7.595938,2024-05-14,1
88624,3,109.449141,-7.595946,2024-05-14,1
88630,3,109.449021,-7.595877,2024-05-14,1
88631,3,109.448649,-7.595892,2024-05-14,1
88632,3,109.448519,-7.595919,2024-05-14,1
88633,3,109.449278,-7.595859,2024-05-14,1
88635,3,109.448921,-7.595837,2024-05-14,1
88637,3,109.449178,-7.595904,2024-05-14,1
88638,3,109.449586,-7.59593,2024-05-14,1
88639,3,109.449273,-7.595788,2024-05-14,1
88640,3,109.448925,-7.595766,2024-05-14,1
88641,3,109.44913,-7.595792,2024-05-14,1
88642,3,109.449272,-7.595727,2024-05-14,1
88643,3,109.448738,-7.595764,2024-05-14,1
88644,3,109.448777,-7.59586,2024-05-14,1
88645,3,109.448454,-7.59573,2024-05-14,1
88646,3,109.448526,-7.595733,2024-05-14,1
88647,3,109.449277,-7.595678,2024-05-14,1
88648,3,109.44959,-7.595826,2024-05-14,1
88649,3,109.449074,-7.595687,2024-05-14,1
88651,3,109.448922,-7.595662,2024-05-14,1
88653,3,109.449063,-7.595634,2024-05-14,1
88654,3,109.449591,-7.595739,2024-05-14,1
88655,3,109.449269,-7.595638,2024-05-14,1
88657,3,109.44874,-7.595672,2024-05-14,1
88659,3,109.44867,-7.595554,2024-05-14,1
88660,3,109.44892,-7.5956,2024-05-14,1
88661,3,109.448575,-7.595593,2024-05-14,1
88662,3,109.44848,-7.595601,2024-05-14,1
88664,3,109.449595,-7.595654,2024-05-14,1
88666,3,109.449054,-7.59557,2024-05-14,1
88667,3,109.448365,-7.595649,2024-05-14,1
88669,3,109.448816,-7.595611,2024-05-14,1
88672,3,109.449611,-7.595543,2024-05-14,1
88674,3,109.448807,-7.595479,2024-05-14,1
88678,3,109.449562,-7.595468,2024-05-14,1
88679,3,109.448642,-7.595469,2024-05-14,1
88680,3,109.448456,-7.595463,2024-05-14,1
88682,3,109.448671,-7.595389,2024-05-14,1
88683,3,109.449563,-7.595366,2024-05-14,1
88684,3,109.449182,-7.595513,2024-05-14,1
88685,3,109.448853,-7.595404,2024-05-14,1
88686,3,109.449576,-7.595251,2024-05-14,1
88688,3,109.448866,-7.595313,2024-05-14,1
88692,3,109.44918,-7.595359,2024-05-14,1
88699,3,109.4483,-7.595265,2024-05-14,1
88701,3,109.44837,-7.595319,2024-05-14,1
88703,3,109.449184,-7.595233,2024-05-14,1
88704,3,109.449596,-7.595124,2024-05-14,1
88705,3,109.448642,-7.595081,2024-05-14,1
88707,3,109.449217,-7.595097,2024-05-14,1
88708,3,109.448916,-7.595048,2024-05-14,1
88709,3,109.448869,-7.595118,2024-05-14,1
88710,3,109.448848,-7.595207,2024-05-14,1
88711,3,109.449605,-7.595025,2024-05-14,1
88712,3,109.448548,-7.59511,2024-05-14,1
88713,3,109.448687,-7.595082,2024-05-14,1
88714,3,109.448661,-7.595264,2024-05-14,1
88715,3,109.448526,-7.595255,2024-05-14,1
88719,3,109.448526,-7.595471,2024-05-14,1
88724,3,109.448394,-7.595054,2024-05-14,1
88725,3,109.448314,-7.595002,2024-05-14,1
88726,3,109.448295,-7.594996,2024-05-14,1
88727,3,109.449204,-7.594989,2024-05-14,1
88728,3,109.449003,-7.594983,2024-05-14,1
88729,3,109.449602,-7.594934,2024-05-14,1
88730,3,109.449186,-7.594916,2024-05-14,1
88731,3,109.448767,-7.594898,2024-05-14,1
88732,3,109.448469,-7.594896,2024-05-14,1
88733,3,109.449085,-7.594796,2024-05-14,1
88734,3,109.449287,-7.594769,2024-05-14,1
88735,3,109.448868,-7.594894,2024-05-14,1
88736,3,109.449607,-7.594794,2024-05-14,1
88738,3,109.448916,-7.594727,2024-05-14,1
88739,3,109.448876,-7.594779,2024-05-14,1
88740,3,109.448491,-7.594841,2024-05-14,1
88741,3,109.448682,-7.594779,2024-05-14,1
88742,3,109.448642,-7.594835,2024-05-14,1
88743,3,109.448581,-7.594828,2024-05-14,1
88744,3,109.448311,-7.59481,2024-05-14,1
88745,3,109.448528,-7.594813,2024-05-14,1
88746,3,109.448427,-7.594676,2024-05-14,1
88747,3,109.448403,-7.594744,2024-05-14,1
88748,3,109.44838,-7.594852,2024-05-14,1
88749,3,109.449182,-7.594686,2024-05-14,1
88751,3,109.448347,-7.594628,2024-05-14,1
88752,3,109.448859,-7.59465,2024-05-14,1
88753,3,109.448373,-7.594616,2024-05-14,1
88755,3,109.448505,-7.594615,2024-05-14,1
88762,3,109.449967,-7.594715,2024-05-14,1
88763,3,109.449865,-7.594705,2024-05-14,1
88764,3,109.448442,-7.594596,2024-05-14,1
88765,3,109.449667,-7.594594,2024-05-14,1
88766,3,109.449481,-7.594595,2024-05-14,1
88767,3,109.448532,-7.59457,2024-05-14,1
88768,3,109.44921,-7.594555,2024-05-14,1
88769,3,109.448905,-7.594538,2024-05-14,1
88770,3,109.448595,-7.594603,2024-05-14,1
88771,3,109.44875,-7.594505,2024-05-14,1
88772,3,109.448678,-7.594566,2024-05-14,1
88773,3,109.448709,-7.594694,2024-05-14,1
88983,3,109.295259,-7.427132,2024-05-14,1
88984,3,109.29507,-7.427128,2024-05-14,1
88985,3,109.295743,-7.427117,2024-05-14,1
88986,3,109.295684,-7.427116,2024-05-14,1
88987,3,109.295569,-7.427112,2024-05-14,1
88988,3,109.295428,-7.427107,2024-05-14,1
88989,3,109.413762,-7.427054,2024-05-14,1
88990,3,109.295332,-7.427104,2024-05-14,1
88991,3,109.294828,-7.427104,2024-05-14,1
88992,3,109.294631,-7.427098,2024-05-14,1
88993,3,109.295111,-7.427049,2024-05-14,1
88994,3,109.413758,-7.427022,2024-05-14,1
88995,3,109.41385,-7.427021,2024-05-14,1
88996,3,109.413775,-7.42699,2024-05-14,1
88997,3,109.295794,-7.427041,2024-05-14,1
88998,3,109.413574,-7.426992,2024-05-14,1
88999,3,109.29563,-7.427001,2024-05-14,1
89000,3,109.295417,-7.426991,2024-05-14,1
89001,3,109.413446,-7.426966,2024-05-14,1
89002,3,109.295142,-7.426975,2024-05-14,1
89003,3,109.413804,-7.426958,2024-05-14,1
89004,3,109.413341,-7.426947,2024-05-14,1
89005,3,109.413269,-7.426937,2024-05-14,1
89006,3,109.413661,-7.42696,2024-05-14,1
89007,3,109.29579,-7.426928,2024-05-14,1
